96 documents , 1 concepts , 613 context features (17483) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
4.3110382997196484e-05   T=0,K=0:  65552 (0.031) ; 58429 (0.030) ; nlsj59172 (0.024) ; 104421 (0.024) ; 22943 (0.023) ; 102736 (0.023) ; 109757 (0.021) ; 102000 (0.021) ; 106974 (0.020) ; 73277 (0.019) ; 
1.917494141631107e-07   T=11,K=7:  31192 (0.073) ; 102930 (0.060) ; 61791 (0.033) ; 47828 (0.028) ; 85306 (0.026) ; 72254 (0.026) ; 33160 (0.026) ; 13813 (0.025) ; 45996 (0.024) ; 78297 (0.024) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=7:  31192 (0.051) ; 96662 (0.044) ; 102930 (0.044) ; 45996 (0.027) ; 19722 (0.026) ; 61791 (0.025) ; 85306 (0.024) ; 7607 (0.023) ; 63772 (0.023) ; 33160 (0.022) ; 

0.011218914021751968   T=0,K=8:  71308 (0.071) ; 61791 (0.062) ; 104504 (0.052) ; 65552 (0.050) ;  (0.042) ; 68641 (0.034) ; 98894 (0.028) ; 109757 (0.028) ; 22209 (0.024) ; 51863 (0.020) ; 
0.999749536352466   T=1,K=8:  71308 (0.097) ; 61791 (0.058) ; 68641 (0.052) ; 104504 (0.039) ;  (0.037) ; 65552 (0.036) ; 109757 (0.026) ; 51863 (0.022) ; 98894 (0.022) ; nlsj6671 (0.021) ; 
0.5198514618470961   T=2,K=8:  68641 (0.063) ; 71308 (0.058) ;  (0.038) ; 61791 (0.037) ; 65552 (0.036) ; 61542 (0.031) ; nlsj6671 (0.025) ; 104504 (0.024) ; 109757 (0.023) ; 4456 (0.023) ; 
0.08616086380656277   T=3,K=8:  71308 (0.063) ; 68641 (0.055) ; 65552 (0.043) ; 61791 (0.040) ; 21872 (0.029) ;  (0.028) ; nlsj6671 (0.026) ; 104504 (0.025) ; 4456 (0.023) ; nlsj89132 (0.021) ; 
0.12847793970613952   T=4,K=8:  68641 (0.077) ; 71308 (0.047) ; 65552 (0.030) ;  (0.028) ; 109757 (0.028) ; nlsj6671 (0.026) ; nlsj89132 (0.024) ; 21872 (0.024) ; 63772 (0.023) ; 76910 (0.022) ; 
0.026166327205961508   T=5,K=8:  68641 (0.060) ; 71308 (0.041) ; 63772 (0.038) ; 61791 (0.030) ; nlsj6671 (0.029) ;  (0.029) ; 21872 (0.025) ; nlsj89132 (0.024) ; 76910 (0.021) ; 4474 (0.020) ; 
1.207040968933559e-07   T=6,K=8:  68641 (0.048) ; 63772 (0.041) ; nlsj89132 (0.034) ; 71308 (0.032) ;  (0.032) ; nlsj6671 (0.029) ; 93634 (0.027) ; 61791 (0.023) ; 109757 (0.019) ; nlsj30300 (0.019) ; 
0.1934163513972833   T=7,K=8:  63772 (0.038) ; nlsj89132 (0.037) ;  (0.034) ; 71308 (0.028) ; 68641 (0.028) ; nlsj6671 (0.028) ; 61791 (0.023) ; 65552 (0.023) ; nlsj30300 (0.020) ; 106792 (0.019) ; 
0.09964597282009453   T=8,K=8:  71308 (0.042) ;  (0.037) ; 63772 (0.037) ; nlsj89132 (0.033) ; 103975 (0.025) ; nlsj30300 (0.025) ; 109757 (0.024) ; 61791 (0.024) ; 68641 (0.023) ; 65635 (0.021) ; 
0.17946212800153452   T=9,K=8:  63772 (0.050) ; 61791 (0.034) ;  (0.033) ; 103975 (0.029) ; nlsj6671 (0.028) ; 109757 (0.028) ; nlsj89132 (0.024) ; 65635 (0.024) ; nlsj30300 (0.022) ; 5496 (0.022) ; 
0.2896275772248532   T=10,K=8:  65552 (0.050) ;  (0.043) ; 63772 (0.040) ; 61791 (0.036) ; nlsj89132 (0.031) ; 103975 (0.030) ; 66388 (0.026) ; 65635 (0.021) ; 5496 (0.019) ; nlsj6671 (0.019) ; 
0.038904845993412894   T=11,K=8:  65552 (0.048) ; 61791 (0.047) ; nlsj89132 (0.039) ;  (0.037) ; 63772 (0.035) ; 103975 (0.028) ; nlsj30300 (0.026) ; 100495 (0.022) ; 90504 (0.020) ; 5496 (0.020) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=8:  71308 (0.044) ; 68641 (0.041) ; 61791 (0.036) ;  (0.035) ; 65552 (0.032) ; 63772 (0.028) ; nlsj89132 (0.025) ; nlsj6671 (0.024) ; 109757 (0.022) ; 104504 (0.019) ; 

0.024205659032893588   T=0,K=9:  112720 (0.088) ; 66594 (0.082) ; 73672 (0.068) ; 45996 (0.056) ; 8860 (0.047) ; 94741 (0.039) ; 18100 (0.034) ; 19735 (0.033) ; 101445 (0.032) ; 105550 (0.029) ; 
1.3106312277409584e-08   T=1,K=9:  112720 (0.086) ; 45996 (0.081) ; 73672 (0.061) ; 66594 (0.053) ; 8860 (0.052) ; 7618 (0.039) ; 105550 (0.033) ; 101445 (0.030) ; 36653 (0.026) ; 19735 (0.024) ; 
1.1259939959559349e-05   T=2,K=9:  45996 (0.095) ; 112720 (0.091) ; 66594 (0.060) ; 73672 (0.050) ; 101445 (0.046) ; 8860 (0.035) ; 109013 (0.033) ; 19735 (0.032) ; 36653 (0.031) ; 105550 (0.029) ; 
0.000708936054937089   T=3,K=9:  45996 (0.107) ; 112720 (0.088) ; 66594 (0.056) ; 94741 (0.043) ; 73672 (0.040) ; 19735 (0.034) ; 101445 (0.034) ; 109013 (0.031) ; 105550 (0.028) ; 8860 (0.026) ; 
0.036296425824037866   T=4,K=9:  112720 (0.106) ; 45996 (0.089) ; 66594 (0.049) ; 73672 (0.049) ; 19735 (0.034) ; 101445 (0.034) ; 105550 (0.033) ; 94741 (0.032) ; 61791 (0.029) ; 36653 (0.022) ; 
0.08711116942015118   T=5,K=9:  45996 (0.083) ; 112720 (0.082) ; 105550 (0.059) ; 73672 (0.040) ; 94741 (0.039) ; 19735 (0.035) ; 101445 (0.032) ; 61791 (0.032) ; 66594 (0.029) ;  (0.020) ; 
0.758896318055503   T=6,K=9:  105550 (0.083) ; 45996 (0.080) ; 112720 (0.063) ; 94741 (0.057) ; 73672 (0.043) ; 19735 (0.037) ; 66594 (0.030) ; 61791 (0.028) ; 98234 (0.024) ; 101445 (0.023) ; 
0.07014625218929332   T=7,K=9:  112720 (0.107) ; 94741 (0.068) ; 73672 (0.067) ; 105550 (0.056) ; 45996 (0.053) ; 19735 (0.036) ; 66594 (0.032) ; 101445 (0.026) ; 22535 (0.023) ; 7618 (0.017) ; 
0.006244173836796413   T=8,K=9:  94741 (0.086) ; 112720 (0.067) ; 45996 (0.055) ; 66594 (0.054) ; 105550 (0.047) ; 73672 (0.034) ; 19735 (0.033) ; nlsj30300 (0.022) ; 37405 (0.021) ; 22535 (0.019) ; 
0.05971276824630055   T=9,K=9:  45996 (0.108) ; 112720 (0.070) ; 94741 (0.066) ; 66594 (0.050) ; 105550 (0.047) ; 19735 (0.031) ; 22535 (0.022) ; 63713 (0.022) ; 37405 (0.021) ; 73672 (0.021) ; 
0.002655272649501943   T=10,K=9:  45996 (0.101) ; 112720 (0.087) ; 94741 (0.073) ; 66594 (0.065) ; 105550 (0.046) ; 22535 (0.031) ; 37405 (0.030) ; 63713 (0.022) ; 19735 (0.020) ; 7618 (0.020) ; 
0.000182173958449653   T=11,K=9:  45996 (0.105) ; 66594 (0.069) ; 112720 (0.067) ; 94741 (0.060) ; 105550 (0.057) ; 22535 (0.049) ; 37405 (0.032) ; 7618 (0.023) ; nlsj30300 (0.023) ; 2950 (0.022) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=9:  45996 (0.084) ; 112720 (0.083) ; 66594 (0.052) ; 94741 (0.051) ; 105550 (0.046) ; 73672 (0.041) ; 19735 (0.031) ; 101445 (0.027) ; 7618 (0.022) ; 8860 (0.021) ; 

===============  per time  ===============
Time=0  
4.3110382997196484e-05   T=0,K=0:  65552 (0.031) ; 58429 (0.030) ; nlsj59172 (0.024) ; 104421 (0.024) ; 22943 (0.023) ; 102736 (0.023) ; 109757 (0.021) ; 102000 (0.021) ; 106974 (0.020) ; 73277 (0.019) ; 
0.004406103934537005   T=0,K=1:  15038 (0.090) ; 22100 (0.068) ; 80891 (0.060) ; 100957 (0.044) ; 80327 (0.043) ; nlsj33192 (0.034) ; 35417 (0.031) ; 73277 (0.030) ; 72321 (0.027) ;  (0.022) ; 
0.00022010099008707093   T=0,K=2:  97108 (0.067) ; 114753 (0.039) ; 16430 (0.037) ; 39299 (0.032) ; 66173 (0.032) ; 97048 (0.030) ; 21872 (0.028) ; 21861 (0.025) ; 30866 (0.023) ; 111462 (0.021) ; 
1.8117507994114735e-20   T=0,K=3:  8575 (0.114) ; 47513 (0.094) ; 19546 (0.077) ; 32105 (0.060) ; 84234 (0.053) ; 66594 (0.043) ; 6549 (0.040) ; 65552 (0.030) ; 97908 (0.027) ; 103701 (0.025) ; 
8.719280890067167e-13   T=0,K=4:  35417 (0.076) ; 97115 (0.069) ; 15893 (0.065) ; nlsj104814 (0.051) ;  (0.051) ; 90504 (0.028) ; 65295 (0.027) ; 61265 (0.026) ; 5607 (0.023) ; 115193 (0.022) ; 
0.8216756787845885   T=0,K=5:  40083 (0.111) ; 79983 (0.090) ; 116416 (0.038) ; 84034 (0.036) ; 2018 (0.036) ; 24084 (0.033) ; nlsj87789 (0.031) ; 34451 (0.030) ; 1564 (0.029) ; 110012 (0.028) ; 
2.975507386457712e-08   T=0,K=6:  76530 (0.060) ; 22209 (0.054) ; 34219 (0.042) ; 106601 (0.041) ; 91041 (0.038) ; nlsj80958 (0.031) ; nlsj5627 (0.029) ; 22210 (0.028) ; 28569 (0.028) ; nlsj2087 (0.025) ; 
0.13823040309719892   T=0,K=7:  102930 (0.084) ; 96662 (0.076) ; 97786 (0.048) ; 31192 (0.038) ; 33160 (0.031) ; 45996 (0.029) ; nlsj54945 (0.027) ; 34270 (0.026) ; 87413 (0.023) ; 115193 (0.022) ; 
0.011218914021751968   T=0,K=8:  71308 (0.071) ; 61791 (0.062) ; 104504 (0.052) ; 65552 (0.050) ;  (0.042) ; 68641 (0.034) ; 98894 (0.028) ; 109757 (0.028) ; 22209 (0.024) ; 51863 (0.020) ; 
0.024205659032893588   T=0,K=9:  112720 (0.088) ; 66594 (0.082) ; 73672 (0.068) ; 45996 (0.056) ; 8860 (0.047) ; 94741 (0.039) ; 18100 (0.034) ; 19735 (0.033) ; 101445 (0.032) ; 105550 (0.029) ; 

Time=1  
1.2368348702223494e-07   T=1,K=0:  58429 (0.033) ; nlsj59172 (0.031) ; 46123 (0.025) ; 65552 (0.025) ; 106974 (0.023) ; 73277 (0.022) ; 41082 (0.020) ; 104421 (0.019) ; 42648 (0.019) ; 102736 (0.018) ; 
2.4926544908743274e-10   T=1,K=1:  22100 (0.095) ; 15038 (0.088) ; 80891 (0.057) ; 100957 (0.048) ; nlsj33192 (0.040) ; 80327 (0.039) ; 73277 (0.036) ; 72321 (0.028) ; 35417 (0.026) ; 93471 (0.026) ; 
1.1568627588373629e-09   T=1,K=2:  97108 (0.073) ; 30866 (0.028) ; 57165 (0.028) ; 114753 (0.026) ; 16430 (0.026) ; 66173 (0.025) ; 39299 (0.025) ; 97048 (0.024) ; 21872 (0.023) ; 76530 (0.023) ; 
6.194174465459368e-23   T=1,K=3:  8575 (0.147) ; 19546 (0.115) ; 47513 (0.107) ; 32105 (0.050) ; 84234 (0.048) ; 66594 (0.048) ; 6549 (0.036) ;  (0.026) ; 97908 (0.025) ; 90122 (0.022) ; 
1.7195809279356503e-18   T=1,K=4:  97115 (0.102) ; 35417 (0.092) ; nlsj104814 (0.052) ;  (0.049) ; 15893 (0.042) ; 90504 (0.029) ; 61265 (0.025) ; 115193 (0.024) ; 65295 (0.022) ; 5607 (0.022) ; 
0.0001073975021449711   T=1,K=5:  40083 (0.090) ; 116416 (0.061) ; 84034 (0.054) ; 79983 (0.051) ; nlsj87789 (0.041) ; 24084 (0.036) ; 73672 (0.034) ; 1564 (0.032) ; 2018 (0.030) ; 110012 (0.030) ; 
4.0835732328826496e-10   T=1,K=6:  34219 (0.047) ; 112769 (0.040) ; 76530 (0.038) ; 92384 (0.036) ; 22209 (0.035) ; 49817 (0.032) ; 91041 (0.030) ; nlsj2087 (0.026) ; nlsj80958 (0.024) ; 74378 (0.023) ; 
0.0001429275411040736   T=1,K=7:  102930 (0.062) ; 96662 (0.058) ; 45996 (0.046) ; 97786 (0.046) ; 63772 (0.043) ; 31192 (0.041) ; 33160 (0.040) ; nlsj54945 (0.025) ; 115193 (0.024) ; 112703 (0.019) ; 
0.999749536352466   T=1,K=8:  71308 (0.097) ; 61791 (0.058) ; 68641 (0.052) ; 104504 (0.039) ;  (0.037) ; 65552 (0.036) ; 109757 (0.026) ; 51863 (0.022) ; 98894 (0.022) ; nlsj6671 (0.021) ; 
1.3106312277409584e-08   T=1,K=9:  112720 (0.086) ; 45996 (0.081) ; 73672 (0.061) ; 66594 (0.053) ; 8860 (0.052) ; 7618 (0.039) ; 105550 (0.033) ; 101445 (0.030) ; 36653 (0.026) ; 19735 (0.024) ; 

Time=2  
0.03377600729140728   T=2,K=0:  nlsj2558 (0.027) ; 58429 (0.026) ; 106974 (0.026) ; 42648 (0.025) ; 46123 (0.024) ; 72322 (0.022) ; 104421 (0.022) ; nlsj59172 (0.022) ; 28569 (0.020) ; 65552 (0.020) ; 
3.501642670326167e-12   T=2,K=1:  15038 (0.098) ; nlsj33192 (0.056) ; 80891 (0.054) ; 73277 (0.048) ; 100957 (0.045) ; 22100 (0.043) ; 72321 (0.038) ; 35417 (0.029) ; 93471 (0.029) ; 98914 (0.028) ; 
1.195407471689199e-09   T=2,K=2:  97108 (0.052) ; 19972 (0.035) ; 57165 (0.033) ; 30866 (0.028) ; 76530 (0.028) ; 21872 (0.025) ; 39299 (0.024) ; 16430 (0.023) ; 66173 (0.023) ; 97048 (0.022) ; 
7.494172513425972e-15   T=2,K=3:  47513 (0.142) ; 19546 (0.096) ; 8575 (0.072) ; 6549 (0.057) ; 32105 (0.045) ; 66594 (0.042) ; 84234 (0.041) ; 90122 (0.024) ; 76588 (0.023) ; 65552 (0.021) ; 
3.1620460451078145e-16   T=2,K=4:  97115 (0.105) ; nlsj104814 (0.075) ; 35417 (0.047) ; 15893 (0.045) ;  (0.041) ; 90504 (0.028) ; 65295 (0.027) ; 84234 (0.027) ; 110727 (0.026) ; 61265 (0.026) ; 
0.006058906658036215   T=2,K=5:  40083 (0.056) ; 84034 (0.045) ; 24084 (0.043) ; 1564 (0.040) ; 79983 (0.038) ; 20836 (0.035) ; 116416 (0.031) ; 12485 (0.031) ; 73672 (0.031) ; 38901 (0.028) ; 
3.929858366895615e-09   T=2,K=6:  22209 (0.048) ; 76530 (0.046) ; 91041 (0.035) ; 106267 (0.035) ; 112769 (0.033) ; 34219 (0.032) ; 79983 (0.029) ; nlsj80958 (0.025) ; 49817 (0.024) ; 63845 (0.024) ; 
0.4403023591347256   T=2,K=7:  102930 (0.060) ; 63772 (0.057) ; 96662 (0.055) ; nlsj54945 (0.049) ; 97786 (0.048) ; 31192 (0.033) ; 33160 (0.030) ; 19722 (0.028) ; 45996 (0.024) ; 85306 (0.022) ; 
0.5198514618470961   T=2,K=8:  68641 (0.063) ; 71308 (0.058) ;  (0.038) ; 61791 (0.037) ; 65552 (0.036) ; 61542 (0.031) ; nlsj6671 (0.025) ; 104504 (0.024) ; 109757 (0.023) ; 4456 (0.023) ; 
1.1259939959559349e-05   T=2,K=9:  45996 (0.095) ; 112720 (0.091) ; 66594 (0.060) ; 73672 (0.050) ; 101445 (0.046) ; 8860 (0.035) ; 109013 (0.033) ; 19735 (0.032) ; 36653 (0.031) ; 105550 (0.029) ; 

Time=3  
0.039698667787544946   T=3,K=0:  nlsj2558 (0.037) ; 42648 (0.034) ; 72322 (0.029) ; nlsj59172 (0.025) ; 58429 (0.022) ; 110722 (0.020) ; 105829 (0.019) ; 46123 (0.017) ; 24619 (0.017) ; nlsj61372 (0.016) ; 
2.551122941424542e-09   T=3,K=1:  15038 (0.066) ; nlsj33192 (0.058) ; 72321 (0.048) ; 100957 (0.043) ; 35417 (0.034) ; 73277 (0.034) ; 61791 (0.032) ; 98914 (0.025) ; 80891 (0.024) ; 22100 (0.023) ; 
6.772796965389627e-07   T=3,K=2:  21872 (0.059) ; 39299 (0.049) ; 97108 (0.034) ; 19972 (0.030) ; 16430 (0.027) ; 76530 (0.024) ; 30866 (0.022) ; nlsj32160 (0.021) ; 85306 (0.021) ; 102000 (0.020) ; 
1.1232411182422703e-09   T=3,K=3:  19546 (0.111) ; 47513 (0.077) ; 6549 (0.073) ; 32105 (0.064) ; 8575 (0.051) ; 84234 (0.030) ; 76588 (0.029) ; 90122 (0.024) ;  (0.024) ; 66594 (0.023) ; 
9.53413771540237e-10   T=3,K=4:  nlsj104814 (0.123) ; 97115 (0.093) ; 110722 (0.043) ; 35417 (0.038) ; 84234 (0.032) ;  (0.031) ; 15893 (0.028) ; 65295 (0.027) ; 90504 (0.026) ; 110400 (0.026) ; 
0.8734284490796622   T=3,K=5:  84034 (0.049) ; 1564 (0.047) ; 20836 (0.043) ; 40083 (0.041) ; 73672 (0.037) ; 24084 (0.034) ; nlsj87789 (0.031) ; 75636 (0.028) ; 103440 (0.027) ; 12485 (0.025) ; 
6.951206906862565e-08   T=3,K=6:  22209 (0.082) ; 112769 (0.046) ; 91041 (0.041) ; nlsj5627 (0.039) ; 106267 (0.035) ; 29698 (0.030) ; 76530 (0.028) ; nlsj80958 (0.026) ; 92384 (0.023) ; 63845 (0.023) ; 
2.331851749537716e-06   T=3,K=7:  96662 (0.060) ; 31192 (0.041) ; 45996 (0.041) ; nlsj54945 (0.036) ; 19722 (0.036) ; 63772 (0.034) ; 22209 (0.030) ; 102930 (0.025) ; 33160 (0.020) ; 85306 (0.020) ; 
0.08616086380656277   T=3,K=8:  71308 (0.063) ; 68641 (0.055) ; 65552 (0.043) ; 61791 (0.040) ; 21872 (0.029) ;  (0.028) ; nlsj6671 (0.026) ; 104504 (0.025) ; 4456 (0.023) ; nlsj89132 (0.021) ; 
0.000708936054937089   T=3,K=9:  45996 (0.107) ; 112720 (0.088) ; 66594 (0.056) ; 94741 (0.043) ; 73672 (0.040) ; 19735 (0.034) ; 101445 (0.034) ; 109013 (0.031) ; 105550 (0.028) ; 8860 (0.026) ; 

Time=4  
0.38364793536268904   T=4,K=0:  42648 (0.028) ; 110722 (0.027) ; nlsj2558 (0.027) ; nlsj61372 (0.026) ; 72322 (0.026) ; 46123 (0.021) ; nlsj59172 (0.020) ; 63845 (0.020) ; 51259 (0.019) ; 24619 (0.017) ; 
0.10750268110265833   T=4,K=1:  15038 (0.074) ; 73277 (0.037) ; 100957 (0.034) ; 61791 (0.033) ; nlsj33192 (0.032) ; 72321 (0.030) ; 22209 (0.029) ; 98914 (0.029) ; 35417 (0.028) ; 80891 (0.022) ; 
0.09011801611979244   T=4,K=2:  39299 (0.080) ; 21872 (0.052) ; nlsj32160 (0.031) ; 85306 (0.029) ; 16430 (0.028) ; 19972 (0.024) ; 30866 (0.023) ; 97108 (0.022) ; 26408 (0.022) ; 76530 (0.022) ; 
1.4774130390521818e-10   T=4,K=3:  19546 (0.092) ; 32105 (0.062) ; 47513 (0.057) ; 6549 (0.054) ; 8575 (0.049) ; 84234 (0.046) ; 66594 (0.032) ; 76588 (0.030) ; 98914 (0.028) ; 90122 (0.026) ; 
0.06071578061902169   T=4,K=4:  nlsj104814 (0.152) ; 97115 (0.103) ;  (0.037) ; 65295 (0.036) ; 64866 (0.031) ; 35417 (0.028) ; 110400 (0.027) ; 110722 (0.027) ; 90504 (0.026) ; 15893 (0.025) ; 
0.1904559032565572   T=4,K=5:  20836 (0.041) ; 2764 (0.040) ; 40083 (0.039) ; 84034 (0.037) ; 75636 (0.034) ; 1564 (0.034) ; 79983 (0.032) ; 73672 (0.029) ; 103440 (0.027) ; nlsj87789 (0.025) ; 
0.00027088372950593355   T=4,K=6:  112769 (0.059) ; 22209 (0.051) ; 106267 (0.039) ; 49817 (0.035) ; nlsj5627 (0.030) ; 64598 (0.029) ; 76530 (0.027) ; 91041 (0.027) ; 64836 (0.023) ; 42827 (0.023) ; 
0.0025144341318567285   T=4,K=7:  96662 (0.061) ; 19722 (0.040) ; 31192 (0.039) ; 102930 (0.035) ; 45996 (0.029) ; 63772 (0.027) ; 22209 (0.024) ; nlsj54945 (0.023) ; 112703 (0.019) ; 34270 (0.018) ; 
0.12847793970613952   T=4,K=8:  68641 (0.077) ; 71308 (0.047) ; 65552 (0.030) ;  (0.028) ; 109757 (0.028) ; nlsj6671 (0.026) ; nlsj89132 (0.024) ; 21872 (0.024) ; 63772 (0.023) ; 76910 (0.022) ; 
0.036296425824037866   T=4,K=9:  112720 (0.106) ; 45996 (0.089) ; 66594 (0.049) ; 73672 (0.049) ; 19735 (0.034) ; 101445 (0.034) ; 105550 (0.033) ; 94741 (0.032) ; 61791 (0.029) ; 36653 (0.022) ; 

Time=5  
0.27910010358610177   T=5,K=0:  nlsj2558 (0.046) ; 110722 (0.040) ; nlsj61372 (0.026) ; 42648 (0.026) ; 72322 (0.025) ; nlsj59172 (0.021) ; 65552 (0.020) ; 102000 (0.019) ; 58429 (0.019) ; 46123 (0.017) ; 
0.0037677207181436214   T=5,K=1:  61791 (0.060) ; 15038 (0.054) ; nlsj33192 (0.043) ; 22209 (0.034) ; 100957 (0.029) ; 35417 (0.028) ; 8909 (0.027) ; 80891 (0.025) ; 110639 (0.025) ; 73277 (0.025) ; 
0.03179895339420194   T=5,K=2:  39299 (0.085) ; 21872 (0.066) ; nlsj32160 (0.044) ; 85306 (0.030) ; 16430 (0.025) ; 109871 (0.023) ; 76530 (0.022) ; 30866 (0.019) ; 57165 (0.019) ; 97108 (0.019) ; 
2.2348459814299863e-09   T=5,K=3:  32105 (0.068) ; 19546 (0.067) ; 47513 (0.053) ; 84234 (0.052) ; 8575 (0.038) ; 6549 (0.037) ; 76588 (0.036) ;  (0.032) ; 66594 (0.032) ; 98914 (0.026) ; 
0.015329245431613247   T=5,K=4:  nlsj104814 (0.178) ; 97115 (0.115) ; 64866 (0.044) ;  (0.034) ; 110400 (0.029) ; 65295 (0.027) ; 35417 (0.025) ; 84234 (0.024) ; 110722 (0.023) ; 90504 (0.022) ; 
0.0007733928255671955   T=5,K=5:  1564 (0.055) ; 40083 (0.046) ; 37720 (0.039) ; 84034 (0.038) ; 2764 (0.032) ; nlsj87789 (0.032) ; 75595 (0.031) ; 20836 (0.031) ; 2018 (0.029) ; 103440 (0.026) ; 
0.005054415807055453   T=5,K=6:  112769 (0.051) ; 49817 (0.044) ; 64598 (0.038) ; nlsj80958 (0.034) ; 91041 (0.034) ; 22209 (0.032) ; 92384 (0.030) ; 64836 (0.028) ; 79983 (0.027) ; 106267 (0.025) ; 
0.5508986693763581   T=5,K=7:  96662 (0.042) ; 102930 (0.038) ; 31192 (0.037) ; 19722 (0.035) ; 45996 (0.030) ; 63772 (0.029) ; 33160 (0.020) ; 34270 (0.020) ; 72254 (0.019) ; 61791 (0.019) ; 
0.026166327205961508   T=5,K=8:  68641 (0.060) ; 71308 (0.041) ; 63772 (0.038) ; 61791 (0.030) ; nlsj6671 (0.029) ;  (0.029) ; 21872 (0.025) ; nlsj89132 (0.024) ; 76910 (0.021) ; 4474 (0.020) ; 
0.08711116942015118   T=5,K=9:  45996 (0.083) ; 112720 (0.082) ; 105550 (0.059) ; 73672 (0.040) ; 94741 (0.039) ; 19735 (0.035) ; 101445 (0.032) ; 61791 (0.032) ; 66594 (0.029) ;  (0.020) ; 

Time=6  
5.803379282645365e-07   T=6,K=0:  nlsj2558 (0.048) ; 110722 (0.030) ; nlsj61372 (0.026) ; 28569 (0.023) ; 58429 (0.022) ; 42648 (0.021) ; 45996 (0.020) ; 46123 (0.018) ; nlsj59172 (0.018) ; 76516 (0.016) ; 
1.3097926779061502e-05   T=6,K=1:  61791 (0.093) ; 15038 (0.036) ; nlsj33192 (0.030) ; 110639 (0.030) ; 98914 (0.026) ; 35417 (0.026) ; 100957 (0.024) ; 93471 (0.024) ; 22100 (0.023) ; 80891 (0.021) ; 
4.5918728843608056e-05   T=6,K=2:  39299 (0.055) ; 21872 (0.054) ; 85306 (0.049) ; nlsj32160 (0.039) ; 16430 (0.031) ; 109871 (0.028) ; 260 (0.028) ; 64866 (0.023) ; 66173 (0.022) ; 73064 (0.020) ; 
8.963141978968284e-09   T=6,K=3:  32105 (0.093) ; 84234 (0.052) ; 47513 (0.051) ; 19546 (0.047) ; 8575 (0.046) ;  (0.037) ; 76588 (0.037) ; 66594 (0.033) ; 6549 (0.026) ; 103975 (0.025) ; 
0.0019345148350852787   T=6,K=4:  nlsj104814 (0.174) ; 97115 (0.092) ; 64866 (0.044) ; 84234 (0.038) ; 35417 (0.038) ; 110400 (0.038) ;  (0.035) ; 110722 (0.020) ; 80327 (0.019) ; 110727 (0.018) ; 
3.504407818906069e-05   T=6,K=5:  1564 (0.071) ; 40083 (0.052) ; 37720 (0.048) ; 84034 (0.041) ; 2018 (0.032) ; nlsj87789 (0.032) ; 103440 (0.028) ; 43206 (0.028) ; 2764 (0.026) ; 75636 (0.024) ; 
0.11177060067658387   T=6,K=6:  49817 (0.062) ; 112769 (0.047) ; 64598 (0.040) ; 106267 (0.039) ; 79983 (0.037) ; 92384 (0.033) ; nlsj80958 (0.033) ; 48676 (0.032) ; 91041 (0.032) ; 64836 (0.031) ; 
0.127303795693849   T=6,K=7:  31192 (0.079) ; 19722 (0.041) ; 102930 (0.033) ; 96662 (0.031) ; 61791 (0.026) ; 33160 (0.022) ; 45996 (0.021) ; 72254 (0.020) ; 85306 (0.019) ; 112703 (0.018) ; 
1.207040968933559e-07   T=6,K=8:  68641 (0.048) ; 63772 (0.041) ; nlsj89132 (0.034) ; 71308 (0.032) ;  (0.032) ; nlsj6671 (0.029) ; 93634 (0.027) ; 61791 (0.023) ; 109757 (0.019) ; nlsj30300 (0.019) ; 
0.758896318055503   T=6,K=9:  105550 (0.083) ; 45996 (0.080) ; 112720 (0.063) ; 94741 (0.057) ; 73672 (0.043) ; 19735 (0.037) ; 66594 (0.030) ; 61791 (0.028) ; 98234 (0.024) ; 101445 (0.023) ; 

Time=7  
0.06426381657972673   T=7,K=0:  110722 (0.045) ; nlsj2558 (0.035) ; 47917 (0.029) ; 42648 (0.024) ; 45996 (0.023) ; 102832 (0.019) ; 28569 (0.018) ; 104698 (0.018) ; 75152 (0.018) ; 41798 (0.018) ; 
0.0932295196626637   T=7,K=1:  61791 (0.045) ; 15038 (0.042) ; 35417 (0.034) ; 3630 (0.027) ; 22209 (0.025) ; 22100 (0.025) ; 5360 (0.023) ; 73277 (0.023) ; 93471 (0.022) ; 8909 (0.022) ; 
0.4203526947688257   T=7,K=2:  39299 (0.060) ; nlsj32160 (0.041) ; 85306 (0.035) ; 109871 (0.034) ; 21872 (0.029) ; 84494 (0.026) ; 57165 (0.026) ; 260 (0.025) ; 97048 (0.024) ; 64866 (0.021) ; 
0.013033023313640481   T=7,K=3:  84234 (0.052) ; 19546 (0.050) ; 47513 (0.048) ; 32105 (0.039) ; 103975 (0.037) ; 66594 (0.036) ;  (0.033) ; 8575 (0.032) ; 76588 (0.031) ; 6549 (0.029) ; 
0.06389488671177967   T=7,K=4:  nlsj104814 (0.118) ; 64866 (0.061) ; 84234 (0.059) ; 97115 (0.039) ; 35417 (0.032) ; 110400 (0.029) ;  (0.028) ; 15893 (0.027) ; 65295 (0.021) ; 61791 (0.019) ; 
