207 documents , 1 concepts , 985 context features (15281) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
1.5254816749105387e-06   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.03659441611225374   T=12,K=10:  82758 (0.065) ; 92105 (0.039) ; 49397 (0.037) ; 113388 (0.036) ; 11174 (0.035) ; 63772 (0.031) ; 6339 (0.029) ; nlsj71743 (0.028) ; 74126 (0.027) ; 13039 (0.025) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=10:  74126 (0.040) ; 63772 (0.036) ; nlsj82141 (0.033) ; 102676 (0.031) ; 55149 (0.031) ; 49397 (0.027) ; nlsj71743 (0.025) ; 13096 (0.024) ; 110114 (0.023) ; 463 (0.023) ; 

0.014395242531104007   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.0164607961198167   T=1,K=11:  112833 (0.074) ; 84234 (0.062) ; 115887 (0.042) ; 110734 (0.038) ; 63772 (0.037) ; 65975 (0.033) ; 3630 (0.027) ; 98875 (0.027) ; 72627 (0.025) ; 20621 (0.020) ; 
0.014013616057567799   T=2,K=11:  112833 (0.078) ; 115887 (0.055) ; 84234 (0.049) ; 63772 (0.036) ; 65975 (0.035) ; 110734 (0.027) ; nlsj39496 (0.026) ; 3630 (0.025) ; 57340 (0.025) ; 20621 (0.025) ; 
0.013737626674915867   T=3,K=11:  112833 (0.103) ; 115887 (0.067) ; 84234 (0.057) ; 65975 (0.036) ; 57340 (0.029) ; 3630 (0.025) ; 20621 (0.024) ; 47980 (0.023) ; nlsj39496 (0.023) ; 63772 (0.022) ; 
0.01787192972190944   T=4,K=11:  112833 (0.076) ; 115887 (0.064) ; 57340 (0.037) ; 15281 (0.033) ; 84234 (0.031) ; 20621 (0.026) ; 65975 (0.025) ; 103701 (0.022) ; nlsj39496 (0.022) ; 63772 (0.021) ; 
0.013496433368706819   T=5,K=11:  115887 (0.083) ; 112833 (0.055) ; 57340 (0.038) ; 62204 (0.034) ; 84234 (0.033) ; nlsj39496 (0.032) ; 65975 (0.031) ; 103701 (0.030) ; 47980 (0.030) ; 63772 (0.023) ; 
0.01913649697528906   T=6,K=11:  115887 (0.060) ; 112833 (0.042) ; 103701 (0.038) ; 57340 (0.037) ; 63772 (0.034) ; 65975 (0.030) ; nlsj39496 (0.029) ; 15281 (0.026) ; 62204 (0.024) ; 6339 (0.023) ; 
0.0193022702538537   T=7,K=11:  115887 (0.072) ; 103701 (0.047) ; 63772 (0.032) ; 112833 (0.032) ; 57340 (0.031) ; 62204 (0.025) ; 6339 (0.023) ; 66187 (0.023) ; 84234 (0.022) ; 65975 (0.019) ; 
0.019908266938341013   T=8,K=11:  115887 (0.116) ; 103701 (0.065) ; 63772 (0.040) ; 72627 (0.030) ; 20621 (0.026) ; 57340 (0.024) ; 6339 (0.021) ; 47980 (0.021) ; 112720 (0.017) ; 3630 (0.017) ; 
0.022990059736052067   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.019712094165820367   T=10,K=11:  115887 (0.091) ; 72627 (0.046) ; 103701 (0.041) ; 92094 (0.038) ; 3630 (0.031) ; 75475 (0.030) ; 112720 (0.028) ; 57340 (0.028) ; 6339 (0.026) ; 47980 (0.022) ; 
0.017636712759504   T=11,K=11:  115887 (0.076) ; 72627 (0.053) ; 103701 (0.049) ; 75475 (0.046) ; 6339 (0.034) ; 92094 (0.029) ; 57340 (0.028) ; 3630 (0.028) ; 47980 (0.027) ; 81774 (0.025) ; 
0.011610943884269016   T=12,K=11:  75475 (0.062) ; 103701 (0.059) ; 72627 (0.055) ; 57340 (0.041) ; 115887 (0.039) ; 47980 (0.032) ; 81774 (0.032) ; 3630 (0.028) ; 92094 (0.025) ; 6339 (0.025) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=11:  115887 (0.066) ; 112833 (0.047) ; 103701 (0.035) ; 84234 (0.033) ; 63772 (0.031) ; 57340 (0.029) ; 72627 (0.028) ; 3630 (0.022) ; 20621 (0.022) ; 47980 (0.022) ; 

0.001914869526343113   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.002021954885974726   T=1,K=12:  63772 (0.039) ; 52571 (0.035) ; 58066 (0.030) ; 76029 (0.028) ; 19546 (0.024) ; 84548 (0.023) ; 15281 (0.022) ; 93560 (0.021) ; 65313 (0.020) ; 73277 (0.020) ; 
0.002138756944092735   T=2,K=12:  63772 (0.041) ; 19546 (0.032) ; 15274 (0.032) ; 76029 (0.030) ; 52571 (0.027) ; 58066 (0.024) ; 73277 (0.022) ; 40748 (0.020) ; 84548 (0.020) ; 65313 (0.020) ; 
0.0020679759022305803   T=3,K=12:  63772 (0.035) ; 76029 (0.033) ; 65313 (0.030) ; 15274 (0.026) ; 58066 (0.025) ; 15047 (0.025) ; 52571 (0.022) ; 93560 (0.021) ; 110639 (0.020) ; 84548 (0.020) ; 
0.0021910436632024467   T=4,K=12:  58066 (0.045) ; 65313 (0.034) ; nlsj112815 (0.028) ; 76029 (0.027) ; 15047 (0.026) ; 63772 (0.026) ; 52571 (0.024) ; 15274 (0.024) ; 89366 (0.020) ; 31161 (0.019) ; 
0.002080660099136134   T=5,K=12:  15047 (0.046) ; 58066 (0.040) ; 48291 (0.025) ; nlsj112815 (0.024) ; 52571 (0.023) ; 31161 (0.023) ; 89366 (0.023) ; 63772 (0.021) ; 65313 (0.021) ; 110639 (0.018) ; 
0.0025601734315649468   T=6,K=12:  58066 (0.043) ; 89366 (0.030) ; 15047 (0.029) ; 63772 (0.024) ; 15281 (0.023) ; 65313 (0.020) ; 93560 (0.020) ; 48291 (0.019) ; 15274 (0.019) ; nlsj112815 (0.018) ; 
0.0028674447722936685   T=7,K=12:  58066 (0.046) ; 15281 (0.034) ; 63772 (0.027) ; 15047 (0.026) ; 65313 (0.025) ; 89366 (0.024) ; 76029 (0.022) ; 52571 (0.020) ; 48291 (0.020) ; 4548 (0.019) ; 
0.0025551553873010544   T=8,K=12:  15281 (0.050) ; 15047 (0.037) ; 58066 (0.036) ; 63772 (0.030) ; 102000 (0.025) ; 4548 (0.024) ; 110639 (0.022) ; 76029 (0.021) ; 48021 (0.019) ; 48291 (0.019) ; 
0.0033692686464735122   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.0023463657829417314   T=10,K=12:  15281 (0.061) ; 15047 (0.054) ; 110639 (0.037) ; 76029 (0.029) ; 15274 (0.028) ; 4548 (0.026) ; 58066 (0.022) ; 42267 (0.022) ; 102000 (0.022) ; 84234 (0.022) ; 
0.002015540835935588   T=11,K=12:  15047 (0.058) ; 15281 (0.041) ; 15274 (0.039) ; 110639 (0.039) ; 42267 (0.037) ; 4548 (0.028) ; 84234 (0.024) ; 76029 (0.023) ; 58066 (0.021) ; nlsj112815 (0.021) ; 
0.002317987079349255   T=12,K=12:  15274 (0.058) ; 42267 (0.057) ; 110639 (0.045) ; 15281 (0.041) ; 15047 (0.029) ; 72610 (0.027) ; 4548 (0.025) ; 84234 (0.019) ; 58066 (0.019) ; nlsj112815 (0.018) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=12:  58066 (0.031) ; 15047 (0.030) ; 15281 (0.029) ; 63772 (0.025) ; 15274 (0.025) ; 76029 (0.024) ; 110639 (0.023) ; 65313 (0.021) ; 52571 (0.018) ; 42267 (0.018) ; 

0.1806635434237691   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.1586365435116295   T=1,K=13:  63772 (0.049) ; 61791 (0.048) ; 76703 (0.044) ; 74378 (0.039) ; 111537 (0.036) ; nlsj96033 (0.032) ; 67868 (0.029) ; 3261 (0.029) ; 46712 (0.028) ; 55139 (0.023) ; 
0.16800948999734058   T=2,K=13:  63772 (0.068) ; 46712 (0.039) ; 61791 (0.035) ; nlsj96033 (0.032) ; 84234 (0.030) ; 76703 (0.027) ; 67868 (0.027) ; 3261 (0.026) ; 111537 (0.025) ; 15133 (0.024) ; 
0.18282817357147368   T=3,K=13:  63772 (0.068) ; 46712 (0.040) ; 84234 (0.039) ; 67868 (0.027) ; 61791 (0.025) ; 66295 (0.024) ; 111537 (0.023) ; nlsj96033 (0.022) ; 15133 (0.022) ; 76703 (0.020) ; 
0.1858316645304646   T=4,K=13:  84234 (0.049) ; 63772 (0.041) ; 46712 (0.040) ; 19775 (0.035) ; nlsj96033 (0.025) ; 15133 (0.021) ; 67868 (0.021) ; 6227 (0.019) ; 65552 (0.019) ; 66295 (0.019) ; 
0.20915817638570505   T=5,K=13:  19775 (0.039) ; 46712 (0.038) ; 84234 (0.036) ; 15133 (0.030) ; 67868 (0.030) ; 63772 (0.029) ; nlsj96033 (0.024) ; 15047 (0.021) ; 65552 (0.020) ; 110639 (0.018) ; 
0.2084207925997031   T=6,K=13:  63772 (0.041) ; 46712 (0.040) ; 84234 (0.036) ; 15133 (0.029) ; 19775 (0.027) ; 66295 (0.022) ; 110639 (0.022) ; 28566 (0.021) ; 15047 (0.021) ; 6227 (0.020) ; 
0.1812497379043776   T=7,K=13:  84234 (0.042) ; 63772 (0.041) ; 19775 (0.040) ; 66295 (0.033) ; 15281 (0.026) ; 46712 (0.022) ; 6227 (0.021) ; 61791 (0.020) ; 110639 (0.019) ; 15047 (0.019) ; 
0.2063363639650825   T=8,K=13:  63772 (0.055) ; 84234 (0.054) ; 66295 (0.035) ; 6227 (0.026) ; 15281 (0.024) ; 46712 (0.022) ; 110639 (0.020) ; 15047 (0.019) ; 61791 (0.019) ; 19775 (0.018) ; 
0.18138616462480173   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.16259706683459443   T=10,K=13:  63772 (0.107) ; 84234 (0.038) ; 15281 (0.033) ; 66295 (0.029) ; 15047 (0.027) ; 80505 (0.025) ; 19775 (0.022) ; 46712 (0.019) ; 61791 (0.017) ; 15133 (0.017) ; 
0.1939186860208823   T=11,K=13:  63772 (0.158) ; 15281 (0.039) ; 84234 (0.035) ; 19775 (0.021) ; 80505 (0.021) ; 66295 (0.020) ; 55139 (0.018) ; 61791 (0.017) ; 15047 (0.015) ; 33607 (0.015) ; 
0.20659219374407875   T=12,K=13:  63772 (0.199) ; 84234 (0.039) ; 80505 (0.029) ; 15281 (0.026) ; 55139 (0.023) ; 61791 (0.021) ; 19775 (0.019) ; 28566 (0.017) ; 66295 (0.017) ; 99647 (0.015) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=13:  63772 (0.075) ; 84234 (0.039) ; 46712 (0.028) ; 61791 (0.025) ; 66295 (0.025) ; 19775 (0.024) ; 15133 (0.019) ; 15281 (0.019) ; 67868 (0.019) ; nlsj96033 (0.018) ; 

0.010730570079056206   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 
0.009458667753923003   T=1,K=14:  nlsj5576 (0.064) ; 24394 (0.052) ; 62204 (0.050) ; 43206 (0.038) ; 27847 (0.031) ; 102000 (0.024) ; 92783 (0.019) ; 45996 (0.019) ; 37776 (0.018) ; 35643 (0.016) ; 
0.013118560171900641   T=2,K=14:  nlsj5576 (0.058) ; 24394 (0.047) ; 62204 (0.040) ; 43206 (0.033) ; 102000 (0.031) ; 27847 (0.028) ; 45996 (0.024) ; 92783 (0.022) ; 35643 (0.020) ; 26196 (0.020) ; 
0.013848082545695327   T=3,K=14:  62204 (0.062) ; 43206 (0.050) ; 45996 (0.030) ; nlsj5576 (0.028) ; 24394 (0.028) ; 92783 (0.027) ; 102000 (0.021) ; 27847 (0.019) ; 26196 (0.016) ; 28569 (0.015) ; 
0.013953861383756733   T=4,K=14:  62204 (0.054) ; 43206 (0.037) ; 73064 (0.027) ; 92783 (0.024) ; nlsj5576 (0.022) ; 45996 (0.022) ; 24394 (0.020) ; 27847 (0.018) ; 28569 (0.017) ; 102000 (0.016) ; 
0.011433047213333117   T=5,K=14:  62204 (0.048) ; 92783 (0.030) ; 43206 (0.029) ; 45996 (0.029) ; 27847 (0.022) ; 43357 (0.018) ; 103012 (0.016) ; 88094 (0.015) ; 28569 (0.015) ; 73748 (0.015) ; 
0.014065799151166975   T=6,K=14:  29809 (0.029) ; 27847 (0.027) ; 43206 (0.025) ; 62204 (0.024) ; 45996 (0.019) ; 43309 (0.019) ; 43357 (0.019) ; 102000 (0.018) ; 92783 (0.017) ; 24394 (0.017) ; 
0.014763197811782256   T=7,K=14:  29809 (0.037) ; 62204 (0.035) ; 28569 (0.024) ; 27847 (0.021) ; 43357 (0.019) ; 24394 (0.018) ; 48535 (0.017) ; 102000 (0.016) ; 110734 (0.015) ; 45996 (0.015) ; 
0.010669200460601212   T=8,K=14:  29809 (0.030) ; 43357 (0.021) ; 52571 (0.019) ; 28569 (0.018) ; 52035 (0.018) ; 48535 (0.017) ; 45996 (0.016) ; 62204 (0.016) ; 102000 (0.016) ; 22209 (0.016) ; 
0.011072174465067555   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 
0.009105285872617531   T=10,K=14:  22209 (0.029) ; 29809 (0.027) ; nlsj33345 (0.026) ; 110734 (0.018) ; 52035 (0.018) ; 43357 (0.018) ; 62204 (0.017) ; 45996 (0.016) ; 52571 (0.015) ; 103012 (0.015) ; 
0.011063479433987944   T=11,K=14:  nlsj33345 (0.024) ; 22209 (0.024) ; 110734 (0.022) ; 62204 (0.021) ; 13096 (0.020) ; 45996 (0.020) ; 52571 (0.020) ; 29809 (0.018) ; 29805 (0.017) ; 88094 (0.016) ; 
0.009261588882941648   T=12,K=14:  48504 (0.031) ; nlsj33345 (0.030) ; 52571 (0.030) ; 22209 (0.026) ; 88094 (0.022) ; 45996 (0.021) ; 110734 (0.020) ; 62204 (0.019) ; 43206 (0.019) ; 13096 (0.018) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=14:  62204 (0.034) ; 43206 (0.026) ; nlsj5576 (0.024) ; 24394 (0.022) ; 45996 (0.021) ; 29809 (0.019) ; 27847 (0.018) ; 92783 (0.017) ; 102000 (0.017) ; 22209 (0.015) ; 

0.018853389283230375   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.01624614363375416   T=1,K=0:  nlsj61372 (0.078) ; 92783 (0.026) ; 115887 (0.025) ; 49780 (0.024) ; 90504 (0.024) ; 19412 (0.023) ; 15281 (0.023) ; 114684 (0.023) ; 15274 (0.022) ; 112832 (0.019) ; 
0.012063364784587763   T=2,K=0:  nlsj61372 (0.086) ; 92783 (0.038) ; 114684 (0.030) ; 112832 (0.021) ; 15274 (0.021) ; 65975 (0.019) ; 49780 (0.018) ; 15281 (0.018) ; 75595 (0.018) ; 63772 (0.015) ; 
0.015874692202919205   T=3,K=0:  nlsj61372 (0.053) ; 92783 (0.039) ; 49780 (0.024) ; 114684 (0.022) ; 65975 (0.021) ; 76570 (0.020) ; 15281 (0.019) ; 75595 (0.017) ; 112832 (0.017) ; 15274 (0.016) ; 
0.011664079129295775   T=4,K=0:  nlsj61372 (0.061) ; 92783 (0.049) ; 15281 (0.026) ; 76570 (0.019) ; 32544 (0.018) ; 114684 (0.018) ; 59098 (0.016) ; 49780 (0.016) ; 75595 (0.016) ; 12829 (0.015) ; 
0.011591521874612102   T=5,K=0:  nlsj61372 (0.102) ; 92783 (0.051) ; 15281 (0.030) ; 76570 (0.019) ; 65975 (0.015) ; 12829 (0.015) ; 60209 (0.014) ; 115887 (0.014) ; 114684 (0.013) ; 90122 (0.013) ; 
0.009967382463922337   T=6,K=0:  nlsj61372 (0.068) ; 92783 (0.050) ; 15281 (0.024) ; 21802 (0.023) ; 12829 (0.019) ; 115887 (0.018) ; 60209 (0.017) ; 110598 (0.016) ; 15274 (0.014) ; 65975 (0.014) ; 
0.010249716524981294   T=7,K=0:  nlsj61372 (0.050) ; 115887 (0.025) ; 92783 (0.022) ; 21802 (0.021) ; 15281 (0.018) ; 15274 (0.018) ; 110598 (0.016) ; 75595 (0.015) ; 76570 (0.015) ; 28906 (0.014) ; 
0.00804036111109047   T=8,K=0:  nlsj61372 (0.041) ; 15274 (0.034) ; 115887 (0.023) ; 75595 (0.021) ; 92783 (0.018) ; 21802 (0.017) ; 30921 (0.014) ; 112832 (0.014) ; 60209 (0.014) ; 30040 (0.014) ; 
0.00833669553665096   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.009243564055118851   T=10,K=0:  nlsj61372 (0.055) ; 75595 (0.031) ; 115887 (0.028) ; 30040 (0.025) ; 59098 (0.019) ; 74602 (0.019) ; 14023 (0.018) ; 15274 (0.018) ; 30921 (0.018) ; 49780 (0.016) ; 
0.009052404694487929   T=11,K=0:  75595 (0.044) ; nlsj61372 (0.044) ; 14023 (0.027) ; 115887 (0.026) ; 74621 (0.021) ; 89376 (0.021) ; 74602 (0.021) ; 30040 (0.020) ; 48535 (0.020) ; 15281 (0.019) ; 
0.007016717177517411   T=12,K=0:  74621 (0.043) ; nlsj61372 (0.037) ; 115887 (0.034) ; 75595 (0.032) ; 30040 (0.026) ; 15274 (0.024) ; 83797 (0.021) ; 19563 (0.019) ; 14023 (0.018) ; 59098 (0.018) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  nlsj61372 (0.064) ; 92783 (0.028) ; 115887 (0.022) ; 75595 (0.021) ; 15274 (0.020) ; 15281 (0.019) ; 49780 (0.015) ; 65975 (0.014) ; 14023 (0.014) ; 112832 (0.013) ; 

0.00055013134247688   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.0004994918078843596   T=1,K=1:  48479 (0.081) ; 115887 (0.039) ; 114413 (0.028) ; 73277 (0.026) ; 31945 (0.026) ; 24340 (0.022) ; 102000 (0.021) ; 34855 (0.021) ; 90504 (0.020) ; 14181 (0.019) ; 
0.0005778495778168384   T=2,K=1:  48479 (0.040) ; 115887 (0.038) ; 14181 (0.026) ; 114413 (0.025) ; 102096 (0.022) ; 24340 (0.022) ; 102000 (0.021) ; 73277 (0.020) ; 31945 (0.020) ; 48291 (0.019) ; 
0.0007510125837767534   T=3,K=1:  14181 (0.055) ; 48479 (0.031) ; 102000 (0.026) ; 115887 (0.026) ; 73277 (0.022) ; 101538 (0.019) ; 66494 (0.019) ; 102436 (0.018) ; 24340 (0.018) ; 114413 (0.016) ; 
0.0007643666139910439   T=4,K=1:  115887 (0.046) ; 14181 (0.036) ; 48479 (0.030) ; 101538 (0.025) ; 102000 (0.024) ; 73277 (0.022) ; 24340 (0.020) ; 59660 (0.018) ; 34855 (0.017) ; nlsj61372 (0.016) ; 
0.0008591777913051251   T=5,K=1:  14181 (0.079) ; 48479 (0.030) ; 115887 (0.024) ; 102000 (0.022) ; 62204 (0.021) ; 114413 (0.021) ; 42214 (0.020) ; 101538 (0.019) ; 66494 (0.018) ; 73277 (0.018) ; 
0.0011263240090395507   T=6,K=1:  14181 (0.044) ; 48479 (0.033) ; 115887 (0.032) ; 42214 (0.026) ; 24350 (0.025) ; nlsj61372 (0.022) ; 102000 (0.022) ; 65295 (0.019) ; 30078 (0.018) ; 66494 (0.018) ; 
0.0017062828446718803   T=7,K=1:  14181 (0.044) ; 48479 (0.040) ; 42214 (0.031) ; 31945 (0.021) ; 101538 (0.020) ; 65295 (0.020) ; 115887 (0.020) ; 24350 (0.020) ; 30078 (0.019) ; 102000 (0.017) ; 
0.0015749492021463949   T=8,K=1:  14181 (0.047) ; 62204 (0.029) ; 48479 (0.025) ; 73277 (0.024) ; 56723 (0.023) ; 42214 (0.022) ; 11106 (0.021) ; 115887 (0.020) ; 59660 (0.020) ; 30078 (0.019) ; 
0.0016716957119550084   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.0022637946532283754   T=10,K=1:  14181 (0.050) ; 115887 (0.035) ; 42214 (0.031) ; 48479 (0.025) ; 59660 (0.025) ; 62204 (0.024) ; 56723 (0.022) ; 30078 (0.020) ; nlsj61372 (0.019) ; 21920 (0.019) ; 
0.003316140558874076   T=11,K=1:  14181 (0.037) ; 115887 (0.034) ; 59660 (0.033) ; 62204 (0.032) ; 48479 (0.030) ; 42214 (0.028) ; 56723 (0.028) ; 66494 (0.026) ; 21920 (0.025) ; 31945 (0.022) ; 
0.0036069098059518774   T=12,K=1:  59660 (0.050) ; 48479 (0.045) ; 66494 (0.040) ; 115887 (0.040) ; 42214 (0.033) ; 56723 (0.030) ; 14181 (0.029) ; 21920 (0.022) ; 62204 (0.020) ; 31945 (0.020) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  14181 (0.041) ; 48479 (0.040) ; 115887 (0.032) ; 42214 (0.021) ; 59660 (0.019) ; 73277 (0.019) ; 31945 (0.018) ; 62204 (0.018) ; 66494 (0.018) ; 30078 (0.017) ; 

0.09778238644355812   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.10619142046192787   T=1,K=2:  46425 (0.047) ; 52571 (0.041) ; 22209 (0.031) ; 11144 (0.029) ; 114684 (0.028) ; 29974 (0.027) ; 63724 (0.023) ; 26447 (0.022) ; 63772 (0.021) ; 100589 (0.020) ; 
0.10505406219093705   T=2,K=2:  52571 (0.031) ; 22209 (0.030) ; 115887 (0.030) ; 46425 (0.029) ; 11144 (0.026) ; 63724 (0.025) ; 75954 (0.024) ; 76570 (0.023) ; 29974 (0.022) ; 69292 (0.020) ; 
0.12211539311049562   T=3,K=2:  46425 (0.039) ; 52571 (0.036) ; 115887 (0.033) ; 76570 (0.033) ; 63724 (0.032) ; 75954 (0.025) ; 22209 (0.022) ; 69292 (0.021) ; 11144 (0.020) ; 29974 (0.016) ; 
0.09449453672955098   T=4,K=2:  46425 (0.047) ; 75954 (0.034) ; 115887 (0.034) ; 22209 (0.027) ; 52571 (0.026) ; 63724 (0.022) ; 76570 (0.020) ; 29974 (0.019) ; 114684 (0.018) ; 69292 (0.015) ; 
0.10989135608686645   T=5,K=2:  115887 (0.040) ; 75954 (0.031) ; 46425 (0.028) ; 70922 (0.026) ; 63724 (0.023) ; 29974 (0.023) ; 52571 (0.023) ; 22209 (0.019) ; 76570 (0.016) ; 69292 (0.015) ; 
0.08396191626131154   T=6,K=2:  115887 (0.036) ; 52571 (0.028) ; 46425 (0.026) ; 63772 (0.025) ; 22209 (0.022) ; 70922 (0.019) ; 63724 (0.017) ; 29974 (0.017) ; 112070 (0.016) ; 100589 (0.014) ; 
0.07917667225326812   T=7,K=2:  115887 (0.047) ; 63772 (0.032) ; 52571 (0.031) ; 46425 (0.029) ; 70922 (0.025) ; 63724 (0.021) ; 77613 (0.016) ; 1564 (0.014) ; 100589 (0.013) ; 15047 (0.013) ; 
0.05522236253325195   T=8,K=2:  115887 (0.037) ; 63772 (0.032) ; 52571 (0.023) ; 77613 (0.021) ; 15047 (0.020) ; 63724 (0.020) ; 70922 (0.018) ; 1564 (0.018) ; 91349 (0.015) ; 46425 (0.015) ; 
0.04638751617686216   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.048750663094536746   T=10,K=2:  63772 (0.037) ; 115887 (0.023) ; 52571 (0.022) ; 63724 (0.022) ; 25733 (0.021) ; 77613 (0.021) ; 70922 (0.020) ; 115055 (0.020) ; 1564 (0.019) ; 29974 (0.017) ; 
0.07516438687625927   T=11,K=2:  63772 (0.048) ; 52571 (0.038) ; 115887 (0.031) ; nlsj39496 (0.028) ; 91349 (0.027) ; 70922 (0.022) ; 115055 (0.018) ; 1564 (0.016) ; 24648 (0.016) ; 75954 (0.016) ; 
0.07605775157029485   T=12,K=2:  63772 (0.058) ; 52571 (0.042) ; 91349 (0.027) ; 115887 (0.025) ; 115055 (0.022) ; 25733 (0.021) ; 22209 (0.020) ; 24648 (0.019) ; nlsj39496 (0.018) ; 75954 (0.016) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  52571 (0.031) ; 115887 (0.029) ; 63772 (0.029) ; 46425 (0.025) ; 63724 (0.021) ; 22209 (0.019) ; 75954 (0.018) ; 70922 (0.018) ; 29974 (0.017) ; 114684 (0.015) ; 

0.0017610631874806384   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.0018787283488368985   T=1,K=3:  67014 (0.056) ; nlsj4677 (0.034) ; 76490 (0.033) ; 112833 (0.033) ; 97779 (0.032) ; 101739 (0.032) ; 74378 (0.031) ; 8575 (0.030) ; 110734 (0.024) ; 4845 (0.023) ; 
0.0017348711510213322   T=2,K=3:  74378 (0.051) ; 67014 (0.045) ; 112833 (0.036) ; 97779 (0.035) ; 76490 (0.031) ; 28139 (0.027) ; 64137 (0.026) ; 4845 (0.025) ; 8575 (0.025) ; 74735 (0.023) ; 
0.0020098169847209864   T=3,K=3:  74378 (0.061) ; 112833 (0.056) ; 64137 (0.039) ; 76490 (0.031) ; 97779 (0.026) ; 74126 (0.025) ; 28139 (0.024) ; 67014 (0.024) ; 110734 (0.023) ; 9014 (0.021) ; 
