42 documents , 1 concepts , 257 context features (14967) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 5, max_docs_per_slice 2000, start -335, end 200, times 27, dT 20, I 100


map[]

===============  per type  ===============
0.37765597685000024   T=0,K=0:  260 (0.059) ; 72627 (0.034) ; nlsj9034 (0.034) ; 100990 (0.029) ; 70413 (0.026) ; 11583 (0.021) ; 14967 (0.019) ; 79013 (0.019) ; 46568 (0.018) ; unknown (0.018) ; 
0.1411961845874913   T=19,K=3:  45321 (0.050) ; 109918 (0.036) ; 71542 (0.027) ; 45996 (0.026) ; 19972 (0.023) ; 31706 (0.019) ; 65552 (0.016) ; 102000 (0.016) ; 104698 (0.016) ; 24103 (0.015) ; 
0.10262325635909646   T=20,K=3:  45321 (0.037) ; 109918 (0.035) ; 71542 (0.033) ; 19972 (0.022) ; 31706 (0.019) ; 32518 (0.018) ; 105344 (0.018) ; 65468 (0.017) ; 81634 (0.016) ; 65552 (0.016) ; 
0.09406954033062975   T=21,K=3:  109918 (0.034) ; 71542 (0.033) ; 45321 (0.029) ; 65468 (0.027) ; 90922 (0.026) ; 31706 (0.026) ; 32518 (0.020) ; 26761 (0.015) ; 19972 (0.015) ; 24103 (0.015) ; 
0.0620295643933999   T=22,K=3:  45321 (0.033) ; 65468 (0.033) ; 90922 (0.025) ; 109918 (0.025) ; 71542 (0.024) ; 31706 (0.022) ; 44667 (0.019) ; 71882 (0.015) ; 24103 (0.015) ; 19972 (0.015) ; 
0.0354176504738643   T=23,K=3:  45321 (0.050) ; 65468 (0.031) ; 71542 (0.031) ; 90922 (0.025) ; 109918 (0.020) ; 79763 (0.020) ; 44667 (0.018) ; 102000 (0.018) ; 65552 (0.017) ; 24103 (0.017) ; 
0.08643497413380319   T=24,K=3:  45321 (0.057) ; 65468 (0.034) ; 71542 (0.031) ; 31706 (0.023) ; 102000 (0.019) ; 109902 (0.019) ; 90922 (0.017) ; 79763 (0.017) ; 19972 (0.016) ; 65552 (0.015) ; 
0.04572344514670894   T=25,K=3:  45321 (0.037) ; 65468 (0.027) ; 71542 (0.027) ; 90922 (0.024) ; 109902 (0.024) ; 31706 (0.020) ; 65552 (0.018) ; 55139 (0.017) ; 109918 (0.016) ; 102000 (0.015) ; 
0.07504266203307637   T=26,K=3:  109902 (0.037) ; 65468 (0.030) ; 45321 (0.024) ; 75552 (0.023) ; 71542 (0.021) ; 65552 (0.020) ; 90922 (0.018) ; 3398 (0.016) ; nlsj183 (0.016) ; nlsj2729 (0.016) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  37212 (0.023) ; 105344 (0.019) ; 109918 (0.019) ; 71542 (0.018) ; 45321 (0.017) ; 79955 (0.017) ; 44667 (0.016) ; 45996 (0.015) ; 65552 (0.015) ; 65468 (0.014) ; 

0.05871324193241933   T=0,K=4:  102000 (0.050) ; 27148 (0.050) ; 46568 (0.038) ; 107349 (0.032) ; 42830 (0.024) ; 52093 (0.022) ; 62383 (0.020) ; 102841 (0.020) ; 90504 (0.020) ; 65552 (0.019) ; 
0.08467876946406314   T=1,K=4:  46568 (0.060) ; 27148 (0.050) ; 102000 (0.038) ; 42648 (0.021) ; 102841 (0.021) ; 52615 (0.020) ; 107349 (0.020) ; 65469 (0.017) ; 38466 (0.016) ; 90504 (0.016) ; 
0.09646489199776043   T=2,K=4:  46568 (0.045) ; 27148 (0.033) ; 102000 (0.027) ; 102841 (0.025) ; 52093 (0.017) ; 65469 (0.017) ; 48910 (0.017) ; 42648 (0.016) ; 107349 (0.015) ; 6325 (0.014) ; 
0.30233826460159735   T=3,K=4:  27847 (0.031) ; 46568 (0.030) ; 52093 (0.029) ; 102000 (0.024) ; 48910 (0.023) ; 27148 (0.020) ; 31236 (0.019) ; 35643 (0.017) ; 38466 (0.017) ; 38732 (0.017) ; 
0.23864698003828966   T=4,K=4:  46568 (0.041) ; 27847 (0.039) ; 102000 (0.029) ; 42648 (0.024) ; 35643 (0.020) ; 68641 (0.019) ; 44964 (0.019) ; 65552 (0.017) ; 38466 (0.016) ; 27148 (0.016) ; 
0.21014172238236936   T=5,K=4:  46568 (0.043) ; 27847 (0.039) ; 44964 (0.024) ; 31236 (0.023) ; 102000 (0.023) ; 35643 (0.019) ; 38466 (0.019) ; 65552 (0.018) ; 65517 (0.016) ; 42648 (0.016) ; 
0.26335761783456985   T=6,K=4:  46568 (0.062) ; 38466 (0.024) ; 35643 (0.023) ; 44964 (0.022) ; 65552 (0.022) ; 27847 (0.019) ; 31236 (0.018) ; 45996 (0.018) ; 65517 (0.016) ; 48910 (0.015) ; 
0.21985900003550465   T=7,K=4:  46568 (0.052) ; 38466 (0.037) ; 35643 (0.025) ; 27847 (0.021) ; 44964 (0.019) ; 65552 (0.017) ; 48910 (0.016) ; 113711 (0.016) ; 65517 (0.015) ; 23730 (0.014) ; 
0.15799176066693585   T=8,K=4:  46568 (0.035) ; 38466 (0.034) ; 27847 (0.028) ; 35643 (0.026) ; 44964 (0.020) ; 23730 (0.016) ; 48910 (0.016) ; 65552 (0.016) ; 45996 (0.015) ; 47617 (0.014) ; 
0.2667317520356329   T=9,K=4:  48910 (0.027) ; 113711 (0.023) ; 27847 (0.019) ; 46568 (0.019) ; 35643 (0.019) ; 44964 (0.018) ; 38466 (0.018) ; 65552 (0.018) ; 42648 (0.016) ; 45996 (0.015) ; 
0.27922340145099755   T=10,K=4:  35643 (0.028) ; 46568 (0.026) ; 52680 (0.023) ; 44964 (0.023) ; 27847 (0.020) ; 65552 (0.020) ; 38466 (0.019) ; 48910 (0.019) ; 42648 (0.018) ; 23730 (0.017) ; 
0.209840434315689   T=11,K=4:  35643 (0.026) ; 27847 (0.023) ; 48910 (0.021) ; 65552 (0.019) ; 46568 (0.019) ; 42648 (0.019) ; 52680 (0.019) ; 6325 (0.017) ; 104429 (0.016) ; 38466 (0.015) ; 
0.2672312579293796   T=12,K=4:  65552 (0.026) ; 46568 (0.022) ; 35643 (0.020) ; 27847 (0.019) ; 48910 (0.018) ; 104643 (0.017) ; 45996 (0.017) ; 6325 (0.017) ; 52680 (0.016) ; 38466 (0.015) ; 
0.31889156139983593   T=13,K=4:  46568 (0.040) ; 45996 (0.030) ; 65552 (0.020) ; 20885 (0.018) ; 27847 (0.017) ; 260 (0.017) ; 113388 (0.015) ; 48910 (0.015) ; 4860 (0.014) ; 52680 (0.014) ; 
0.4194496791736681   T=14,K=4:  60003 (0.024) ; 45996 (0.024) ; 46568 (0.022) ; nlsj61372 (0.021) ; 38466 (0.020) ; 113388 (0.019) ; 52680 (0.018) ; 27847 (0.016) ; 20885 (0.015) ; 48910 (0.014) ; 
0.26003590063022125   T=15,K=4:  45996 (0.033) ; nlsj61372 (0.030) ; 60003 (0.026) ; 38466 (0.021) ; 52680 (0.019) ; 20885 (0.015) ; 46568 (0.015) ; 44667 (0.013) ; 27199 (0.012) ; 113388 (0.012) ; 
0.3035375962499399   T=16,K=4:  45996 (0.037) ; nlsj61372 (0.029) ; 60003 (0.024) ; 27199 (0.021) ; 38466 (0.020) ; 20885 (0.017) ; 104643 (0.016) ; 27148 (0.016) ; 49886 (0.015) ; 44964 (0.014) ; 
0.3687807658632665   T=17,K=4:  45996 (0.044) ; nlsj61372 (0.039) ; 60003 (0.037) ; 27199 (0.032) ; 104643 (0.028) ; 27148 (0.018) ; 38466 (0.016) ; 62383 (0.014) ; 27847 (0.013) ; 52774 (0.013) ; 
0.2491730114963251   T=18,K=4:  45996 (0.065) ; 104643 (0.045) ; 60003 (0.040) ; 27199 (0.031) ; 27847 (0.019) ; nlsj61372 (0.019) ; 38466 (0.017) ; 49886 (0.016) ; 44964 (0.015) ; 52774 (0.013) ; 
0.3274478747990816   T=19,K=4:  45996 (0.106) ; 104643 (0.055) ; 27199 (0.044) ; 60003 (0.035) ; 44964 (0.020) ; 49886 (0.016) ; 52774 (0.015) ; 85600 (0.014) ; 38466 (0.014) ; 113388 (0.014) ; 
0.47714889461404636   T=20,K=4:  45996 (0.133) ; 104643 (0.050) ; 27199 (0.048) ; 60003 (0.026) ; 62383 (0.020) ; 52774 (0.019) ; 34694 (0.015) ; 114753 (0.014) ; 49886 (0.014) ; nlsj61372 (0.014) ; 
0.47890709030103074   T=21,K=4:  45996 (0.140) ; 104643 (0.049) ; 27199 (0.044) ; 62383 (0.031) ; 60003 (0.029) ; 34694 (0.018) ; 25160 (0.017) ; 84494 (0.017) ; 114753 (0.016) ; 72427 (0.015) ; 
0.6071357976619373   T=22,K=4:  45996 (0.171) ; 104643 (0.071) ; 27199 (0.048) ; 60003 (0.035) ; 62383 (0.029) ; 34694 (0.026) ; 103701 (0.019) ; nlsj4709 (0.019) ; 84494 (0.017) ; 49886 (0.015) ; 
0.6731059531631156   T=23,K=4:  45996 (0.225) ; 104643 (0.058) ; 27199 (0.047) ; 34694 (0.030) ; 62383 (0.023) ; 103701 (0.022) ; 60003 (0.021) ; 84494 (0.020) ; nlsj4709 (0.019) ; 12281 (0.016) ; 
0.5450874415271806   T=24,K=4:  45996 (0.187) ; 27199 (0.051) ; 34694 (0.045) ; 104643 (0.039) ; 103701 (0.023) ; 62383 (0.021) ; 49886 (0.019) ; nlsj4709 (0.019) ; 85600 (0.018) ; 114753 (0.018) ; 
0.8356125531298808   T=25,K=4:  45996 (0.150) ; 27199 (0.061) ; 34694 (0.058) ; 104643 (0.025) ; 103701 (0.023) ; 12281 (0.022) ; 60003 (0.021) ; 72427 (0.021) ; 62383 (0.018) ; 84494 (0.017) ; 
0.7778675734944406   T=26,K=4:  45996 (0.116) ; 27199 (0.107) ; 34694 (0.031) ; nlsj4709 (0.029) ; nlsj61372 (0.023) ; 104643 (0.023) ; 83756 (0.021) ; 72427 (0.021) ; 60003 (0.020) ; 25160 (0.020) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  45996 (0.060) ; 46568 (0.023) ; 104643 (0.023) ; 27199 (0.022) ; 27847 (0.016) ; 60003 (0.015) ; 38466 (0.015) ; 27148 (0.014) ; 62383 (0.013) ; 102000 (0.013) ; 

===============  per time  ===============
Time=0  
0.37765597685000024   T=0,K=0:  260 (0.059) ; 72627 (0.034) ; nlsj9034 (0.034) ; 100990 (0.029) ; 70413 (0.026) ; 11583 (0.021) ; 14967 (0.019) ; 79013 (0.019) ; 46568 (0.018) ; unknown (0.018) ; 
0.21788212108182756   T=0,K=1:  63772 (0.037) ; 58429 (0.029) ; 3466 (0.027) ; 67798 (0.022) ; 65468 (0.022) ; 45321 (0.019) ; 41018 (0.019) ; nlsj61372 (0.018) ; 106974 (0.018) ; 24369 (0.015) ; 
0.3058353997531475   T=0,K=2:  7915 (0.044) ; 65469 (0.038) ; 72627 (0.031) ; 43837 (0.024) ; 67798 (0.023) ; 46568 (0.022) ; 86122 (0.021) ; 4962 (0.020) ; 63772 (0.019) ; 114553 (0.016) ; 
0.039913260382605356   T=0,K=3:  3591 (0.040) ; 25160 (0.037) ; 37212 (0.035) ; 65552 (0.033) ; 105344 (0.024) ; 109902 (0.022) ; 90504 (0.022) ; 100524 (0.020) ; 28002 (0.020) ; 71542 (0.018) ; 
0.05871324193241933   T=0,K=4:  102000 (0.050) ; 27148 (0.050) ; 46568 (0.038) ; 107349 (0.032) ; 42830 (0.024) ; 52093 (0.022) ; 62383 (0.020) ; 102841 (0.020) ; 90504 (0.020) ; 65552 (0.019) ; 

Time=1  
0.4865993217665328   T=1,K=0:  72627 (0.064) ; 260 (0.057) ; nlsj9034 (0.052) ; 100990 (0.034) ; 70413 (0.032) ; 56090 (0.024) ; 11583 (0.019) ; 79013 (0.017) ; 113388 (0.016) ; nlsj4677 (0.014) ; 
0.06378200727822206   T=1,K=1:  63772 (0.035) ; 45321 (0.028) ; 58429 (0.027) ; 3466 (0.024) ; 106974 (0.019) ; 77591 (0.019) ; 48579 (0.016) ; 46612 (0.014) ; 67798 (0.014) ; 41018 (0.013) ; 
0.3178526638578224   T=1,K=2:  7915 (0.075) ; 65469 (0.041) ; 4962 (0.033) ; 67798 (0.023) ; 72627 (0.021) ; 43837 (0.020) ; 85600 (0.019) ; 114553 (0.019) ; 63772 (0.018) ; 46568 (0.016) ; 
0.04708723763335955   T=1,K=3:  37212 (0.048) ; 109902 (0.031) ; 3591 (0.030) ; 25160 (0.030) ; 65552 (0.026) ; 105344 (0.026) ; 90504 (0.024) ; 72627 (0.022) ; 79955 (0.022) ; 100524 (0.021) ; 
0.08467876946406314   T=1,K=4:  46568 (0.060) ; 27148 (0.050) ; 102000 (0.038) ; 42648 (0.021) ; 102841 (0.021) ; 52615 (0.020) ; 107349 (0.020) ; 65469 (0.017) ; 38466 (0.016) ; 90504 (0.016) ; 

Time=2  
0.5477470502169238   T=2,K=0:  nlsj9034 (0.058) ; 260 (0.055) ; 72627 (0.042) ; 56090 (0.035) ; 70413 (0.035) ; 100990 (0.026) ; 82862 (0.019) ; 11583 (0.019) ; 79013 (0.017) ; 90922 (0.014) ; 
0.12124084624252708   T=2,K=1:  58429 (0.042) ; 63772 (0.039) ; 3466 (0.028) ; 45321 (0.019) ; 88670 (0.018) ; 41018 (0.017) ; nlsj61372 (0.017) ; nlsj76626 (0.015) ; 67798 (0.015) ; 65552 (0.015) ; 
0.20858752992977087   T=2,K=2:  4962 (0.061) ; 7915 (0.050) ; 65469 (0.034) ; 72627 (0.030) ; 67798 (0.021) ; 43837 (0.020) ; 63772 (0.020) ; 114553 (0.019) ; 85600 (0.018) ; 45321 (0.014) ; 
0.02595968161301771   T=2,K=3:  37212 (0.033) ; 72627 (0.031) ; 25160 (0.030) ; 100524 (0.026) ; 79955 (0.023) ; 105344 (0.022) ; 65552 (0.020) ; 28002 (0.018) ; 109902 (0.016) ; 23445 (0.016) ; 
0.09646489199776043   T=2,K=4:  46568 (0.045) ; 27148 (0.033) ; 102000 (0.027) ; 102841 (0.025) ; 52093 (0.017) ; 65469 (0.017) ; 48910 (0.017) ; 42648 (0.016) ; 107349 (0.015) ; 6325 (0.014) ; 

Time=3  
0.20551423072429034   T=3,K=0:  nlsj9034 (0.092) ; 70413 (0.043) ; 72627 (0.038) ; 260 (0.029) ; 100990 (0.028) ; 11583 (0.025) ; 56090 (0.022) ; nlsj4677 (0.017) ; 58429 (0.017) ; 113388 (0.016) ; 
0.3127579181731282   T=3,K=1:  58429 (0.040) ; 63772 (0.027) ; 37885 (0.022) ; 41018 (0.021) ; 3466 (0.021) ; 65552 (0.020) ; nlsj76626 (0.018) ; nlsj61372 (0.015) ; 102000 (0.015) ; 67798 (0.014) ; 
0.16025626143016108   T=3,K=2:  7915 (0.049) ; 65469 (0.037) ; 4962 (0.033) ; 85600 (0.025) ; 72627 (0.024) ; 86122 (0.022) ; 63772 (0.021) ; 67798 (0.020) ; 28566 (0.019) ; 45321 (0.017) ; 
0.019133325070823083   T=3,K=3:  100524 (0.033) ; 37212 (0.033) ; 25160 (0.023) ; 65552 (0.022) ; 72627 (0.021) ; 79955 (0.020) ; 109902 (0.020) ; 105344 (0.019) ; 101714 (0.019) ; 28002 (0.018) ; 
0.30233826460159735   T=3,K=4:  27847 (0.031) ; 46568 (0.030) ; 52093 (0.029) ; 102000 (0.024) ; 48910 (0.023) ; 27148 (0.020) ; 31236 (0.019) ; 35643 (0.017) ; 38466 (0.017) ; 38732 (0.017) ; 

Time=4  
0.1169413788185594   T=4,K=0:  nlsj9034 (0.075) ; 72627 (0.042) ; 56090 (0.033) ; 70413 (0.031) ; nlsj9493 (0.025) ; 11583 (0.025) ; 260 (0.024) ; 14967 (0.023) ; 90922 (0.021) ; 100524 (0.016) ; 
0.4724678546254498   T=4,K=1:  58429 (0.045) ; 3466 (0.024) ; 63772 (0.023) ; 106974 (0.022) ; 37885 (0.020) ; 102000 (0.018) ; nlsj76626 (0.016) ; 62204 (0.016) ; 65565 (0.014) ; 65552 (0.014) ; 
0.14894581237093676   T=4,K=2:  65469 (0.039) ; 7915 (0.035) ; 4962 (0.028) ; 86122 (0.027) ; 72627 (0.022) ; 45321 (0.021) ; 85600 (0.018) ; 28566 (0.017) ; 28002 (0.017) ; 67250 (0.015) ; 
0.02299797414676436   T=4,K=3:  37212 (0.037) ; 105344 (0.027) ; 100524 (0.023) ; 79955 (0.023) ; 25160 (0.020) ; 56090 (0.019) ; 34694 (0.017) ; 109902 (0.016) ; 101714 (0.016) ; 110114 (0.014) ; 
0.23864698003828966   T=4,K=4:  46568 (0.041) ; 27847 (0.039) ; 102000 (0.029) ; 42648 (0.024) ; 35643 (0.020) ; 68641 (0.019) ; 44964 (0.019) ; 65552 (0.017) ; 38466 (0.016) ; 27148 (0.016) ; 

Time=5  
0.2714807213382351   T=5,K=0:  nlsj9034 (0.085) ; 72627 (0.044) ; 56090 (0.028) ; 70413 (0.025) ; nlsj4677 (0.025) ; 100990 (0.022) ; nlsj9493 (0.022) ; 82862 (0.022) ; 14967 (0.022) ; 98234 (0.020) ; 
0.3461404188547688   T=5,K=1:  58429 (0.041) ; 106974 (0.033) ; 3466 (0.024) ; nlsj76626 (0.021) ; 26761 (0.020) ; 37885 (0.018) ; 63772 (0.015) ; 104698 (0.014) ; 65552 (0.013) ; 81325 (0.012) ; 
0.15076184017510993   T=5,K=2:  7915 (0.041) ; 4962 (0.025) ; 86122 (0.023) ; 65469 (0.022) ; 85600 (0.021) ; 72627 (0.020) ; 28002 (0.017) ; 67250 (0.017) ; 31598 (0.016) ; 90933 (0.015) ; 
0.021475297249516745   T=5,K=3:  37212 (0.056) ; 105344 (0.032) ; 79955 (0.024) ; 100524 (0.024) ; 44667 (0.019) ; 25160 (0.018) ; 56090 (0.017) ; 34694 (0.016) ; 109902 (0.016) ; 72627 (0.014) ; 
0.21014172238236936   T=5,K=4:  46568 (0.043) ; 27847 (0.039) ; 44964 (0.024) ; 31236 (0.023) ; 102000 (0.023) ; 35643 (0.019) ; 38466 (0.019) ; 65552 (0.018) ; 65517 (0.016) ; 42648 (0.016) ; 

Time=6  
0.4067000285907327   T=6,K=0:  72627 (0.058) ; nlsj9034 (0.056) ; 70413 (0.032) ; 100990 (0.029) ; nlsj4677 (0.025) ; nlsj9493 (0.021) ; 56090 (0.021) ; 45372 (0.020) ; 82862 (0.019) ; 90922 (0.019) ; 
0.17115894064424328   T=6,K=1:  58429 (0.044) ; 106974 (0.022) ; nlsj76626 (0.021) ; 67798 (0.020) ; 26761 (0.019) ; 65552 (0.015) ; 81325 (0.015) ; 715 (0.014) ; 3466 (0.014) ; nlsj61372 (0.014) ; 
0.12984953250277548   T=6,K=2:  7915 (0.048) ; 28002 (0.027) ; 86122 (0.024) ; 67250 (0.024) ; 4962 (0.019) ; 85600 (0.018) ; 72627 (0.017) ; 24103 (0.016) ; 63772 (0.014) ; 47928 (0.014) ; 
0.028933880427678728   T=6,K=3:  37212 (0.046) ; 100524 (0.032) ; 109902 (0.026) ; 105344 (0.026) ; 44667 (0.025) ; 79955 (0.019) ; 25160 (0.018) ; 56090 (0.017) ; 101714 (0.017) ; 34694 (0.014) ; 
0.26335761783456985   T=6,K=4:  46568 (0.062) ; 38466 (0.024) ; 35643 (0.023) ; 44964 (0.022) ; 65552 (0.022) ; 27847 (0.019) ; 31236 (0.018) ; 45996 (0.018) ; 65517 (0.016) ; 48910 (0.015) ; 

Time=7  
0.41987518348974195   T=7,K=0:  72627 (0.059) ; nlsj9034 (0.041) ; nlsj4677 (0.031) ; 100990 (0.029) ; nlsj9493 (0.028) ; 79013 (0.022) ; 98234 (0.020) ; 31159 (0.020) ; 70413 (0.019) ; 90922 (0.019) ; 
0.1510963751973034   T=7,K=1:  106974 (0.028) ; 67798 (0.025) ; 88670 (0.023) ; 81325 (0.022) ; 3466 (0.022) ; 65565 (0.018) ; 26761 (0.018) ; 38466 (0.017) ; 58429 (0.016) ; 37885 (0.015) ; 
0.16968060257365528   T=7,K=2:  7915 (0.043) ; 86122 (0.035) ; 85600 (0.020) ; 28002 (0.018) ; 24103 (0.018) ; 67250 (0.016) ; 34678 (0.015) ; 90933 (0.015) ; 45996 (0.015) ; 63772 (0.014) ; 
0.03948883870379463   T=7,K=3:  37212 (0.067) ; 105344 (0.033) ; 109902 (0.024) ; 25160 (0.022) ; 100524 (0.021) ; 79955 (0.020) ; 75759 (0.015) ; 109918 (0.014) ; 101714 (0.014) ; 44667 (0.014) ; 
0.21985900003550465   T=7,K=4:  46568 (0.052) ; 38466 (0.037) ; 35643 (0.025) ; 27847 (0.021) ; 44964 (0.019) ; 65552 (0.017) ; 48910 (0.016) ; 113711 (0.016) ; 65517 (0.015) ; 23730 (0.014) ; 

Time=8  
0.4524159645340022   T=8,K=0:  72627 (0.063) ; nlsj9034 (0.038) ; 46568 (0.038) ; nlsj4677 (0.035) ; 100990 (0.033) ; 98234 (0.025) ; nlsj9493 (0.022) ; 70413 (0.018) ; 56090 (0.018) ; 45372 (0.016) ; 
0.16125250711107905   T=8,K=1:  106974 (0.044) ; 67798 (0.031) ; 88670 (0.027) ; 715 (0.024) ; nlsj9034 (0.020) ; 81325 (0.020) ; 41018 (0.017) ; 62203 (0.017) ; 65565 (0.015) ; 3466 (0.015) ; 
0.15730270421652628   T=8,K=2:  7915 (0.038) ; 86122 (0.035) ; 63772 (0.022) ; 24103 (0.015) ; 45321 (0.015) ; 45996 (0.014) ; nlsj8790 (0.014) ; 85600 (0.013) ; 67250 (0.013) ; 110639 (0.013) ; 
0.07103706347145675   T=8,K=3:  37212 (0.058) ; 105344 (0.044) ; 79955 (0.028) ; 100524 (0.021) ; 90504 (0.018) ; 45996 (0.017) ; 71542 (0.016) ; 109918 (0.016) ; 25160 (0.015) ; 75759 (0.013) ; 
0.15799176066693585   T=8,K=4:  46568 (0.035) ; 38466 (0.034) ; 27847 (0.028) ; 35643 (0.026) ; 44964 (0.020) ; 23730 (0.016) ; 48910 (0.016) ; 65552 (0.016) ; 45996 (0.015) ; 47617 (0.014) ; 

Time=9  
0.362640341901092   T=9,K=0:  nlsj9034 (0.044) ; 72627 (0.044) ; nlsj4677 (0.041) ; 100990 (0.032) ; 98234 (0.027) ; 46568 (0.023) ; 45372 (0.019) ; nlsj71743 (0.019) ; 56090 (0.018) ; 11583 (0.016) ; 
0.08655341024708803   T=9,K=1:  106974 (0.044) ; 88670 (0.027) ; nlsj9034 (0.025) ; 81325 (0.022) ; 67798 (0.022) ; 715 (0.022) ; 102000 (0.019) ; 55139 (0.016) ; 65469 (0.014) ; 17562 (0.014) ; 
0.22622592230982352   T=9,K=2:  7915 (0.054) ; 86122 (0.028) ; 63772 (0.022) ; 45321 (0.020) ; 24103 (0.018) ; 4962 (0.016) ; 110639 (0.015) ; 66507 (0.015) ; 47617 (0.015) ; 85600 (0.015) ; 
0.05784857350636352   T=9,K=3:  37212 (0.053) ; 79955 (0.030) ; 105344 (0.029) ; 44667 (0.025) ; 25160 (0.017) ; 75759 (0.015) ; 109918 (0.015) ; 72627 (0.014) ; 45996 (0.014) ; 3591 (0.013) ; 
0.2667317520356329   T=9,K=4:  48910 (0.027) ; 113711 (0.023) ; 27847 (0.019) ; 46568 (0.019) ; 35643 (0.019) ; 44964 (0.018) ; 38466 (0.018) ; 65552 (0.018) ; 42648 (0.016) ; 45996 (0.015) ; 

Time=10  
0.34254512979761237   T=10,K=0:  nlsj9034 (0.049) ; 72627 (0.032) ; nlsj71743 (0.030) ; 100990 (0.028) ; nlsj4677 (0.027) ; 11583 (0.023) ; 45372 (0.022) ; 46568 (0.021) ; 98234 (0.021) ; 82862 (0.019) ; 
0.10007640125434211   T=10,K=1:  106974 (0.052) ; 102000 (0.029) ; 88670 (0.020) ; 38422 (0.019) ; 715 (0.018) ; 65565 (0.017) ; 65469 (0.017) ; nlsj9034 (0.016) ; 62204 (0.015) ; 67798 (0.015) ; 
0.23032954656342988   T=10,K=2:  7915 (0.056) ; 24103 (0.025) ; 63772 (0.023) ; 45321 (0.020) ; 66507 (0.017) ; 4962 (0.017) ; 84494 (0.016) ; 65552 (0.016) ; 45996 (0.015) ; 110639 (0.015) ; 
0.04782552093361822   T=10,K=3:  37212 (0.047) ; 44667 (0.035) ; 79955 (0.023) ; 45996 (0.020) ; 105344 (0.018) ; 109918 (0.018) ; 49875 (0.018) ; 33819 (0.015) ; 25160 (0.014) ; 65552 (0.014) ; 
0.27922340145099755   T=10,K=4:  35643 (0.028) ; 46568 (0.026) ; 52680 (0.023) ; 44964 (0.023) ; 27847 (0.020) ; 65552 (0.020) ; 38466 (0.019) ; 48910 (0.019) ; 42648 (0.018) ; 23730 (0.017) ; 

Time=11  
0.4617780094003758   T=11,K=0:  11583 (0.038) ; nlsj9034 (0.034) ; nlsj71743 (0.029) ; 72627 (0.028) ; 100990 (0.026) ; 98234 (0.024) ; 46568 (0.022) ; 45372 (0.020) ; 82862 (0.020) ; nlsj4677 (0.020) ; 
0.09657291137489818   T=11,K=1:  106974 (0.035) ; 102000 (0.033) ; 715 (0.026) ; 81325 (0.024) ; 65469 (0.022) ; 88670 (0.018) ; 77591 (0.015) ; 62204 (0.015) ; 65565 (0.015) ; 3591 (0.013) ; 
0.1601055492301162   T=11,K=2:  7915 (0.032) ; 24103 (0.030) ; 63772 (0.027) ; 4962 (0.021) ; 45321 (0.021) ; 65552 (0.021) ; 86122 (0.016) ; 84494 (0.013) ; 45996 (0.013) ; 43842 (0.012) ; 
0.07170309567892079   T=11,K=3:  49875 (0.034) ; 44667 (0.032) ; 79955 (0.032) ; 37212 (0.028) ; 45996 (0.021) ; 105344 (0.017) ; 109918 (0.017) ; 72627 (0.016) ; 33819 (0.016) ; 26761 (0.016) ; 
0.209840434315689   T=11,K=4:  35643 (0.026) ; 27847 (0.023) ; 48910 (0.021) ; 65552 (0.019) ; 46568 (0.019) ; 42648 (0.019) ; 52680 (0.019) ; 6325 (0.017) ; 104429 (0.016) ; 38466 (0.015) ; 

Time=12  
0.3953887810961436   T=12,K=0:  11583 (0.035) ; nlsj71743 (0.030) ; 46568 (0.024) ; 72627 (0.022) ; 98234 (0.021) ; nlsj9034 (0.019) ; 56090 (0.018) ; 82862 (0.017) ; 45372 (0.017) ; 79013 (0.016) ; 
0.15746571905968665   T=12,K=1:  106974 (0.031) ; 102000 (0.031) ; 81325 (0.028) ; 715 (0.025) ; 88670 (0.023) ; 65469 (0.022) ; nlsj9034 (0.021) ; 3466 (0.018) ; 65565 (0.017) ; 77591 (0.015) ; 
0.10686788167297143   T=12,K=2:  63772 (0.048) ; 24103 (0.040) ; 4962 (0.026) ; 7915 (0.023) ; 65552 (0.020) ; 45321 (0.016) ; 66507 (0.016) ; 86122 (0.014) ; 100524 (0.013) ; 36008 (0.012) ; 
0.0730463602418189   T=12,K=3:  44667 (0.032) ; 79955 (0.027) ; 49875 (0.026) ; 37212 (0.024) ; 45996 (0.022) ; 109918 (0.021) ; 33819 (0.017) ; 65468 (0.017) ; 79763 (0.014) ; 26761 (0.014) ; 
0.2672312579293796   T=12,K=4:  65552 (0.026) ; 46568 (0.022) ; 35643 (0.020) ; 27847 (0.019) ; 48910 (0.018) ; 104643 (0.017) ; 45996 (0.017) ; 6325 (0.017) ; 52680 (0.016) ; 38466 (0.015) ; 

Time=13  
0.3004356604060392   T=13,K=0:  11583 (0.032) ; 65552 (0.023) ; 46568 (0.022) ; 45235 (0.019) ; 58429 (0.019) ; 98234 (0.017) ; nlsj71743 (0.017) ; 79013 (0.017) ; nlsj9034 (0.016) ; 37212 (0.016) ; 
0.14956164927572307   T=13,K=1:  106974 (0.033) ; 102000 (0.027) ; 81325 (0.024) ; 38422 (0.024) ; 88670 (0.024) ; 26602 (0.023) ; 65565 (0.020) ; 3466 (0.017) ; 62204 (0.015) ; 715 (0.015) ; 
