poena : 1075 documents
 0.241971, 0.160041, 0.394739,  0.20325,
 0.177089, 0.262847, 0.244226, 0.315838,
 0.179195, 0.393091, 0.169009, 0.258705,
 0.061051, 0.225542, 0.447227,  0.26618,
 0.260312,  0.30559, 0.252356, 0.181743,
 0.333901, 0.125208, 0.193399, 0.347491,
 0.170751, 0.186032, 0.399164, 0.244054,
 0.307158, 0.379067, 0.236153, 0.077622,
 0.241477, 0.358985, 0.199231, 0.200307,
 0.281644, 0.112975, 0.479998, 0.125382,
 0.814678, 0.077468, 0.056821, 0.051033} 

{0.056066, 0.014336, 0.919336, 0.010262,
 0.096633, 0.106634, 0.712627, 0.084105,
 0.238497, 0.160964, 0.400999,  0.19954,
 0.179761, 0.248455, 0.245255, 0.326528,
 0.149722, 0.402026, 0.176128, 0.272124,
 0.049957, 0.263258,   0.3987, 0.288085,
 0.265218, 0.302039, 0.248143,   0.1846,
 0.343272, 0.105211, 0.199526, 0.351991,
 0.171022, 0.184893, 0.402852, 0.241233,
 0.423676, 0.166349, 0.297709, 0.112266,
 0.236246, 0.326761, 0.271625, 0.165368,
 0.450506, 0.156796, 0.160673, 0.232025,
 0.329253,  0.25667, 0.259078,    0.155} 

{0.026331, 0.012284, 0.945684, 0.015701,
 0.082445, 0.060823, 0.764211, 0.092521,
 0.237333, 0.157315, 0.407289, 0.198063,
 0.177832, 0.259896,   0.2412, 0.321073,
 0.149644, 0.401305, 0.178193, 0.270858,
 0.062463, 0.273065, 0.376453, 0.288019,
  0.26653,  0.30234, 0.254272, 0.176859,
 0.321989, 0.144964, 0.199184, 0.333863,
 0.165815,  0.18582, 0.410593, 0.237772,
 0.412783, 0.266895, 0.221274, 0.099048,
  0.19429,  0.45193,  0.24078, 0.113001,
 0.223934, 0.126246, 0.278235, 0.371586,
 0.048613, 0.360264,  0.38883, 0.202293} 

{0.035355, 0.018246,  0.83735, 0.109049,
 0.116225, 0.027909, 0.825381, 0.030485,
 0.244831, 0.156248, 0.405348, 0.193573,
  0.17675, 0.258505, 0.250694,  0.31405,
  0.13257, 0.401556, 0.187321, 0.278553,
 0.108476, 0.261691,  0.34266, 0.287173,
 0.276059, 0.306395, 0.236977, 0.180569,
 0.325203, 0.140974, 0.190455, 0.343369,
 0.170504, 0.183316, 0.413299, 0.232881,
 0.143802,  0.35022, 0.201313, 0.304665,
 0.281023, 0.387702, 0.111287, 0.219988,
 0.135359, 0.606252, 0.132553, 0.125836,
 0.046473, 0.847749, 0.077379,   0.0284} 

{0.072638, 0.004345, 0.915195, 0.007821,
 0.269968, 0.133731, 0.518561,  0.07774,
 0.247005, 0.155924, 0.403666, 0.193405,
  0.17264, 0.262964, 0.246755, 0.317641,
 0.131617,  0.39952,  0.18636, 0.282502,
  0.11243, 0.262417, 0.342098, 0.283055,
 0.275035, 0.313724, 0.234632, 0.176608,
 0.331433, 0.155985, 0.177107, 0.335475,
  0.16702, 0.180471, 0.399816, 0.252694,
 0.312638, 0.371038, 0.108952, 0.207372,
 0.224841, 0.398542, 0.127383, 0.249234,
 0.077009,  0.79888,   0.0936, 0.030511,
 0.266977, 0.588183, 0.142387, 0.002453} 

{0.136796, 0.019088, 0.829082, 0.015034,
 0.018991, 0.010969, 0.906954, 0.063086,
 0.246426, 0.157961, 0.410651, 0.184963,
 0.171301, 0.254688, 0.260578, 0.313433,
 0.133979,  0.40914,  0.18461,  0.27227,
 0.109717, 0.255417, 0.357695, 0.277172,
 0.279073,  0.30845, 0.232266, 0.180211,
 0.313144, 0.140065,  0.15186, 0.394932,
 0.170149, 0.187829, 0.396309, 0.245713,
 0.315229, 0.146651, 0.295415, 0.242706,
 0.245408, 0.375857, 0.174139, 0.204596,
 0.127492, 0.654452, 0.178394, 0.039661,
 0.219522, 0.250698, 0.453202, 0.076578} 

{0.050573, 0.050243, 0.801048, 0.098136,
 0.051808, 0.254125, 0.471916, 0.222151,
 0.247588, 0.155437, 0.412363, 0.184612,
 0.170646, 0.257026, 0.256684, 0.315644,
 0.140324, 0.421673, 0.194091, 0.243912,
 0.112827, 0.264587, 0.386486,   0.2361,
 0.278586, 0.311449, 0.232236, 0.177728,
 0.291509, 0.143494, 0.153364, 0.411633,
 0.165643, 0.187103, 0.399718, 0.247536,
 0.427334,  0.07969,  0.35423, 0.138745,
 0.219315, 0.410339, 0.131654, 0.238692,
 0.050966, 0.613061, 0.215233,  0.12074,
 0.024501, 0.850769, 0.102525, 0.022206} 

{0.003204, 0.031928, 0.955907, 0.008961,
  0.01478, 0.003602,  0.92962, 0.051998,
 0.243009, 0.173201, 0.404384, 0.179406,
 0.168999, 0.245415, 0.252987, 0.332598,
 0.142095, 0.428038, 0.189594, 0.240273,
 0.075625,  0.28889,  0.38319, 0.252295,
  0.28716, 0.311437, 0.220053,  0.18135,
 0.321693, 0.124905, 0.190866, 0.362536,
  0.16542, 0.189115, 0.396742, 0.248724,
 0.180846, 0.193671, 0.327825, 0.297658,
 0.319152,  0.32737, 0.092864, 0.260614,
 0.091208, 0.644802, 0.228687, 0.035303,
 0.122972, 0.532136, 0.252379, 0.092513} 

{0.012221, 0.003467, 0.960487, 0.023826,
 0.044256, 0.014616, 0.910087, 0.031042,
 0.244263, 0.170419, 0.397515, 0.187803,
 0.171397, 0.235652,  0.25157, 0.341382,
 0.148135, 0.430682, 0.177578, 0.243606,
 0.065779, 0.284062, 0.385012, 0.265146,
 0.280156, 0.314913, 0.220795, 0.184136,
 0.348452, 0.119739, 0.214103, 0.317706,
 0.167412, 0.188203, 0.390418, 0.253967,
 0.239135, 0.241568, 0.175777,  0.34352,
 0.289867, 0.327134, 0.221648, 0.161351,
 0.144731,  0.29394, 0.442836, 0.118494,
 0.245833,  0.44724, 0.241288, 0.065639} 

{0.006528, 0.004055, 0.957903, 0.031514,
 0.068532, 0.020273, 0.862092, 0.049102,
 0.244591, 0.182201,  0.39652, 0.176688,
 0.176318, 0.224035, 0.253643, 0.346003,
 0.148184, 0.428759, 0.185303, 0.237754,
 0.096563, 0.287969, 0.319023, 0.296445,
 0.278404,  0.32979, 0.213554, 0.178252,
 0.359213, 0.120913, 0.201163, 0.318711,
 0.168553, 0.187812, 0.388953, 0.254681,
 0.211336, 0.295992, 0.372856, 0.119816,
 0.283641, 0.378682, 0.195314, 0.142363,
 0.214962, 0.655802,  0.06701, 0.062226,
 0.426021,  0.14026, 0.424826, 0.008894} 

{0.019134, 0.010223,  0.87424, 0.096403,
  0.04174, 0.071911, 0.420149,   0.4662,
 0.244519, 0.178035, 0.393085, 0.184361,
 0.177438,  0.21635, 0.260742, 0.345469,
 0.148367,  0.43713, 0.184075, 0.230427,
 0.095497, 0.297731, 0.313353,  0.29342,
 0.290906, 0.319081, 0.212134, 0.177879,
 0.334019, 0.120772, 0.206415, 0.338794,
 0.175129, 0.185691, 0.382662, 0.256518,
 0.287704, 0.100416, 0.207136, 0.404744,
 0.301546,  0.34835, 0.163631, 0.186474,
 0.219326, 0.238688, 0.525491, 0.016496,
  0.59428, 0.057318, 0.342985, 0.005417} 

{0.006756, 0.017323,  0.78595,  0.18997,
 0.060304, 0.215604, 0.523805, 0.200287,
 0.239468, 0.188461, 0.391045, 0.181026,
 0.178048, 0.216321, 0.260646, 0.344985,
 0.154217, 0.426345, 0.190033, 0.229406,
 0.102915, 0.303563, 0.331009, 0.262513,
 0.286429, 0.318491, 0.214108, 0.180973,
 0.317268, 0.194756, 0.191328, 0.296648,
  0.18037, 0.186452, 0.379312, 0.253866,
 0.339462,  0.19827, 0.155911, 0.306356,
 0.391243, 0.315103,  0.14376, 0.149894,
 0.259629, 0.305936, 0.413876, 0.020559,
 0.332186,  0.38468, 0.266783, 0.016352} 

{0.009522, 0.023998,   0.9127,  0.05378,
 0.035007,  0.14502, 0.705273,   0.1147,
 0.236645, 0.187933,  0.39032, 0.185103,
 0.176392,  0.21765, 0.265299, 0.340659,
 0.152527, 0.421374, 0.190333, 0.235767,
 0.092751, 0.322616, 0.339562, 0.245071,
 0.286689, 0.321997, 0.211257, 0.180056,
 0.319481, 0.128774, 0.216022, 0.335723,
 0.186133, 0.181265, 0.379609, 0.252993,
 0.225298, 0.130781, 0.256343, 0.387579,
  0.36487, 0.278031,  0.23569,  0.12141,
 0.228438, 0.517398,  0.23031, 0.023853,
 0.070445, 0.712783, 0.153895, 0.062877} 

{0.006631, 0.255419, 0.608492, 0.129458,
 0.030417, 0.175616,  0.62688, 0.167087,
 0.228194, 0.184863,  0.39566, 0.191283,
 0.178568, 0.215382, 0.264712, 0.341338,
  0.14891, 0.408911, 0.211182, 0.230997,
 0.103548, 0.324473, 0.333661, 0.238319,
 0.288487, 0.322084, 0.209943, 0.179486,
  0.31964, 0.127937, 0.220567, 0.331856,
 0.182639, 0.185952, 0.386399,  0.24501,
 0.532597, 0.090409, 0.172221, 0.204773,
 0.390939, 0.218443, 0.197772, 0.192846,
  0.24815, 0.371806, 0.212987, 0.167057,
  0.11975, 0.336731, 0.524254, 0.019266} 

{0.035123, 0.245363, 0.622329, 0.097184,
 0.055985,  0.03895, 0.696244, 0.208821,
 0.226644, 0.187334, 0.401931, 0.184091,
 0.179128,  0.19966, 0.267004, 0.354208,
 0.144215, 0.413118, 0.216531, 0.226137,
 0.085864, 0.316225, 0.345209, 0.252701,
 0.285359, 0.324886,  0.21169, 0.178065,
 0.321522, 0.158043, 0.219626, 0.300809,
 0.183581, 0.185958, 0.383402, 0.247059,
 0.317844, 0.119769, 0.404374, 0.158012,
 0.251337, 0.242698, 0.298047, 0.207918,
 0.129694, 0.412797, 0.412163, 0.045345,
 0.042362, 0.559021, 0.352112, 0.046506} 

{ 0.03749, 0.106777, 0.795752, 0.059981,
 0.077083, 0.086851, 0.620579, 0.215487,
 0.222324, 0.197045,  0.39759,  0.18304,
 0.179961, 0.212816,    0.271, 0.336223,
 0.135513, 0.424922, 0.217669, 0.221896,
 0.083899, 0.310196, 0.334411, 0.271493,
 0.289771, 0.328026,  0.20217, 0.180033,
 0.330313,  0.15084, 0.210335, 0.308512,
 0.181455, 0.185875, 0.390006, 0.242665,
 0.310366, 0.231712, 0.264925, 0.192997,
 0.096446, 0.304727, 0.436665, 0.162162,
 0.265817, 0.308232,  0.37245, 0.053501,
 0.228044, 0.417994, 0.334418, 0.019544} 

{0.039371, 0.240948, 0.573392, 0.146288,
 0.052288, 0.480043, 0.276681, 0.190988,
 0.231694, 0.195734,  0.38777, 0.184802,
 0.179069, 0.209257,   0.2686, 0.343074,
 0.130495, 0.425891, 0.220822, 0.222792,
 0.081284, 0.307629, 0.352434, 0.258653,
 0.294895, 0.323517, 0.201832, 0.179756,
 0.322807, 0.154127, 0.201851, 0.321215,
 0.189229, 0.187253, 0.390287, 0.233231,
 0.163212,  0.15201, 0.432161, 0.252617,
 0.115001, 0.306247, 0.375786, 0.202966,
 0.137095, 0.217968, 0.522578,  0.12236,
 0.535695, 0.285371, 0.078942, 0.099993} 

{ 0.14077, 0.260095, 0.324606,  0.27453,
 0.115091, 0.250445, 0.466912, 0.167551,
 0.216985, 0.196109, 0.400882, 0.186024,
 0.181173, 0.206967, 0.271066, 0.340794,
 0.148947, 0.428411, 0.218515, 0.204127,
 0.086155, 0.287527, 0.371012, 0.255306,
 0.289306, 0.323719, 0.213675,   0.1733,
 0.354689, 0.120114, 0.204945, 0.320251,
  0.18836, 0.189743, 0.386324, 0.235574,
 0.185236, 0.252187, 0.117266, 0.445311,
 0.221381, 0.402814,  0.19577, 0.180036,
 0.465696, 0.149073, 0.103932, 0.281299,
 0.570864, 0.031096, 0.249876, 0.148165} 

{0.239993, 0.201027,  0.41018,   0.1488,
 0.259208, 0.259153, 0.345698, 0.135941,
  0.21579, 0.178417, 0.412197, 0.193596,
 0.181402, 0.208339, 0.272035, 0.338224,
 0.158509, 0.418189, 0.216629, 0.206673,
 0.067356, 0.280367, 0.342518, 0.309759,
 0.279678, 0.313344, 0.236588, 0.170391,
 0.324262, 0.119412, 0.238264, 0.318062,
 0.183079, 0.193049, 0.391601, 0.232271,
  0.27358, 0.240119, 0.289835, 0.196466,
 0.234122, 0.439552, 0.163678, 0.162648,
 0.159009, 0.199132, 0.420751, 0.221108,
  0.20267, 0.109245, 0.081777, 0.606307} 

{0.242181, 0.251919, 0.386573, 0.119326,
 0.077648, 0.206824, 0.388912, 0.326616,
 0.221717,  0.17894, 0.401819, 0.197525,
 0.180139, 0.207803, 0.271496, 0.340561,
 0.213577,  0.38291, 0.207552, 0.195961,
 0.065744, 0.290299,  0.35292, 0.291037,
 0.277209, 0.318613, 0.234733, 0.169445,
 0.333937, 0.111486, 0.236392, 0.318185,
 0.177258, 0.198756, 0.390708, 0.233277,
  0.29149, 0.282352, 0.357878,  0.06828,
 0.253791, 0.452411, 0.101718, 0.192081,
 0.274864, 0.094878, 0.411175, 0.219083,
 0.287201, 0.007086,  0.23259, 0.473123} 

{0.078644, 0.052621, 0.819204, 0.049531,
 0.072563, 0.200917, 0.468595, 0.257925,
 0.219655, 0.181472, 0.411476, 0.187398,
 0.180009, 0.205747, 0.264169, 0.350075,
 0.216591, 0.381993, 0.197929, 0.203487,
 0.078786, 0.284061, 0.358556, 0.278598,
 0.284406, 0.300679, 0.241103, 0.173812,
 0.319428, 0.122269, 0.223739, 0.334564,
 0.173117, 0.202397, 0.391526,  0.23296,
 0.220856, 0.256175, 0.358982, 0.163987,
 0.188186,  0.31225, 0.387963, 0.111601,
 0.233323, 0.104178, 0.411332, 0.251167,
 0.125123, 0.128718, 0.663818, 0.082341} 

{0.013363, 0.013654, 0.949884, 0.023099,
 0.051485, 0.025208, 0.773533, 0.149774,
 0.220001, 0.187418, 0.413966, 0.178616,
 0.179337, 0.208705, 0.265262, 0.346697,
 0.222801, 0.381818, 0.194965, 0.200415,
 0.084185, 0.275802, 0.379143, 0.260869,
 0.285514, 0.304595, 0.245365, 0.164525,
 0.297696,  0.12511, 0.216041, 0.361154,
 0.177399,   0.1844, 0.400088, 0.238114,
 0.188047, 0.270611, 0.489344, 0.051998,
 0.303143, 0.373799, 0.233697,  0.08936,
 0.039628, 0.278258, 0.558484,  0.12363,
 0.014456, 0.531405, 0.429116, 0.025022} 

{0.040663, 0.016152, 0.914794, 0.028391,
 0.075562, 0.088241, 0.786347,  0.04985,
 0.218935, 0.193388,  0.40634, 0.181338,
 0.182527, 0.216309, 0.271293, 0.329871,
 0.225111, 0.371468, 0.202611, 0.200809,
 0.084859, 0.284079,  0.37025, 0.260811,
 0.286089, 0.304956, 0.242436, 0.166518,
 0.326131,  0.11857, 0.207535, 0.347763,
 0.179739, 0.183426, 0.406758, 0.230077,
 0.230783, 0.306557, 0.321623, 0.141037,
 0.280737, 0.312831, 0.305961, 0.100471,
 0.111164, 0.588907, 0.265994, 0.033936,
 0.564565, 0.290316, 0.141632, 0.003488} 

{0.007202, 0.036557, 0.941703, 0.014538,
 0.054285, 0.262318, 0.611194, 0.072203,
 0.215804, 0.195714, 0.406284, 0.182198,
 0.185314, 0.209394, 0.270615, 0.334678,
 0.223678, 0.369052, 0.201355, 0.205914,
  0.07922, 0.296192, 0.372287, 0.252301,
  0.28542, 0.304074,   0.2451, 0.165406,
 0.319192, 0.098623, 0.198702, 0.383483,
 0.181216, 0.175061, 0.412105, 0.231618,
  0.32159,  0.29625, 0.199786, 0.182374,
 0.324122, 0.301404, 0.264102, 0.110373,
 0.168533, 0.391382, 0.353075, 0.087011,
 0.626721,  0.07757, 0.258105, 0.037604} 

{0.025448, 0.015564, 0.929446, 0.029542,
 0.056819, 0.019612, 0.873878, 0.049691,
 0.209981, 0.195637, 0.408889, 0.185494,
 0.181238, 0.214645, 0.276672, 0.327445,
 0.216224, 0.360911, 0.227306, 0.195559,
 0.074581, 0.300187, 0.349243, 0.275988,
 0.290246, 0.300752, 0.244507, 0.164495,
 0.384718, 0.123834,  0.16771, 0.323738,
 0.185543, 0.167548,  0.41867, 0.228238,
 0.517557, 0.135314, 0.184984, 0.162144,
 0.275043, 0.305594, 0.206466, 0.212897,
 0.286862, 0.311936, 0.315049, 0.086153,
 0.064998, 0.656732,  0.19382,  0.08445} 

{0.002218, 0.005689, 0.990932,  0.00116,
 0.012606, 0.060656, 0.894991, 0.031747,
 0.216083, 0.194641, 0.406362, 0.182914,
 0.176785, 0.220714, 0.266613, 0.335889,
 0.217618, 0.374026, 0.214178, 0.194179,
 0.082645, 0.321522, 0.323937, 0.271895,
 0.293778, 0.305731, 0.242658, 0.157833,
 0.387114, 0.132651, 0.154896, 0.325339,
 0.187405, 0.167451, 0.416975, 0.228169,
 0.334856, 0.347114,  0.16756,  0.15047,
 0.197051, 0.375604, 0.281208, 0.146138,
 0.142404, 0.532783, 0.202688, 0.122125,
  0.12648, 0.384724, 0.329302, 0.159495} 

{  0.0137, 0.129349,  0.84851, 0.008441,
 0.263295, 0.073196, 0.617649,  0.04586,
 0.205538, 0.196251, 0.415052, 0.183158,
 0.172913, 0.220701, 0.267806,  0.33858,
 0.213301, 0.374839, 0.213877, 0.197983,
 0.088031, 0.345003, 0.313923, 0.253043,
 0.289034,  0.30432, 0.245744, 0.160903,
 0.323076, 0.107905, 0.215477, 0.353542,
 0.179503, 0.169935, 0.405392,  0.24517,
 0.059258, 0.078834, 0.559841, 0.302067,
 0.170041, 0.376135, 0.304626, 0.149198,
 0.048497, 0.556182, 0.347483, 0.047838,
 0.321776, 0.166854, 0.463534, 0.047836} 

{0.017474, 0.085261, 0.887993, 0.009272,
 0.005982, 0.023235, 0.955265, 0.015519,
 0.206143, 0.197751, 0.416567,  0.17954,
 0.172789, 0.220638, 0.266825, 0.339749,
 0.208397, 0.381527,  0.20874, 0.201336,
 0.089931, 0.373351, 0.298558,  0.23816,
 0.293308, 0.301849, 0.243546, 0.161297,
 0.345384,  0.10131, 0.228043, 0.325262,
 0.177663, 0.170183, 0.408222, 0.243932,
 0.409438, 0.292041, 0.151647, 0.146874,
 0.268497, 0.275308, 0.284407, 0.171789,
 0.110708, 0.579736, 0.282319, 0.027237,
 0.066699, 0.789334, 0.140962, 0.003005} 

{0.002538, 0.033976, 0.958558, 0.004928,
 0.079404, 0.321381, 0.567877, 0.031337,
  0.19733,  0.19447, 0.424136, 0.184065,
 0.172492, 0.219273, 0.269031, 0.339204,
 0.202916, 0.384161,  0.20889, 0.204033,
 0.081556, 0.393041, 0.284623,  0.24078,
 0.310712, 0.288542, 0.242242, 0.158504,
 0.255981, 0.113411, 0.258011, 0.372598,
 0.174016,  0.16878, 0.397225, 0.259979,
 0.287558, 0.442261, 0.125823, 0.144358,
 0.247654, 0.423707, 0.263277, 0.065362,
 0.210034, 0.267553, 0.499562,  0.02285,
    0.331, 0.336775, 0.314893, 0.017332} 

{0.003472, 0.025459, 0.970257, 0.000812,
 0.115491, 0.035789, 0.842637, 0.006082,
  0.19676, 0.193283, 0.427006, 0.182951,
 0.172914, 0.210268, 0.271386, 0.345431,
 0.201931, 0.380236, 0.223968, 0.193865,
 0.089857, 0.376921, 0.269702,  0.26352,
 0.311048, 0.290715, 0.246242, 0.151995,
 0.286889, 0.121391, 0.236234, 0.355487,
 0.174655, 0.172101, 0.389721, 0.263522,
 0.112408, 0.553201, 0.086227, 0.248164,
 0.284374, 0.538139, 0.125992, 0.051495,
 0.106619, 0.495249, 0.359889, 0.038244,
 0.073162, 0.339699,  0.58235, 0.004788} 

{0.092774, 0.012989, 0.892439, 0.001798,
 0.070217, 0.102994, 0.800511, 0.026277,
 0.197641,  0.20191,  0.42128, 0.179169,
 0.168263,  0.22186, 0.266441, 0.343436,
 0.207739,  0.37212, 0.220343, 0.199797,
 0.098401, 0.320684, 0.299738, 0.281177,
 0.304304, 0.294243, 0.250342, 0.151112,
 0.309249, 0.105193, 0.215105, 0.370453,
 0.172292, 0.172748, 0.390601, 0.264359,
 0.203433, 0.208538, 0.349832, 0.238197,
 0.304021, 0.387376,  0.24124, 0.067363,
 0.041192, 0.328828, 0.620193, 0.009787,
 0.020044, 0.514365, 0.459217, 0.006375} 

{0.043314, 0.012568, 0.918746, 0.025371,
 0.105983, 0.132209, 0.700018,  0.06179,
 0.198972, 0.205251, 0.415118, 0.180659,
 0.178271, 0.219559, 0.266308, 0.335863,
 0.195349, 0.390953, 0.224724, 0.188974,
 0.095532, 0.319927, 0.304058, 0.280483,
 0.306063, 0.291244, 0.249246, 0.153447,
 0.342395, 0.098721,  0.22876, 0.330124,
 0.171363, 0.177134, 0.391002, 0.260502,
 0.038732, 0.329441, 0.533514, 0.098313,
  0.25824, 0.276446, 0.402863, 0.062451,
   0.0593, 0.320508, 0.600836, 0.019355,
 0.022661, 0.199281, 0.749841, 0.028217} 

{0.012082, 0.007004, 0.973108, 0.007807,
  0.11885,   0.0321, 0.668102, 0.180948,
 0.189383, 0.212309,  0.41181, 0.186498,
 0.177475, 0.213244, 0.265221,  0.34406,
 0.194491, 0.391395, 0.225925, 0.188188,
 0.123756, 0.339948, 0.277878, 0.258417,
 0.303123, 0.302298, 0.238208, 0.156371,
 0.395723, 0.086484, 0.217353,  0.30044,
 0.166633,  0.17773, 0.394799, 0.260838,
 0.048548, 0.347141, 0.453508, 0.150803,
 0.306598, 0.289509, 0.339129, 0.064765,
 0.082275,  0.37401, 0.497987, 0.045729,
  0.04438, 0.751625, 0.183802, 0.020192} 

{0.017165, 0.040704, 0.914293, 0.027838,
 0.025725, 0.041841, 0.911117, 0.021316,
 0.191725, 0.205171, 0.413373,  0.18973,
 0.184889, 0.212567,  0.26436, 0.338185,
 0.189277, 0.401383, 0.218343, 0.190997,
 0.124576, 0.330034,  0.27477, 0.270621,
  0.29739, 0.302265, 0.241099, 0.159246,
 0.385242, 0.100289, 0.218154, 0.296315,
 0.170418, 0.179443, 0.395055, 0.255084,
 0.110427, 0.070007, 0.786257, 0.033309,
 0.428052, 0.224774, 0.266625, 0.080549,
 0.044479,   0.2394, 0.594534, 0.121586,
 0.017054, 0.220675, 0.458986, 0.303285} 

{0.006914, 0.024411, 0.949578, 0.019097,
  0.01383, 0.081213, 0.858073, 0.046884,
  0.19194, 0.193037, 0.415613, 0.199411,
 0.183923, 0.201094,  0.26486, 0.350123,
  0.18732, 0.400013, 0.217392, 0.195275,
 0.121769, 0.318753, 0.294965, 0.264513,
 0.296092,  0.31224, 0.231398,  0.16027,
 0.388289, 0.135426,  0.19202, 0.284265,
 0.160238, 0.180381,  0.40248, 0.256901,
 0.146936,  0.07191, 0.409224,  0.37193,
 0.426627, 0.181473, 0.209844, 0.182057,
 0.056644, 0.494492,  0.31316, 0.135704,
 0.041916, 0.653707, 0.249901, 0.054476} 

{ 0.03407, 0.167908, 0.674934, 0.123088,
  0.21603, 0.401656, 0.165298, 0.217016,
 0.190296, 0.199833, 0.411332, 0.198539,
 0.186334,  0.19945, 0.263353, 0.350863,
 0.194264,  0.40588, 0.204276, 0.195579,
 0.129571, 0.283355, 0.302049, 0.285026,
 0.293793, 0.310281, 0.230959, 0.164967,
 0.373741, 0.148805, 0.178457, 0.298997,
 0.165043, 0.178833, 0.400841, 0.255283,
  0.26533, 0.068917, 0.496135, 0.169618,
 0.426922, 0.242275, 0.180868, 0.149936,
 0.042406, 0.799379, 0.136483, 0.021732,
 0.015359, 0.897043, 0.066076, 0.021521} 

{0.014634, 0.276672,  0.63535, 0.073344,
 0.029969, 0.083159, 0.744249, 0.142623,
 0.191227, 0.196543, 0.415732, 0.196497,
 0.178131, 0.206309, 0.264894, 0.350666,
 0.187955, 0.418949, 0.198988, 0.194108,
  0.11962, 0.283283, 0.313048,  0.28405,
 0.287385, 0.306529, 0.238283, 0.167804,
 0.378011, 0.139201, 0.169313, 0.313475,
 0.161028, 0.179128, 0.402662, 0.257181,
 0.345479, 0.207618, 0.131354, 0.315548,
 0.389519, 0.335014, 0.149396, 0.126071,
  0.03661, 0.799822, 0.101996, 0.061573,
 0.001311, 0.785472, 0.107538, 0.105679} 

{0.032957, 0.061296, 0.739005, 0.166742,
 0.086814, 0.027504,  0.72837, 0.157312,
 0.182146, 0.208675,  0.40359, 0.205589,
 0.172497, 0.212393, 0.260532, 0.354577,
 0.184474, 0.419009, 0.197831, 0.198687,
 0.103312, 0.273746, 0.318626, 0.304316,
 0.293591, 0.307375, 0.239678, 0.159355,
 0.409821, 0.123038, 0.171134, 0.296007,
 0.155312, 0.181588, 0.405558, 0.257543,
 0.140437, 0.163135, 0.159262, 0.537166,
 0.325017, 0.413388, 0.125469, 0.136126,
 0.076241, 0.306276,  0.33689, 0.280592,
 0.070356, 0.604746, 0.124233, 0.200666} 

{  0.0161, 0.012063, 0.945218, 0.026619,
 0.081769, 0.015037, 0.842325, 0.060869,
 0.177825,  0.20346, 0.418157, 0.200558,
 0.188598, 0.206277, 0.248455, 0.356669,
 0.183008, 0.415806, 0.196753, 0.204434,
  0.10576, 0.299367, 0.318199, 0.276675,
 0.275645, 0.315129, 0.248535, 0.160691,
 0.396418, 0.137395, 0.179145, 0.287041,
 0.151183, 0.184127, 0.415806, 0.248884,
 0.323915, 0.323198, 0.202715, 0.150172,
 0.338976, 0.406909, 0.118035,  0.13608,
 0.079926, 0.568367, 0.173366, 0.178341,
 0.246627, 0.427443, 0.156422, 0.169508} 

{0.109783, 0.039404, 0.715597, 0.135216,
 0.160924,  0.13384, 0.654715, 0.050521,
 0.181042, 0.204806, 0.410964, 0.203187,
 0.184567, 0.208919, 0.259064,  0.34745,
 0.193344, 0.421412, 0.176327, 0.208916,
 0.112713, 0.296392, 0.299565, 0.291329,
 0.271799, 0.316333, 0.251218, 0.160651,
  0.39684, 0.130557, 0.164165, 0.308437,
 0.149293, 0.183558, 0.419461, 0.247688,
  0.25336, 0.353388, 0.227818, 0.165433,
 0.298697, 0.433799, 0.143107, 0.124398,
 0.023214, 0.827221, 0.048914, 0.100651,
 0.036208, 0.914894, 0.012827,  0.03607} 

{0.029929, 0.008974, 0.905194, 0.055902,
 0.128229, 0.024646, 0.734515,  0.11261,
 0.181452, 0.199034, 0.421817, 0.197696,
 0.182691, 0.208596, 0.274822, 0.333891,
 0.184557, 0.421149, 0.186944,  0.20735,
 0.109713,  0.32654,  0.29666, 0.267087,
  0.27291, 0.302518, 0.259345, 0.165227,
 0.412239, 0.159976, 0.165592, 0.262193,
 0.152686, 0.175889,  0.42087, 0.250554,
 0.451246, 0.243842, 0.134187, 0.170725,
 0.246585, 0.463717, 0.123318, 0.166381,
 0.037299, 0.794907,   0.0225, 0.145294,
 0.036699, 0.838059, 0.023655, 0.101588} 

{0.017017, 0.010448, 0.760466, 0.212069,
 0.164513, 0.009206,  0.74509, 0.081191,
 0.189241, 0.199131, 0.407515, 0.204112,
 0.180177,  0.21109, 0.280745, 0.327988,
 0.173928, 0.417695, 0.198171, 0.210207,
 0.104845, 0.324633, 0.306655, 0.263867,
 0.274099, 0.305319, 0.254098, 0.166484,
 0.418925, 0.152233, 0.136118, 0.292725,
 0.149175,  0.17541, 0.421284, 0.254131,
 0.256386, 0.301951, 0.034659, 0.407004,
  0.20928, 0.415581, 0.131881, 0.243258,
 0.048624, 0.726855, 0.066019, 0.158502,
 0.121775, 0.710548, 0.017413, 0.150264} 

{0.003555, 0.001517, 0.977786, 0.017142,
 0.026339, 0.026712, 0.818792, 0.128157,
 0.188432, 0.198784, 0.399154,  0.21363,
 0.180601, 0.216049, 0.273685, 0.329665,
 0.173606, 0.422322, 0.192394, 0.211679,
 0.097712, 0.336821, 0.304634, 0.260833,
 0.269883,  0.30837, 0.255539, 0.166209,
 0.429975, 0.135668, 0.151735, 0.282622,
 0.154456, 0.168896, 0.425103, 0.251544,
 0.592173, 0.117945, 0.176725, 0.113157,
 0.148829, 0.467622,  0.20823, 0.175319,
 0.097753, 0.627418, 0.081854, 0.192975,
