2392 documents , 1 concepts , 4562 context features (nlsj76838) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 7, dT 200, I 10


map[]

===============  per type  ===============
0.1348281499426007   T=0,K=0:  22209 (0.063) ;  (0.044) ; nlsj76838 (0.029) ; 84234 (0.027) ; 61056 (0.025) ; 103922 (0.024) ; 98894 (0.022) ; 45996 (0.020) ; 21920 (0.018) ; 16051 (0.016) ; 
0.09438729232203269   T=2,K=4:  nlsj76838 (0.065) ;  (0.038) ; 45996 (0.025) ; 22825 (0.023) ; 84234 (0.021) ; 84494 (0.019) ; 103922 (0.018) ; 26886 (0.016) ; 22209 (0.015) ; 75552 (0.013) ; 
0.10222009630395419   T=2,K=5:   (0.049) ; 84234 (0.030) ; 45996 (0.025) ; 85306 (0.014) ; 22209 (0.013) ; 26447 (0.012) ; nlsj76838 (0.012) ; 68641 (0.011) ; 26886 (0.011) ; 90504 (0.009) ; 
0.09868742894761794   T=2,K=6:   (0.041) ; nlsj76838 (0.030) ; 22825 (0.022) ; 63772 (0.021) ; 22209 (0.016) ; 26886 (0.014) ; 45996 (0.014) ; 84234 (0.011) ; 90504 (0.010) ; 62204 (0.010) ; 
0.10628962539339244   T=2,K=7:   (0.060) ; 84234 (0.041) ; 103922 (0.026) ; nlsj76838 (0.024) ; 61056 (0.017) ; 84494 (0.015) ; 45996 (0.014) ; 260 (0.012) ; 26886 (0.011) ; 24436 (0.010) ; 
0.09433743309181226   T=2,K=8:  84494 (0.032) ; 48291 (0.027) ; 63772 (0.025) ;  (0.023) ; 22825 (0.018) ; 84234 (0.016) ; 45996 (0.014) ; 43206 (0.013) ; 62204 (0.012) ; 90504 (0.011) ; 
0.12408548481835657   T=2,K=9:  nlsj76838 (0.028) ; 90504 (0.024) ; 103922 (0.018) ; 61056 (0.016) ; 26447 (0.016) ; 114753 (0.015) ; 22209 (0.015) ; 56496 (0.013) ; 62204 (0.011) ; 45996 (0.011) ; 

Time=3  
0.10722423868499785   T=3,K=0:  84234 (0.044) ; 22209 (0.037) ; 103922 (0.032) ;  (0.025) ; 16051 (0.018) ; 45996 (0.018) ; 90504 (0.017) ; nlsj76838 (0.014) ; 84505 (0.013) ; 61056 (0.013) ; 
0.12003764313979669   T=3,K=1:  45996 (0.022) ; 84234 (0.021) ;  (0.016) ; 26886 (0.011) ; 84494 (0.011) ; 63772 (0.010) ; 85306 (0.010) ; 48291 (0.009) ; 70958 (0.009) ; 110639 (0.009) ; 
0.10161131504074043   T=3,K=2:  84234 (0.029) ; 62204 (0.019) ; nlsj76838 (0.018) ; 48291 (0.015) ; 22825 (0.013) ; 26447 (0.013) ; 22209 (0.012) ;  (0.011) ; 19546 (0.010) ; 65552 (0.009) ; 
0.06718296573563191   T=3,K=3:  103922 (0.029) ;  (0.028) ; 84234 (0.025) ; 45996 (0.025) ; 84494 (0.022) ; 22209 (0.020) ; 26447 (0.015) ; 48291 (0.014) ; 42214 (0.011) ; 90504 (0.011) ; 
0.12163359221892549   T=3,K=4:  nlsj76838 (0.029) ; 45996 (0.025) ;  (0.021) ; 26886 (0.020) ; 22209 (0.018) ; 84494 (0.016) ; 48291 (0.015) ; 85306 (0.014) ; 75552 (0.014) ; 20621 (0.011) ; 
0.0814093533745826   T=3,K=5:   (0.030) ; 48291 (0.017) ; 84234 (0.012) ; 19546 (0.011) ; nlsj76838 (0.011) ; 45996 (0.011) ; 90504 (0.009) ; 63772 (0.009) ; 26886 (0.009) ; 68641 (0.008) ; 
0.13547070209015988   T=3,K=6:   (0.038) ; 22825 (0.017) ; nlsj76838 (0.015) ; 45996 (0.015) ; 63772 (0.014) ; 84234 (0.014) ; 15893 (0.013) ; 22209 (0.013) ; 48291 (0.013) ; 75552 (0.013) ; 
0.09461298052846279   T=3,K=7:   (0.042) ; 84234 (0.021) ; 45996 (0.018) ; 26447 (0.016) ; 48291 (0.015) ; 22825 (0.015) ; 61056 (0.014) ; 103922 (0.012) ; nlsj76838 (0.011) ; 85306 (0.010) ; 
0.05469588992619977   T=3,K=8:  63772 (0.021) ; 84234 (0.019) ;  (0.019) ; 45996 (0.018) ; 48291 (0.017) ; 84494 (0.017) ; 22825 (0.017) ; 22209 (0.012) ; nlsj76838 (0.012) ; 62204 (0.012) ; 
0.11612131926050265   T=3,K=9:  22209 (0.020) ; 58429 (0.017) ; 90504 (0.016) ; 45996 (0.013) ; 26447 (0.013) ; 61056 (0.012) ;  (0.012) ; 85306 (0.010) ; nlsj76838 (0.010) ; 48291 (0.010) ; 

Time=4  
0.09214983503953547   T=4,K=0:  84234 (0.019) ; 22209 (0.018) ; 110639 (0.016) ; 103922 (0.014) ;  (0.013) ; 90504 (0.011) ; 84494 (0.010) ; 22825 (0.009) ; 16051 (0.009) ; 45996 (0.009) ; 
0.08746120267418592   T=4,K=1:   (0.048) ; 45996 (0.017) ; 26943 (0.013) ; 84234 (0.012) ; 80042 (0.012) ; 103922 (0.010) ; 63772 (0.010) ; 90504 (0.009) ; 70958 (0.008) ; 22825 (0.008) ; 
0.10865175095309544   T=4,K=2:  nlsj76838 (0.032) ; 84234 (0.019) ; 48291 (0.019) ; 22209 (0.017) ;  (0.012) ; 65552 (0.012) ; 24358 (0.012) ; 22825 (0.009) ; 62204 (0.009) ; 8909 (0.008) ; 
0.11040939009762427   T=4,K=3:  22209 (0.032) ;  (0.031) ; 48291 (0.023) ; 26447 (0.023) ; 103922 (0.022) ; 84234 (0.022) ; 45996 (0.021) ; 84494 (0.017) ; 27847 (0.014) ; 64866 (0.013) ; 
0.1103621351324928   T=4,K=4:  45996 (0.030) ; 22209 (0.028) ; nlsj76838 (0.026) ; 84494 (0.014) ;  (0.012) ; 48291 (0.011) ; 75552 (0.010) ; 11583 (0.010) ; 20621 (0.010) ; 27847 (0.009) ; 
0.0850440420281278   T=4,K=5:   (0.021) ; 48291 (0.019) ; 68641 (0.010) ; 63772 (0.009) ; 86219 (0.009) ; 19546 (0.008) ; 33819 (0.008) ; 90504 (0.008) ; 112720 (0.008) ; 84505 (0.007) ; 
0.12124879546482395   T=4,K=6:   (0.040) ; 48291 (0.015) ; nlsj76838 (0.015) ; 90504 (0.014) ; 15893 (0.014) ; 24436 (0.013) ; 22209 (0.013) ; 8909 (0.012) ; 84234 (0.012) ; 22825 (0.011) ; 
0.09551514266606742   T=4,K=7:  45996 (0.029) ; 90504 (0.018) ; 68641 (0.018) ; 85306 (0.016) ;  (0.015) ; nlsj76838 (0.013) ; 84234 (0.011) ; 48291 (0.010) ; 24436 (0.009) ; 26447 (0.009) ; 
0.0960563308508772   T=4,K=8:   (0.030) ; 22209 (0.030) ; 84234 (0.022) ; 63772 (0.022) ; nlsj76838 (0.017) ; 45996 (0.016) ; 16051 (0.015) ; 22825 (0.012) ; 19546 (0.011) ; 84494 (0.011) ; 
0.09310137509316982   T=4,K=9:  48291 (0.021) ; 84494 (0.018) ;  (0.016) ; 26447 (0.015) ; 45996 (0.015) ; 85306 (0.014) ; 58429 (0.013) ; 61056 (0.012) ; 114548 (0.011) ; 90504 (0.011) ; 

Time=5  
0.08106097744538927   T=5,K=0:  110639 (0.028) ; 22209 (0.020) ; 84234 (0.020) ; 62204 (0.010) ; 51849 (0.010) ; 112720 (0.008) ; 90504 (0.008) ; 45996 (0.008) ; 8665 (0.007) ; 61056 (0.007) ; 
0.10104945184475272   T=5,K=1:   (0.015) ; 45996 (0.012) ; 103922 (0.012) ; 80042 (0.012) ; 51849 (0.011) ; 26943 (0.010) ; 26886 (0.010) ; 22825 (0.009) ; 90504 (0.009) ; 85306 (0.008) ; 
0.0994490966398652   T=5,K=2:  84234 (0.026) ; nlsj76838 (0.025) ; 22209 (0.014) ; 48291 (0.013) ;  (0.012) ; 62204 (0.011) ; 11583 (0.010) ; 68641 (0.010) ; 15893 (0.010) ; 116416 (0.009) ; 
0.10917633648064501   T=5,K=3:  103922 (0.022) ; 26447 (0.019) ; 27847 (0.018) ; 84234 (0.016) ;  (0.016) ; 45996 (0.016) ; 22209 (0.016) ; 48291 (0.013) ; 84494 (0.013) ; 61056 (0.011) ; 
0.09846046048623673   T=5,K=4:  45996 (0.028) ; 22209 (0.025) ; 75552 (0.013) ; 11583 (0.012) ; 20621 (0.012) ; nlsj76838 (0.011) ; 84494 (0.011) ; 24436 (0.011) ; 106974 (0.009) ; 8665 (0.009) ; 
0.07381911495392089   T=5,K=5:   (0.017) ; 48291 (0.016) ; 15893 (0.009) ; 68641 (0.008) ; 63772 (0.008) ; 112720 (0.008) ; 84434 (0.008) ; 86219 (0.008) ; 27847 (0.007) ; 11583 (0.007) ; 
0.10215096540007239   T=5,K=6:   (0.019) ; nlsj76838 (0.017) ; 22209 (0.015) ; 84234 (0.013) ; 90504 (0.013) ; 8665 (0.012) ; 24436 (0.012) ; 8909 (0.011) ; 45996 (0.011) ; 15893 (0.009) ; 
0.10735783173737656   T=5,K=7:   (0.016) ; 85306 (0.015) ; 68641 (0.014) ; 45996 (0.014) ; 90504 (0.013) ; 15893 (0.013) ; 48291 (0.012) ; 84234 (0.010) ; 24436 (0.010) ; 76910 (0.008) ; 
0.1144458758900354   T=5,K=8:  22209 (0.022) ; nlsj76838 (0.021) ; 63772 (0.020) ;  (0.015) ; 45996 (0.014) ; 22825 (0.014) ; 84234 (0.013) ; 84494 (0.013) ; 65552 (0.010) ; 16051 (0.010) ; 
0.11302988912170599   T=5,K=9:  22209 (0.016) ; 84494 (0.013) ; 84511 (0.013) ; 26447 (0.013) ; 58429 (0.011) ; 85306 (0.011) ; 64866 (0.010) ; 45996 (0.010) ; 61056 (0.010) ;  (0.010) ; 

Time=6  
0.14320556745956145   T=6,K=0:  110639 (0.026) ; 84234 (0.018) ; 22209 (0.017) ; 22825 (0.013) ; 51849 (0.011) ; 62204 (0.010) ; nlsj76838 (0.009) ; 61056 (0.009) ; 84505 (0.008) ; 102000 (0.007) ; 
0.19573989563527472   T=6,K=1:  22825 (0.017) ; 45996 (0.016) ; 51849 (0.015) ; 103922 (0.014) ;  (0.013) ; 8665 (0.011) ; 90504 (0.011) ; 26943 (0.010) ; 85306 (0.009) ; 114753 (0.008) ; 
0.050592835954615493   T=6,K=2:  nlsj76838 (0.047) ; 84234 (0.018) ; 22209 (0.017) ;  (0.015) ; 11583 (0.011) ; 48291 (0.010) ; 80042 (0.010) ; 15893 (0.009) ; 116416 (0.008) ; 62204 (0.008) ; 
0.17625224596663405   T=6,K=3:  26447 (0.024) ; 45996 (0.021) ; 84234 (0.020) ; 27847 (0.017) ; 48291 (0.015) ; 84494 (0.013) ; 22209 (0.013) ; 103922 (0.012) ; 64866 (0.011) ;  (0.011) ; 
0.0753303407065263   T=6,K=4:  75552 (0.028) ; 45996 (0.026) ; 11583 (0.020) ; 106974 (0.016) ; 84494 (0.015) ; 24436 (0.014) ; 22209 (0.012) ; 20621 (0.011) ; 112720 (0.010) ;  (0.010) ; 
0.05061196219946172   T=6,K=5:   (0.024) ; 48291 (0.017) ; 68641 (0.011) ; 12409 (0.010) ; 63772 (0.009) ; 27847 (0.009) ; 11583 (0.009) ; nlsj76838 (0.007) ; 86219 (0.007) ; 43206 (0.007) ; 
0.03555895327560125   T=6,K=6:   (0.028) ; 24436 (0.020) ; 90504 (0.019) ; 84234 (0.016) ; 8665 (0.015) ; 8909 (0.013) ; 45996 (0.011) ; 110639 (0.011) ; 15893 (0.011) ; nlsj76838 (0.010) ; 
0.1813261304516869   T=6,K=7:  48291 (0.016) ; 90504 (0.014) ; 68641 (0.012) ; 45996 (0.012) ;  (0.010) ; 76910 (0.010) ; 85306 (0.009) ; 15893 (0.009) ; 84234 (0.009) ; 11583 (0.009) ; 
0.05878184544841373   T=6,K=8:   (0.020) ; 22825 (0.019) ; 22209 (0.019) ; nlsj76838 (0.018) ; 45996 (0.016) ; 63772 (0.014) ; 84494 (0.012) ; 16051 (0.012) ; 84234 (0.012) ; 103922 (0.010) ; 
0.032600222902224286   T=6,K=9:  58429 (0.016) ; 22209 (0.013) ; 84511 (0.012) ; 26447 (0.011) ; 103922 (0.010) ;  (0.010) ; 114753 (0.010) ; 64866 (0.009) ; 15893 (0.009) ; 85306 (0.009) ; 



-----------------------
 kappa_c 4.000000 , kappa_f 10.000000
