1396 documents , 1 concepts , 3528 context features (nlsj14967) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.047762401818080634   T=0,K=0:  nlsj14552 (0.003) ; 8665 (0.002) ; 45794 (0.002) ; nlsj76811 (0.002) ; 70035 (0.002) ; 33791 (0.001) ; 55814 (0.001) ; 16052 (0.001) ; 74420 (0.001) ; 95641 (0.001) ; 
0.08582757372930323   T=7,K=7:  22209 (0.020) ; 68641 (0.015) ; 90504 (0.014) ; 106094 (0.013) ; 60003 (0.011) ; 28002 (0.010) ; 85306 (0.009) ; 45996 (0.008) ; 260 (0.008) ; 65552 (0.007) ; 
0.07005349679570323   T=8,K=7:  22209 (0.062) ; 106094 (0.038) ; 64866 (0.026) ; 65552 (0.022) ; 73277 (0.018) ; 28569 (0.016) ; 260 (0.015) ; 114753 (0.013) ; 11583 (0.010) ; 79223 (0.010) ; 
0.14580259607641521   T=9,K=7:  65552 (0.033) ; 84234 (0.022) ; 22209 (0.021) ; 63772 (0.016) ; 106094 (0.015) ; 64866 (0.013) ; 11583 (0.013) ; 260 (0.012) ; 8665 (0.011) ; 72627 (0.009) ; 
0.14412312036144015   T=10,K=7:  115887 (0.020) ; 63772 (0.015) ; 84234 (0.013) ; 8665 (0.012) ; 19972 (0.010) ; 71023 (0.010) ; 22209 (0.009) ; 260 (0.009) ; 106094 (0.008) ; 11583 (0.008) ; 
0.051867660312412744   T=11,K=7:  115887 (0.013) ; 63772 (0.012) ; 84234 (0.012) ; 11583 (0.011) ; 19972 (0.009) ; 116416 (0.009) ; 71023 (0.009) ; 260 (0.009) ; 28569 (0.008) ; 8665 (0.008) ; 
0.03907656893788454   T=12,K=7:  11583 (0.023) ; 116416 (0.014) ; 260 (0.012) ; 19972 (0.012) ; 63772 (0.012) ; 71023 (0.010) ; 115887 (0.009) ; 84234 (0.009) ;  (0.007) ; 114753 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=7:  22209 (0.013) ; 106094 (0.007) ; 85306 (0.007) ; 84234 (0.006) ; 65552 (0.006) ; 260 (0.006) ; 11583 (0.006) ; 64866 (0.005) ; 115887 (0.005) ; 63772 (0.005) ; 

0.30887212989266055   T=0,K=8:  77640 (0.002) ; 27181 (0.002) ; 113711 (0.002) ; 85306 (0.001) ; 71065 (0.001) ; 78538 (0.001) ; 84509 (0.001) ; 69903 (0.001) ; 98979 (0.001) ; 46892 (0.001) ; 
0.2280684320233582   T=1,K=8:   (0.003) ; 90504 (0.002) ; 11583 (0.002) ; 8665 (0.002) ; 84495 (0.002) ; 33791 (0.002) ; 97103 (0.001) ; 85760 (0.001) ; 76703 (0.001) ; 39390 (0.001) ; 
0.0957751963614142   T=2,K=8:  90504 (0.010) ; 8665 (0.007) ; 84494 (0.007) ; 11583 (0.005) ;  (0.004) ; 33791 (0.004) ; 8909 (0.003) ; 4860 (0.002) ; 104429 (0.002) ; 97103 (0.002) ; 
0.07023043430958012   T=3,K=8:  8665 (0.026) ; 90504 (0.023) ; 33791 (0.011) ; 84494 (0.007) ; 27847 (0.007) ; nlsj40132 (0.006) ; 22209 (0.006) ; 11583 (0.005) ; 19972 (0.005) ;  (0.004) ; 
0.08392227945954744   T=4,K=8:  8665 (0.041) ; 22209 (0.026) ; 27847 (0.020) ; 19972 (0.012) ; 90504 (0.011) ; 11583 (0.005) ; 33791 (0.004) ; 84494 (0.004) ; 63772 (0.003) ; 4845 (0.003) ; 
0.06257873590541771   T=5,K=8:  8665 (0.025) ; 22209 (0.022) ; 90504 (0.016) ; 27847 (0.012) ; 85306 (0.007) ; 19972 (0.007) ; 45996 (0.007) ; 11583 (0.006) ;  (0.005) ; 90933 (0.004) ; 
0.060121476566297224   T=6,K=8:  8665 (0.024) ; 22209 (0.020) ; 90504 (0.019) ; 85306 (0.017) ; 45996 (0.013) ;  (0.012) ; 11583 (0.008) ; 27847 (0.008) ; 64866 (0.007) ; nlsj61372 (0.006) ; 
0.15759307449195492   T=7,K=8:  45996 (0.047) ;  (0.023) ; 84234 (0.022) ; 85306 (0.021) ; 22209 (0.020) ; 11583 (0.017) ; 8665 (0.014) ; 64866 (0.014) ; 84434 (0.014) ; nlsj61372 (0.011) ; 
0.1270805229539955   T=8,K=8:   (0.056) ; 22209 (0.045) ; 45996 (0.038) ; 8665 (0.025) ; 11583 (0.025) ; 84234 (0.020) ; 65552 (0.015) ; 28002 (0.014) ; 68641 (0.011) ; 48291 (0.010) ; 
0.11208192749671243   T=9,K=8:   (0.045) ; 8665 (0.039) ; 45996 (0.037) ; 22209 (0.016) ; 11583 (0.016) ; 48291 (0.015) ; 84234 (0.014) ; 90504 (0.013) ; 112720 (0.009) ; 65552 (0.008) ; 
0.08826910108353536   T=10,K=8:   (0.018) ; 45996 (0.017) ; 90504 (0.016) ; 8665 (0.014) ; 11583 (0.013) ; 48291 (0.011) ; 68641 (0.008) ; 65552 (0.008) ; 22209 (0.008) ; 115887 (0.007) ; 
0.14160058390364236   T=11,K=8:  90504 (0.016) ;  (0.008) ; 45996 (0.007) ; 48291 (0.007) ; 8665 (0.007) ; 59295 (0.007) ; 11583 (0.006) ; 115887 (0.006) ; 86184 (0.006) ; 65552 (0.006) ; 
0.16438922023735894   T=12,K=8:  90504 (0.019) ; 8665 (0.009) ; 45996 (0.007) ; 86184 (0.007) ; 48291 (0.006) ; 115887 (0.006) ; 52093 (0.006) ; 59295 (0.005) ;  (0.005) ; 72610 (0.005) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=8:  8665 (0.018) ;  (0.014) ; 45996 (0.014) ; 22209 (0.013) ; 90504 (0.013) ; 11583 (0.009) ; 27847 (0.006) ; 84234 (0.006) ; 85306 (0.005) ; 68641 (0.004) ; 

0.01598958944402446   T=0,K=9:  19546 (0.001) ; 113060 (0.001) ; nlsj7276 (0.001) ; 105941 (0.001) ; 81332 (0.001) ; 95587 (0.001) ; 41044 (0.001) ; 54358 (0.001) ; nlsj6313 (0.001) ; 11058 (0.001) ; 
0.019217994769031445   T=1,K=9:  47007 (0.002) ; 75552 (0.002) ; 11058 (0.002) ; 48910 (0.002) ; 46892 (0.002) ; 68641 (0.001) ; 27489 (0.001) ; 19546 (0.001) ; 110243 (0.001) ; 43206 (0.001) ; 
0.03242162322531712   T=2,K=9:  48910 (0.004) ; 75552 (0.003) ; 47007 (0.003) ; 27489 (0.003) ; 11058 (0.003) ; 110243 (0.003) ; 47513 (0.002) ; 116470 (0.002) ; 43206 (0.002) ; 19546 (0.002) ; 
0.06682505447776266   T=3,K=9:  22209 (0.006) ;  (0.005) ; 75552 (0.005) ; 84234 (0.005) ; 47007 (0.004) ; 11058 (0.003) ; 110243 (0.003) ; 21920 (0.003) ; 48910 (0.003) ; 106094 (0.003) ; 
0.12417755261859721   T=4,K=9:   (0.029) ; 22209 (0.028) ; 84234 (0.019) ; 106094 (0.005) ; 75552 (0.005) ; 64866 (0.004) ; 11058 (0.003) ; 11583 (0.003) ; 26887 (0.003) ; 21920 (0.003) ; 
0.06351807717212647   T=5,K=9:   (0.022) ; 22209 (0.011) ; 26887 (0.009) ; 84234 (0.008) ; 260 (0.006) ; 11583 (0.005) ; 11058 (0.005) ; 90504 (0.005) ; 45996 (0.005) ; 74735 (0.005) ; 
0.05430472384287808   T=6,K=9:   (0.029) ; 90504 (0.017) ; 260 (0.014) ; 26887 (0.013) ; 45996 (0.013) ; 64866 (0.010) ; nlsj61372 (0.008) ; 79526 (0.007) ; 22209 (0.007) ; 11583 (0.007) ; 
0.08017695587505841   T=7,K=9:  90504 (0.023) ;  (0.021) ; 45996 (0.019) ; 85306 (0.014) ; 11583 (0.013) ; 8665 (0.013) ; 260 (0.013) ; 62204 (0.012) ; 74735 (0.011) ; 8909 (0.010) ; 
0.08460194772356208   T=8,K=9:   (0.070) ; 11058 (0.029) ; 85306 (0.025) ; 65552 (0.023) ; 27847 (0.016) ; 8909 (0.016) ; 22209 (0.016) ; 15893 (0.013) ; 110639 (0.012) ; 90504 (0.011) ; 
0.0769367426526619   T=9,K=9:  85306 (0.030) ; 8909 (0.023) ; 75552 (0.022) ;  (0.012) ; 65552 (0.010) ; 42214 (0.010) ; 110639 (0.010) ; 22209 (0.009) ; nlsj61372 (0.009) ; 24292 (0.008) ; 
0.08038517564043098   T=10,K=9:  8909 (0.024) ; 85306 (0.014) ; 75552 (0.010) ; 42214 (0.010) ; 68641 (0.009) ; 84421 (0.008) ; 45996 (0.007) ; nlsj61372 (0.006) ; 110639 (0.006) ; 24292 (0.005) ; 
0.08553643924124901   T=11,K=9:  85306 (0.014) ; 45996 (0.010) ; 68641 (0.010) ; 42214 (0.009) ; 73277 (0.007) ; 8909 (0.007) ; 102117 (0.006) ; 75552 (0.005) ; 46782 (0.005) ; 22209 (0.004) ; 
0.11386286637151419   T=12,K=9:  85306 (0.025) ; 45996 (0.013) ; 73277 (0.009) ; 8909 (0.008) ; 68641 (0.005) ; 4076 (0.005) ; 102117 (0.005) ; 84421 (0.005) ; 42214 (0.005) ; 75552 (0.005) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=9:   (0.015) ; 85306 (0.010) ; 22209 (0.008) ; 8909 (0.007) ; 45996 (0.007) ; 90504 (0.006) ; 75552 (0.006) ; 11058 (0.006) ; 260 (0.005) ; 65552 (0.004) ; 

===============  per time  ===============
Time=0  
0.047762401818080634   T=0,K=0:  nlsj14552 (0.003) ; 8665 (0.002) ; 45794 (0.002) ; nlsj76811 (0.002) ; 70035 (0.002) ; 33791 (0.001) ; 55814 (0.001) ; 16052 (0.001) ; 74420 (0.001) ; 95641 (0.001) ; 
0.02682897684620742   T=0,K=1:  26447 (0.002) ; 8665 (0.002) ; 260 (0.001) ; 37567 (0.001) ; 113388 (0.001) ; 16686 (0.001) ; 114624 (0.001) ; 16864 (0.001) ; 42648 (0.001) ; nlsj8598 (0.001) ; 
0.37741078891860086   T=0,K=2:  73172 (0.002) ; 7712 (0.002) ; 86108 (0.001) ; 28002 (0.001) ; 18452 (0.001) ; 23242 (0.001) ; nlsj76721 (0.001) ; 24673 (0.001) ; 42840 (0.001) ; 43048 (0.001) ; 
0.037753059449060974   T=0,K=3:  110166 (0.002) ; 62204 (0.002) ; 92323 (0.002) ; 103852 (0.001) ; 50478 (0.001) ; 112307 (0.001) ; 35219 (0.001) ; 63845 (0.001) ; 35541 (0.001) ; 8665 (0.001) ; 
0.036383689732771944   T=0,K=4:  63772 (0.003) ;  (0.002) ; 65548 (0.002) ; 52332 (0.002) ; 85907 (0.002) ; 47030 (0.002) ; 83665 (0.002) ; 70958 (0.002) ; 18436 (0.001) ; 49705 (0.001) ; 
0.0397079055202362   T=0,K=5:  nlsj95366 (0.002) ; 40882 (0.002) ; 57798 (0.001) ; nlsj2559 (0.001) ; 22164 (0.001) ; 47589 (0.001) ; 67551 (0.001) ; 102274 (0.001) ; 92108 (0.001) ; 59296 (0.001) ; 
0.017620212929750072   T=0,K=6:  nlsj9579 (0.002) ; 114615 (0.002) ; 61791 (0.002) ; 64836 (0.002) ; 96227 (0.001) ; 28458 (0.001) ; 113862 (0.001) ; 40564 (0.001) ; 61310 (0.001) ; 75552 (0.001) ; 
0.0916712454486069   T=0,K=7:  85306 (0.002) ; 4670 (0.002) ; 87543 (0.002) ; 110114 (0.001) ; 50824 (0.001) ; 18848 (0.001) ; 34855 (0.001) ; 8743 (0.001) ; 4335 (0.001) ; 104429 (0.001) ; 
0.30887212989266055   T=0,K=8:  77640 (0.002) ; 27181 (0.002) ; 113711 (0.002) ; 85306 (0.001) ; 71065 (0.001) ; 78538 (0.001) ; 84509 (0.001) ; 69903 (0.001) ; 98979 (0.001) ; 46892 (0.001) ; 
0.01598958944402446   T=0,K=9:  19546 (0.001) ; 113060 (0.001) ; nlsj7276 (0.001) ; 105941 (0.001) ; 81332 (0.001) ; 95587 (0.001) ; 41044 (0.001) ; 54358 (0.001) ; nlsj6313 (0.001) ; 11058 (0.001) ; 

Time=1  
0.17819821320769455   T=1,K=0:  nlsj14552 (0.003) ; 1564 (0.003) ; 63772 (0.002) ; nlsj76811 (0.002) ; 8665 (0.002) ; 98707 (0.002) ; 4274 (0.002) ; 53290 (0.002) ; 31161 (0.002) ; 95641 (0.002) ; 
0.06144449106870678   T=1,K=1:  8665 (0.004) ; 260 (0.003) ; 11058 (0.002) ; 113388 (0.002) ;  (0.002) ; 14181 (0.001) ; 73350 (0.001) ; 26447 (0.001) ; nlsj76838 (0.001) ; 83669 (0.001) ; 
0.13241110580299834   T=1,K=2:  30790 (0.003) ; 115193 (0.002) ; 86219 (0.002) ; 22100 (0.002) ; 65552 (0.002) ; 23242 (0.002) ; 27847 (0.002) ; 52774 (0.002) ; 28002 (0.002) ; 43048 (0.001) ; 
0.05317240040685743   T=1,K=3:  62204 (0.004) ; 84234 (0.003) ; 26887 (0.002) ; 8665 (0.002) ; nlsj14967 (0.001) ; 56030 (0.001) ; 63845 (0.001) ; 92323 (0.001) ; 15133 (0.001) ; 67762 (0.001) ; 
0.06769625384704327   T=1,K=4:   (0.005) ; 63772 (0.004) ; 52332 (0.003) ; 70958 (0.002) ; 83665 (0.002) ; 65548 (0.002) ; 82665 (0.002) ; 46195 (0.002) ; 49705 (0.002) ; 81963 (0.001) ; 
0.08911257494250448   T=1,K=5:  67551 (0.002) ; 80327 (0.002) ; 47589 (0.002) ; 94316 (0.001) ; 107753 (0.001) ; 85907 (0.001) ; nlsj95366 (0.001) ; 84434 (0.001) ; 59120 (0.001) ; 22164 (0.001) ; 
0.07188240712443625   T=1,K=6:  61791 (0.004) ;  (0.003) ; 71308 (0.003) ; 61310 (0.002) ; 64836 (0.002) ; 28458 (0.002) ; 113862 (0.002) ; 96227 (0.002) ; 114615 (0.002) ; 8909 (0.002) ; 
0.09879612680736934   T=1,K=7:  85306 (0.004) ; 97150 (0.002) ; 87543 (0.002) ; 110114 (0.002) ; 107172 (0.001) ; 110662 (0.001) ; 27385 (0.001) ; 8743 (0.001) ; 34855 (0.001) ; nlsj38720 (0.001) ; 
0.2280684320233582   T=1,K=8:   (0.003) ; 90504 (0.002) ; 11583 (0.002) ; 8665 (0.002) ; 84495 (0.002) ; 33791 (0.002) ; 97103 (0.001) ; 85760 (0.001) ; 76703 (0.001) ; 39390 (0.001) ; 
0.019217994769031445   T=1,K=9:  47007 (0.002) ; 75552 (0.002) ; 11058 (0.002) ; 48910 (0.002) ; 46892 (0.002) ; 68641 (0.001) ; 27489 (0.001) ; 19546 (0.001) ; 110243 (0.001) ; 43206 (0.001) ; 

Time=2  
0.16055021100306874   T=2,K=0:  63772 (0.008) ; 8665 (0.006) ; 1564 (0.006) ; 85306 (0.004) ; nlsj14552 (0.004) ; 31161 (0.002) ; 98707 (0.002) ; 11583 (0.002) ; 95641 (0.002) ; 22209 (0.002) ; 
0.06347566141978736   T=2,K=1:  8665 (0.007) ;  (0.005) ; 260 (0.005) ; 11058 (0.003) ; nlsj76838 (0.003) ; nlsj61372 (0.002) ; 46892 (0.002) ; 84234 (0.002) ; 113388 (0.002) ; 71308 (0.002) ; 
0.08677813475061845   T=2,K=2:  86219 (0.006) ; 52774 (0.004) ; 30790 (0.004) ; 65552 (0.004) ; 115193 (0.003) ; 28002 (0.003) ; 22100 (0.003) ; 43048 (0.002) ; 23242 (0.002) ; 31599 (0.002) ; 
0.08766843014157198   T=2,K=3:  84234 (0.009) ; 62204 (0.003) ; 45996 (0.002) ; 26887 (0.002) ; 114624 (0.002) ; 260 (0.002) ; 48580 (0.002) ; 16266 (0.002) ; 24436 (0.002) ; 22209 (0.002) ; 
0.091791938519982   T=2,K=4:  52332 (0.011) ;  (0.008) ; 63772 (0.007) ; 70958 (0.005) ; 72273 (0.004) ; 81963 (0.003) ; 84505 (0.002) ; 83665 (0.002) ; 15133 (0.002) ; 84234 (0.002) ; 
0.11105727480070501   T=2,K=5:  94316 (0.003) ; 59120 (0.003) ; 80327 (0.002) ; 85907 (0.002) ; 46613 (0.002) ; 112720 (0.002) ; 84434 (0.002) ; 22209 (0.002) ; 76744 (0.002) ; 107753 (0.002) ; 
0.1232851674222977   T=2,K=6:  63772 (0.007) ;  (0.006) ; 61791 (0.005) ; 71308 (0.005) ; 75552 (0.004) ; 65552 (0.004) ; 8909 (0.003) ; 61310 (0.003) ; 45996 (0.002) ; 19546 (0.002) ; 
0.14719636235523748   T=2,K=7:  85306 (0.010) ; 33819 (0.003) ; 22209 (0.003) ; 73064 (0.002) ; 107172 (0.002) ;  (0.002) ; 110114 (0.002) ; 65313 (0.002) ; 110662 (0.002) ; 46123 (0.002) ; 
0.0957751963614142   T=2,K=8:  90504 (0.010) ; 8665 (0.007) ; 84494 (0.007) ; 11583 (0.005) ;  (0.004) ; 33791 (0.004) ; 8909 (0.003) ; 4860 (0.002) ; 104429 (0.002) ; 97103 (0.002) ; 
0.03242162322531712   T=2,K=9:  48910 (0.004) ; 75552 (0.003) ; 47007 (0.003) ; 27489 (0.003) ; 11058 (0.003) ; 110243 (0.003) ; 47513 (0.002) ; 116470 (0.002) ; 43206 (0.002) ; 19546 (0.002) ; 

Time=3  
0.15626169141901247   T=3,K=0:  63772 (0.027) ; 8665 (0.020) ; 85306 (0.010) ; 22209 (0.006) ; 1564 (0.005) ; 2031 (0.005) ; nlsj76838 (0.004) ; 50073 (0.004) ; 31161 (0.003) ; 52093 (0.003) ; 
0.08886429211883269   T=3,K=1:  8665 (0.014) ;  (0.008) ; 260 (0.006) ; 26197 (0.005) ; 11058 (0.004) ; nlsj61372 (0.003) ; 71308 (0.003) ; 22209 (0.003) ; 63772 (0.003) ; 19870 (0.003) ; 
0.06690207472364677   T=3,K=2:  65552 (0.009) ; 86219 (0.008) ; 115193 (0.005) ; 30790 (0.004) ; 28002 (0.004) ; 22100 (0.003) ;  (0.003) ; 52774 (0.003) ; 112472 (0.002) ; 64866 (0.002) ; 
0.06471383302768331   T=3,K=3:  84234 (0.019) ; 45996 (0.007) ; 62204 (0.005) ; 24436 (0.004) ; 98234 (0.003) ; 84494 (0.003) ; 65552 (0.003) ; 114624 (0.003) ; 52093 (0.003) ; 22209 (0.003) ; 
0.1611503150105986   T=3,K=4:   (0.018) ; 70958 (0.008) ; 52332 (0.006) ; 63772 (0.006) ; nlsj61372 (0.005) ; 15133 (0.005) ; 8665 (0.004) ; 81963 (0.004) ; 84505 (0.004) ; 72273 (0.004) ; 
0.07370198548547002   T=3,K=5:  22209 (0.004) ; 59120 (0.003) ; 72627 (0.003) ; 107773 (0.003) ; 60340 (0.003) ; 26197 (0.003) ; 45773 (0.003) ; 80327 (0.003) ; 85907 (0.003) ; 86184 (0.002) ; 
0.1362866376913707   T=3,K=6:  65552 (0.018) ;  (0.013) ; 75552 (0.011) ; 61791 (0.009) ; 63772 (0.005) ; 71308 (0.004) ; 8909 (0.003) ; 45996 (0.003) ; 86219 (0.003) ; 78100 (0.002) ; 
0.11506368173604259   T=3,K=7:  85306 (0.011) ; 22209 (0.008) ; 2654 (0.004) ; 33819 (0.004) ; 73064 (0.003) ; 12409 (0.003) ;  (0.003) ; 56393 (0.003) ; 45996 (0.003) ; 110639 (0.002) ; 
0.07023043430958012   T=3,K=8:  8665 (0.026) ; 90504 (0.023) ; 33791 (0.011) ; 84494 (0.007) ; 27847 (0.007) ; nlsj40132 (0.006) ; 22209 (0.006) ; 11583 (0.005) ; 19972 (0.005) ;  (0.004) ; 
0.06682505447776266   T=3,K=9:  22209 (0.006) ;  (0.005) ; 75552 (0.005) ; 84234 (0.005) ; 47007 (0.004) ; 11058 (0.003) ; 110243 (0.003) ; 21920 (0.003) ; 48910 (0.003) ; 106094 (0.003) ; 

Time=4  
0.09568409082085726   T=4,K=0:  8665 (0.047) ; 22209 (0.012) ; 63772 (0.009) ; 1564 (0.004) ; 31236 (0.004) ; 8909 (0.004) ;  (0.004) ; 85306 (0.003) ; 52093 (0.003) ; 71308 (0.003) ; 
0.08811258113944721   T=4,K=1:  26197 (0.025) ; 260 (0.008) ;  (0.008) ; 71308 (0.007) ; nlsj9582 (0.005) ; 8665 (0.005) ; 63772 (0.005) ; nlsj61372 (0.005) ; 8909 (0.004) ; 84505 (0.004) ; 
0.0852864296570477   T=4,K=2:  115193 (0.005) ; 65552 (0.005) ; 28002 (0.005) ; 30790 (0.004) ; 86219 (0.004) ;  (0.004) ; 11583 (0.004) ; 63772 (0.003) ; 1899 (0.003) ; 90504 (0.003) ; 
0.13566978077368452   T=4,K=3:  45996 (0.022) ; 24436 (0.009) ; 84234 (0.009) ; 65552 (0.008) ; 98234 (0.006) ; 26887 (0.005) ; 260 (0.005) ; 33623 (0.004) ; 62204 (0.004) ;  (0.003) ; 
0.08919618449679131   T=4,K=4:  nlsj61372 (0.036) ;  (0.036) ; 8665 (0.024) ; 84505 (0.007) ; 112794 (0.005) ; 46123 (0.005) ; 63772 (0.005) ; 15133 (0.005) ; 104429 (0.004) ; 52332 (0.004) ; 
0.12106689842306861   T=4,K=5:  105974 (0.005) ; 65552 (0.004) ; 63772 (0.004) ; nlsj14967 (0.004) ; 22209 (0.004) ; 85306 (0.004) ; 72627 (0.003) ; 86184 (0.003) ; 51358 (0.003) ; 21920 (0.003) ; 
0.07296028741025676   T=4,K=6:   (0.008) ; 65552 (0.006) ; 63772 (0.004) ; 86219 (0.004) ; 75552 (0.004) ; 45996 (0.004) ; 85306 (0.004) ; 84363 (0.003) ; 21920 (0.003) ; 84494 (0.003) ; 
0.10392391520070202   T=4,K=7:  85306 (0.007) ; 33819 (0.006) ; 22209 (0.006) ; 16051 (0.004) ; 2777 (0.004) ;  (0.004) ; 4076 (0.003) ; 260 (0.003) ; 84494 (0.003) ; 45996 (0.003) ; 
0.08392227945954744   T=4,K=8:  8665 (0.041) ; 22209 (0.026) ; 27847 (0.020) ; 19972 (0.012) ; 90504 (0.011) ; 11583 (0.005) ; 33791 (0.004) ; 84494 (0.004) ; 63772 (0.003) ; 4845 (0.003) ; 
0.12417755261859721   T=4,K=9:   (0.029) ; 22209 (0.028) ; 84234 (0.019) ; 106094 (0.005) ; 75552 (0.005) ; 64866 (0.004) ; 11058 (0.003) ; 11583 (0.003) ; 26887 (0.003) ; 21920 (0.003) ; 

Time=5  
0.08530680696206631   T=5,K=0:  8665 (0.049) ; 22209 (0.022) ; 63772 (0.007) ;  (0.006) ; 11583 (0.005) ; nlsj76838 (0.005) ; 31236 (0.005) ; 85306 (0.005) ; 45996 (0.004) ; 86305 (0.004) ; 
0.08441184448493189   T=5,K=1:   (0.019) ; 8665 (0.012) ; 63772 (0.011) ; 22209 (0.011) ; 45996 (0.009) ; 260 (0.009) ; 26197 (0.008) ; nlsj9582 (0.005) ; 31236 (0.005) ; 71308 (0.004) ; 
0.14510770071377613   T=5,K=2:  65552 (0.013) ; 45996 (0.011) ; 115193 (0.011) ; 28002 (0.009) ; 22209 (0.008) ;  (0.006) ; 90504 (0.006) ; 85306 (0.005) ; 72202 (0.004) ; 86219 (0.004) ; 
0.27628433852272766   T=5,K=3:  24436 (0.018) ; 65552 (0.015) ; 260 (0.008) ; 84234 (0.006) ; 19972 (0.005) ; 84513 (0.005) ; 66507 (0.004) ; 45996 (0.004) ; 85306 (0.004) ; 63772 (0.004) ; 
0.13191838696056057   T=5,K=4:   (0.036) ; 8665 (0.022) ; nlsj61372 (0.018) ; 84505 (0.008) ; 112794 (0.006) ; 17478 (0.006) ; 45996 (0.006) ; 63772 (0.006) ; 6339 (0.005) ; 15133 (0.005) ; 
0.03247414043148317   T=5,K=5:  85306 (0.008) ;  (0.006) ; 45996 (0.006) ; 260 (0.006) ; 22209 (0.006) ; 63772 (0.005) ; 76703 (0.004) ; 84234 (0.003) ; 86184 (0.003) ; nlsj14967 (0.003) ; 
0.05688728673339852   T=5,K=6:  63772 (0.010) ;  (0.008) ; 65552 (0.006) ; 45996 (0.006) ; 8665 (0.006) ; 83774 (0.004) ; 85306 (0.004) ; 90504 (0.004) ; 75552 (0.004) ; 84494 (0.004) ; 
0.06151268211351173   T=5,K=7:  22209 (0.012) ; 85306 (0.009) ; 33819 (0.007) ; 45996 (0.007) ; 49875 (0.005) ; 74735 (0.005) ; 68641 (0.005) ; 84234 (0.005) ;  (0.004) ; 48291 (0.004) ; 
0.06257873590541771   T=5,K=8:  8665 (0.025) ; 22209 (0.022) ; 90504 (0.016) ; 27847 (0.012) ; 85306 (0.007) ; 19972 (0.007) ; 45996 (0.007) ; 11583 (0.006) ;  (0.005) ; 90933 (0.004) ; 
0.06351807717212647   T=5,K=9:   (0.022) ; 22209 (0.011) ; 26887 (0.009) ; 84234 (0.008) ; 260 (0.006) ; 11583 (0.005) ; 11058 (0.005) ; 90504 (0.005) ; 45996 (0.005) ; 74735 (0.005) ; 

Time=6  
0.10861558226537496   T=6,K=0:  22209 (0.046) ; 8665 (0.030) ; 63772 (0.015) ;  (0.013) ; 85306 (0.013) ; 45996 (0.013) ; 11583 (0.008) ; 7911 (0.007) ; 49875 (0.006) ; nlsj14967 (0.006) ; 
0.057869563196162176   T=6,K=1:   (0.034) ; 45996 (0.016) ; 8665 (0.016) ; 11583 (0.014) ; 113388 (0.012) ; 31236 (0.012) ; 63772 (0.011) ; 19972 (0.009) ; 42214 (0.009) ; 22209 (0.009) ; 
0.1828830186513251   T=6,K=2:  45996 (0.017) ;  (0.017) ; 115193 (0.013) ; 22209 (0.012) ; 90504 (0.011) ; 65552 (0.010) ; 84494 (0.009) ; 28002 (0.009) ; 83987 (0.008) ; 103972 (0.006) ; 
0.1969308859291941   T=6,K=3:  65552 (0.017) ; 19972 (0.013) ; 66507 (0.009) ; 260 (0.009) ; 24436 (0.008) ; 68641 (0.008) ; 22209 (0.008) ; 84234 (0.006) ; 63772 (0.006) ; 85306 (0.006) ; 
0.16201642258832452   T=6,K=4:  8665 (0.026) ;  (0.025) ; 45996 (0.015) ; nlsj61372 (0.012) ; 22209 (0.011) ; 63772 (0.009) ; 84505 (0.007) ; 31236 (0.006) ; 85306 (0.006) ; 112794 (0.005) ; 
0.05707878275787043   T=6,K=5:  45996 (0.020) ; 22209 (0.014) ; 8665 (0.010) ; 72254 (0.010) ; 260 (0.009) ; 33819 (0.008) ; 85306 (0.007) ; 1899 (0.006) ; 62204 (0.006) ; 55544 (0.005) ; 
0.08485557335151042   T=6,K=6:  63772 (0.024) ; 45996 (0.014) ; 8665 (0.014) ;  (0.012) ; 83774 (0.008) ; 90504 (0.008) ; 31161 (0.005) ; 42214 (0.004) ; 87537 (0.004) ; 65552 (0.004) ; 
0.03532397085106312   T=6,K=7:  33819 (0.015) ; 22209 (0.014) ; 45996 (0.013) ; 68641 (0.012) ; 85306 (0.009) ; 106094 (0.006) ; 84234 (0.006) ; 60003 (0.005) ; 11058 (0.005) ; 8665 (0.005) ; 
0.060121476566297224   T=6,K=8:  8665 (0.024) ; 22209 (0.020) ; 90504 (0.019) ; 85306 (0.017) ; 45996 (0.013) ;  (0.012) ; 11583 (0.008) ; 27847 (0.008) ; 64866 (0.007) ; nlsj61372 (0.006) ; 
0.05430472384287808   T=6,K=9:   (0.029) ; 90504 (0.017) ; 260 (0.014) ; 26887 (0.013) ; 45996 (0.013) ; 64866 (0.010) ; nlsj61372 (0.008) ; 79526 (0.007) ; 22209 (0.007) ; 11583 (0.007) ; 

Time=7  
0.06994222014581154   T=7,K=0:  22209 (0.035) ;  (0.026) ; 45996 (0.025) ; 11583 (0.020) ; 85306 (0.019) ; 63772 (0.018) ; 8665 (0.018) ; 49875 (0.011) ; 8909 (0.010) ; 7911 (0.006) ; 
