1170 documents , 1 concepts , 3436 context features (113388) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.0646071891124629   T=0,K=0:  πατήρ [80011] (0.028) ; ἐνέχυρον [35485] (0.024) ; λαμβάνω [61791] (0.022) ; θάνατος [47876] (0.018) ; πλείων [83669] (0.017) ; μαρτύριον [65089] (0.015) ; Ἑλλάς [33791] (0.015) ; πάρειμι [79223] (0.014) ; δέησις [23628] (0.013) ; δίδωμι [26447] (0.012) ; 
0.0012807047709450072   T=1,K=5:  πολύς [85306] (0.063) ; θεός [48291] (0.024) ; υἱός [106566] (0.021) ; πραγματεία [86114] (0.019) ; ψευδής [115471] (0.018) ; ἐπιχώριος [41705] (0.017) ; χρόνος [114753] (0.014) ; μᾶλλον [64866] (0.013) ; χριστός [114725] (0.012) ; νόμος [nlsj76838] (0.011) ; 
0.002855031835862069   T=2,K=5:  πολύς [85306] (0.067) ; θεός [48291] (0.027) ; ψευδής [115471] (0.018) ; ἐλπίς [33903] (0.018) ; μᾶλλον [64866] (0.016) ; χριστός [114725] (0.015) ; χρόνος [114753] (0.015) ; κύριος [61056] (0.014) ; γίγνομαι [22209] (0.014) ; νόμος [nlsj76838] (0.013) ; 
0.0030050809106429693   T=3,K=5:  πολύς [85306] (0.058) ; θεός [48291] (0.030) ; γίγνομαι [22209] (0.019) ; μᾶλλον [64866] (0.018) ; υἱός [106566] (0.017) ; χριστός [114725] (0.016) ; ἐλπίς [33903] (0.016) ; ψευδής [115471] (0.015) ; πολυστέφανος [85361] (0.013) ; κύριος [61056] (0.012) ; 
0.009347782697264247   T=4,K=5:  θεός [48291] (0.034) ; πολύς [85306] (0.031) ; γίγνομαι [22209] (0.028) ; χριστός [114725] (0.024) ; ψευδής [115471] (0.017) ; υἱός [106566] (0.017) ; ἐλπίς [33903] (0.014) ; Ἰησοῦς [50171] (0.014) ; κύριος [61056] (0.013) ; μᾶλλον [64866] (0.012) ; 
0.017015329003366535   T=5,K=5:  θεός [48291] (0.036) ; χριστός [114725] (0.032) ; πολύς [85306] (0.024) ; Ἰησοῦς [50171] (0.022) ; γίγνομαι [22209] (0.016) ; ἐλπίς [33903] (0.015) ; ψευδής [115471] (0.015) ; σκέπη [94706] (0.014) ; δίδωμι [26447] (0.013) ; υἱός [106566] (0.013) ; 
0.04047961947344364   T=6,K=5:  χριστός [114725] (0.028) ; πολύς [85306] (0.024) ; θεός [48291] (0.021) ; ψευδής [115471] (0.020) ; Ἰησοῦς [50171] (0.019) ; κύριος [61056] (0.018) ; ἐλπίς [33903] (0.016) ; μᾶλλον [64866] (0.015) ; γίγνομαι [22209] (0.014) ; δίδωμι [26447] (0.013) ; 
0.03122880055084243   T=7,K=5:  πολύς [85306] (0.032) ; Ἰησοῦς [50171] (0.025) ; χριστός [114725] (0.022) ; δίδωμι [26447] (0.021) ; κύριος [61056] (0.019) ; θεός [48291] (0.016) ; ἐλπίς [33903] (0.013) ; μᾶλλον [64866] (0.013) ; νόμος [nlsj76838] (0.013) ; παρασκευή [78765] (0.011) ; 
0.06925467215009208   T=8,K=5:  πολύς [85306] (0.030) ; δίδωμι [26447] (0.028) ; θεός [48291] (0.028) ; Ἰησοῦς [50171] (0.027) ; χριστός [114725] (0.022) ; γίγνομαι [22209] (0.017) ; ἐλπίς [33903] (0.016) ; κύριος [61056] (0.015) ; μᾶλλον [64866] (0.012) ; ἀμείβω [5103] (0.012) ; 
0.04441274397181003   T=9,K=5:  Ἰησοῦς [50171] (0.031) ; δίδωμι [26447] (0.025) ; κύριος [61056] (0.021) ; πολύς [85306] (0.021) ; χριστός [114725] (0.017) ; γίγνομαι [22209] (0.016) ; ἐλπίς [33903] (0.013) ; νόμος [nlsj76838] (0.013) ; ἀρχή [15893] (0.012) ; υἱός [106566] (0.011) ; 
0.04604596307429849   T=10,K=5:  Ἰησοῦς [50171] (0.026) ; πολύς [85306] (0.022) ; χριστός [114725] (0.021) ; δίδωμι [26447] (0.018) ; ἐλπίς [33903] (0.018) ; ἀρχή [15893] (0.015) ; πλοῖον [83928] (0.013) ; νόμος [nlsj76838] (0.012) ; κύριος [61056] (0.012) ; φίλιος [111032] (0.011) ; 
0.0524136985665979   T=11,K=5:  πολύς [85306] (0.032) ; ἀρχή [15893] (0.023) ; Ἰησοῦς [50171] (0.020) ; χριστός [114725] (0.016) ; υἱός [106566] (0.016) ; δίδωμι [26447] (0.015) ; πλοῖον [83928] (0.013) ; χάρις [113388] (0.013) ; κύριος [61056] (0.012) ; νόμος [nlsj76838] (0.012) ; 
0.06487752591493867   T=12,K=5:  ἀρχή [15893] (0.038) ; πολύς [85306] (0.037) ; Ἰησοῦς [50171] (0.022) ; νόμος [nlsj76838] (0.019) ; χριστός [114725] (0.016) ; κύριος [61056] (0.014) ; ἀμείβω [5103] (0.013) ; ψευδής [115471] (0.012) ; πλοῖον [83928] (0.011) ; υἱός [106566] (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  πολύς [85306] (0.037) ; θεός [48291] (0.020) ; χριστός [114725] (0.020) ; Ἰησοῦς [50171] (0.018) ; γίγνομαι [22209] (0.014) ; ψευδής [115471] (0.014) ; υἱός [106566] (0.014) ; κύριος [61056] (0.014) ; ἐλπίς [33903] (0.013) ; δίδωμι [26447] (0.013) ; 

0.00600498874231176   T=0,K=6:  πόλις [84494] (0.047) ; πολύς [85306] (0.023) ; χρῆμα [114624] (0.018) ; κομίζω [58790] (0.016) ; οἴομαι [72610] (0.014) ; πράσσω [86219] (0.013) ; πατήρ [80011] (0.013) ; κῦρος [61072] (0.011) ; ἕτερος [43206] (0.010) ; Κερκύων [nlsj6216] (0.010) ; 
0.02234477106159892   T=1,K=6:  πόλις [84494] (0.050) ; πολύς [85306] (0.031) ; χρῆμα [114624] (0.020) ; πατήρ [80011] (0.019) ; πράσσω [86219] (0.014) ; κομίζω [58790] (0.014) ; ἕτερος [43206] (0.013) ; Κερκύων [nlsj6216] (0.012) ; οἴομαι [72610] (0.011) ; ἀετός [1789] (0.011) ; 
0.11012985795090793   T=2,K=6:  πόλις [84494] (0.027) ; πολύς [85306] (0.027) ; πράσσω [86219] (0.016) ; χρῆμα [114624] (0.016) ; οἴομαι [72610] (0.014) ; πατήρ [80011] (0.013) ; Κερκύων [nlsj6216] (0.012) ; ἄγω [1083] (0.012) ; ἀετός [1789] (0.010) ; Θεσσαλός [48551] (0.010) ; 
0.08794640314385527   T=3,K=6:  πολύς [85306] (0.034) ; γίγνομαι [22209] (0.020) ; πράσσω [86219] (0.014) ; πόλις [84494] (0.013) ; χρῆμα [114624] (0.012) ; διάταξις [26031] (0.012) ; πρότερος [90504] (0.011) ; ὅμοιος [73672] (0.010) ; Κερκύων [nlsj6216] (0.010) ; ἄδικος [1397] (0.009) ; 
0.09832939395421827   T=4,K=6:  πολύς [85306] (0.034) ; γίγνομαι [22209] (0.017) ; διάταξις [26031] (0.016) ; χρῆμα [114624] (0.014) ; πράσσω [86219] (0.014) ; τροφή [105550] (0.013) ; ἀετός [1789] (0.011) ; δῆμος [24436] (0.010) ; πατήρ [80011] (0.010) ; ἄδικος [1397] (0.010) ; 
0.06894793106835415   T=5,K=6:  πολύς [85306] (0.026) ; χρῆμα [114624] (0.014) ; πράσσω [86219] (0.014) ; ἀετός [1789] (0.014) ; χρήσιμος [114651] (0.013) ; γίγνομαι [22209] (0.013) ; μᾶλλον [64866] (0.012) ; ὅμοιος [73672] (0.011) ; δῆμος [24436] (0.010) ; κέρδος [56840] (0.010) ; 
0.03177397775491048   T=6,K=6:  πολύς [85306] (0.028) ; μανθάνω [64914] (0.015) ; διάταξις [26031] (0.013) ; χρήσιμος [114651] (0.011) ; μᾶλλον [64866] (0.011) ; χρῆμα [114624] (0.011) ; γίγνομαι [22209] (0.011) ; δῆμος [24436] (0.010) ; εὐθύς [43977] (0.009) ; πάτριος [80042] (0.009) ; 
0.027980088854872468   T=7,K=6:  πολύς [85306] (0.022) ; μᾶλλον [64866] (0.016) ; μανθάνω [64914] (0.014) ; δῆμος [24436] (0.013) ; ἀρόω [15388] (0.013) ; διάταξις [26031] (0.011) ; ἄξιος [11058] (0.010) ; πατήρ [80011] (0.009) ; εὐθύς [43977] (0.009) ; γίγνομαι [22209] (0.009) ; 
0.023613910178550697   T=8,K=6:  μᾶλλον [64866] (0.023) ; πολύς [85306] (0.016) ; μανθάνω [64914] (0.012) ; δῆμος [24436] (0.011) ; ἄξιος [11058] (0.011) ; ἀρόω [15388] (0.011) ; πράσσω [86219] (0.011) ; τιμάω [103972] (0.010) ; εὐθύς [43977] (0.010) ; γίγνομαι [22209] (0.009) ; 
0.058200316467953345   T=9,K=6:  μᾶλλον [64866] (0.021) ; κομίζω [58790] (0.016) ; πολύς [85306] (0.012) ; γίγνομαι [22209] (0.012) ; ἄξιος [11058] (0.012) ; μανθάνω [64914] (0.011) ; τιμάω [103972] (0.011) ; πράσσω [86219] (0.011) ; πάτριος [80042] (0.008) ; ὑπέχω [108024] (0.008) ; 
0.029425316921685055   T=10,K=6:  πολύς [85306] (0.019) ; κομίζω [58790] (0.016) ; πράσσω [86219] (0.016) ; μανθάνω [64914] (0.015) ; μᾶλλον [64866] (0.014) ; ἄξιος [11058] (0.013) ; ἔχω [45996] (0.013) ; διάταξις [26031] (0.013) ; πάτριος [80042] (0.012) ; ὅμοιος [73672] (0.011) ; 
0.011817815928228347   T=11,K=6:  ἔχω [45996] (0.020) ; ἄξιος [11058] (0.016) ; κομίζω [58790] (0.016) ; πράσσω [86219] (0.015) ; ὅμοιος [73672] (0.014) ; γίγνομαι [22209] (0.014) ; πολύς [85306] (0.013) ; μᾶλλον [64866] (0.011) ; χράομαι [114548] (0.010) ; μανθάνω [64914] (0.009) ; 
0.005628309283998709   T=12,K=6:  κομίζω [58790] (0.021) ; ἄξιος [11058] (0.020) ; μᾶλλον [64866] (0.019) ; οἶδα [72202] (0.014) ; πολύς [85306] (0.013) ; ἔχω [45996] (0.012) ; πράσσω [86219] (0.011) ; τιμάω [103972] (0.011) ; Θεσσαλός [48551] (0.010) ; ὅμοιος [73672] (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  πολύς [85306] (0.023) ; πόλις [84494] (0.014) ; πράσσω [86219] (0.013) ; μᾶλλον [64866] (0.012) ; κομίζω [58790] (0.012) ; γίγνομαι [22209] (0.011) ; χρῆμα [114624] (0.010) ; μανθάνω [64914] (0.010) ; ἄξιος [11058] (0.010) ; διάταξις [26031] (0.009) ; 

0.10919861262335707   T=0,K=7:  ἀποδίδωμι [12485] (0.036) ; γίγνομαι [22209] (0.029) ; δῆμος [24436] (0.016) ; τιμή [103975] (0.012) ; πολύς [85306] (0.012) ; ναυμαχία [69839] (0.012) ; εἶπον [31161] (0.012) ; πάσχω [79983] (0.011) ; οἶδα [72202] (0.010) ; πλεῖστος [83665] (0.010) ; 
0.15386118965839055   T=1,K=7:  ἀποδίδωμι [12485] (0.048) ; γίγνομαι [22209] (0.045) ; δῆμος [24436] (0.016) ; οἶδα [72202] (0.015) ; τιμή [103975] (0.015) ; ἔχω [45996] (0.014) ; πολύς [85306] (0.011) ; πολιτεία [84505] (0.010) ; Ἕλλην [33819] (0.010) ; ποιέω [84234] (0.010) ; 
0.14931011013629572   T=2,K=7:  ἀποδίδωμι [12485] (0.037) ; γίγνομαι [22209] (0.025) ; ἔχω [45996] (0.023) ; οἶδα [72202] (0.019) ; πολύς [85306] (0.015) ; ποιέω [84234] (0.013) ; τιμή [103975] (0.011) ; ἁμαρτάνω [4958] (0.011) ; δῆμος [24436] (0.010) ; λόγος [63772] (0.010) ; 
0.08743960037440028   T=3,K=7:  γίγνομαι [22209] (0.022) ; ἀποδίδωμι [12485] (0.022) ; τιμή [103975] (0.018) ; πολύς [85306] (0.017) ; ἔχω [45996] (0.016) ; οἶδα [72202] (0.014) ; ποιέω [84234] (0.013) ; πάσχω [79983] (0.011) ; βίος [19972] (0.009) ; πόλις [84494] (0.009) ; 
0.17858426892288645   T=4,K=7:  πολύς [85306] (0.021) ; τιμή [103975] (0.021) ; ἀποδίδωμι [12485] (0.019) ; ποιέω [84234] (0.018) ; ἔχω [45996] (0.017) ; οἶδα [72202] (0.013) ; γίγνομαι [22209] (0.012) ; εὖ [43309] (0.012) ; πάσχω [79983] (0.009) ; Ἕλλην [33819] (0.009) ; 
0.06834947450929327   T=5,K=7:  ἀποδίδωμι [12485] (0.025) ; ἔχω [45996] (0.023) ; τιμή [103975] (0.020) ; πολύς [85306] (0.017) ; ποιέω [84234] (0.017) ; γίγνομαι [22209] (0.011) ; εὖ [43309] (0.011) ; οἶδα [72202] (0.010) ; τρόπος [nlsj107632] (0.010) ; Ἕλλην [33819] (0.009) ; 
0.03312843584507432   T=6,K=7:  ποιέω [84234] (0.018) ; τιμή [103975] (0.017) ; ἔχω [45996] (0.015) ; εὖ [43309] (0.014) ; ἀποδίδωμι [12485] (0.012) ; καλός [nlsj61372] (0.011) ; λόγος [63772] (0.011) ; πρᾶγμα [86112] (0.010) ; γίγνομαι [22209] (0.010) ; οἶδα [72202] (0.010) ; 
0.0989486091746354   T=7,K=7:  ἔχω [45996] (0.023) ; ποιέω [84234] (0.015) ; τιμή [103975] (0.014) ; λόγος [63772] (0.012) ; πολύς [85306] (0.011) ; φημί [110639] (0.011) ; οἶδα [72202] (0.011) ; ἅπας [11583] (0.010) ; καλός [nlsj61372] (0.010) ; γίγνομαι [22209] (0.010) ; 
0.12014863269128072   T=8,K=7:  τιμή [103975] (0.018) ; λόγος [63772] (0.018) ; γίγνομαι [22209] (0.015) ; ποιέω [84234] (0.013) ; ἔχω [45996] (0.012) ; οἶδα [72202] (0.012) ; φημί [110639] (0.012) ; θεός [48291] (0.011) ; ἅπας [11583] (0.010) ; ἔργον [42214] (0.010) ; 
0.08087724845977715   T=9,K=7:  λόγος [63772] (0.020) ; γίγνομαι [22209] (0.015) ; θεός [48291] (0.014) ; ἔχω [45996] (0.014) ; ποιέω [84234] (0.013) ; τιμή [103975] (0.011) ; φημί [110639] (0.010) ; ἀίω [29883] (0.009) ; νῦν [71308] (0.009) ; δέομαι [nlsj32160] (0.009) ; 
0.15579659008335744   T=10,K=7:  λόγος [63772] (0.038) ; θεός [48291] (0.024) ; ποιέω [84234] (0.015) ; γίγνομαι [22209] (0.014) ; ἀποδίδωμι [12485] (0.012) ; τιμή [103975] (0.010) ; ἅπας [11583] (0.009) ; ἄγω [1083] (0.008) ; ἔχω [45996] (0.008) ; Ἕλλην [33819] (0.008) ; 
0.08251006710590335   T=11,K=7:  θεός [48291] (0.038) ; λόγος [63772] (0.018) ; ποιέω [84234] (0.014) ; δῆμος [24436] (0.013) ; γίγνομαι [22209] (0.013) ; ἀποδίδωμι [12485] (0.012) ; ἄγω [1083] (0.012) ; Ἕλλην [33819] (0.011) ; ἄνθρωπος [8909] (0.010) ; γυνή [23069] (0.010) ; 
0.12672186584107423   T=12,K=7:  θεός [48291] (0.047) ; ἄνθρωπος [8909] (0.013) ; Ἀριστείδης [nlsj2705] (0.013) ; γίγνομαι [22209] (0.012) ; ποιέω [84234] (0.012) ; δῆμος [24436] (0.012) ; λόγος [63772] (0.010) ; δέομαι [nlsj32160] (0.010) ; νῦν [71308] (0.010) ; εἶπον [31161] (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=7:  ἀποδίδωμι [12485] (0.020) ; γίγνομαι [22209] (0.018) ; θεός [48291] (0.015) ; ἔχω [45996] (0.014) ; ποιέω [84234] (0.014) ; τιμή [103975] (0.014) ; λόγος [63772] (0.013) ; οἶδα [72202] (0.011) ; πολύς [85306] (0.011) ; δῆμος [24436] (0.009) ; 

0.059544528548797035   T=0,K=8:  ἀναγκάζω [6325] (0.031) ; ὑπομένω [108780] (0.023) ; θέα [nlsj96033] (0.021) ; ἔχω [45996] (0.021) ; λέγω [62204] (0.020) ; ὅσος [75552] (0.018) ; προσαγωγή [88470] (0.016) ; φέρω [110598] (0.014) ; μήτηρ [67543] (0.013) ; πηγή [82881] (0.013) ; 
0.022824747835113696   T=1,K=8:  ὑπομένω [108780] (0.021) ; ἀναγκάζω [6325] (0.020) ; λέγω [62204] (0.018) ; καθά [51647] (0.018) ; ἔχω [45996] (0.016) ; φέρω [110598] (0.015) ; μήτηρ [67543] (0.015) ; πράσσω [86219] (0.014) ; θεός [48291] (0.013) ; θέα [nlsj96033] (0.013) ; 
0.0829500800695126   T=2,K=8:  ὑπομένω [108780] (0.022) ; ἀναγκάζω [6325] (0.020) ; καθά [51647] (0.019) ; θεός [48291] (0.019) ; ἔχω [45996] (0.017) ; πηγή [82881] (0.017) ; φέρω [110598] (0.016) ; λέγω [62204] (0.016) ; μήτηρ [67543] (0.015) ; εὔνοια [44552] (0.012) ; 
0.06367107113611492   T=3,K=8:  καθά [51647] (0.026) ; λέγω [62204] (0.022) ; ὑπομένω [108780] (0.016) ; ἔχω [45996] (0.015) ; φέρω [110598] (0.015) ; μήτηρ [67543] (0.013) ; ἀναγκάζω [6325] (0.012) ; ἡδονά [nlsj59172] (0.011) ; πόλις [84494] (0.010) ; θεός [48291] (0.010) ; 
0.05619601032235978   T=4,K=8:  καθά [51647] (0.023) ; λέγω [62204] (0.022) ; ἔχω [45996] (0.018) ; φέρω [110598] (0.016) ; ἡδονά [nlsj59172] (0.014) ; ὑπομένω [108780] (0.012) ; πόλις [84494] (0.012) ; μόνος [68641] (0.011) ; εἴτε [31565] (0.011) ; ἐλεύθερος [33618] (0.010) ; 
0.05940723226783355   T=5,K=8:  λέγω [62204] (0.022) ; ὑπομένω [108780] (0.013) ; φέρω [110598] (0.012) ; ἔχω [45996] (0.012) ; ἐρῆμος [42381] (0.012) ; καθά [51647] (0.010) ; πόλις [84494] (0.010) ; ἡδονά [nlsj59172] (0.010) ; εἴτε [31565] (0.009) ; ἐλεύθερος [33618] (0.009) ; 
0.0320240697764353   T=6,K=8:  λέγω [62204] (0.016) ; φέρω [110598] (0.014) ; ὑπομένω [108780] (0.013) ; εἴτε [31565] (0.013) ; ἡδονά [nlsj59172] (0.012) ; καθά [51647] (0.012) ; ἔχω [45996] (0.012) ; ἐρῆμος [42381] (0.012) ; ὅσος [75552] (0.010) ; φίλος [nlsj56179] (0.010) ; 
0.051088995892868624   T=7,K=8:  ἡδονά [nlsj59172] (0.018) ; δύναμις [28569] (0.015) ; ὅσος [75552] (0.015) ; εἴτε [31565] (0.012) ; γένος [21920] (0.012) ; ἔχω [45996] (0.011) ; ὑπομένω [108780] (0.010) ; λέγω [62204] (0.010) ; φέρω [110598] (0.009) ; καθά [51647] (0.009) ; 
0.09650985906125721   T=8,K=8:  δύναμις [28569] (0.016) ; λόγος [63772] (0.015) ; ὅσος [75552] (0.013) ; ἡδονά [nlsj59172] (0.012) ; φίλος [nlsj56179] (0.011) ; χρῆμα [114624] (0.010) ; εἴτε [31565] (0.010) ; γνώμη [22502] (0.010) ; φέρω [110598] (0.010) ; γένος [21920] (0.010) ; 
0.15187595219083191   T=9,K=8:  λόγος [63772] (0.027) ; γνώμη [22502] (0.016) ; εἴτε [31565] (0.014) ; πόλις [84494] (0.013) ; μάλιστα [nlsj71743] (0.011) ; ὅσος [75552] (0.011) ; ἅπας [11583] (0.010) ; δέομαι [nlsj32160] (0.010) ; καθά [51647] (0.010) ; φέρω [110598] (0.009) ; 
0.07708897531666885   T=10,K=8:  πόλις [84494] (0.025) ; λόγος [63772] (0.024) ; ὅσος [75552] (0.016) ; εἴτε [31565] (0.015) ; μόνος [68641] (0.014) ; δύναμις [28569] (0.011) ; θεός [48291] (0.011) ; γάμος [21578] (0.010) ; φίλος [nlsj56179] (0.010) ; ὥσπερ [116416] (0.010) ; 
0.04821846865340949   T=11,K=8:  λόγος [63772] (0.035) ; πόλις [84494] (0.028) ; εἴτε [31565] (0.022) ; ὅσος [75552] (0.020) ; λέγω [62204] (0.013) ; ὥσπερ [116416] (0.013) ; εἰσχάω [nlsj19031] (0.012) ; μόνος [68641] (0.012) ; φρόνησις [112356] (0.012) ; θεός [48291] (0.011) ; 
0.04324753695512917   T=12,K=8:  λόγος [63772] (0.032) ; ὅσος [75552] (0.028) ; πόλις [84494] (0.022) ; λέγω [62204] (0.019) ; εἴτε [31565] (0.015) ; μόνος [68641] (0.015) ; ἡδονά [nlsj59172] (0.014) ; ὥσπερ [116416] (0.013) ; ἐπιεικής [39331] (0.013) ; γάμος [21578] (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=8:  λέγω [62204] (0.015) ; λόγος [63772] (0.014) ; καθά [51647] (0.013) ; ὅσος [75552] (0.013) ; πόλις [84494] (0.013) ; ὑπομένω [108780] (0.012) ; ἔχω [45996] (0.012) ; φέρω [110598] (0.011) ; ἡδονά [nlsj59172] (0.011) ; εἴτε [31565] (0.011) ; 

0.13161770970378867   T=0,K=9:  αἰτία [2764] (0.024) ; ἄξιος [11058] (0.015) ; χράομαι [114548] (0.015) ; γίγνομαι [22209] (0.015) ; βασιλεύς [19546] (0.014) ; θεός [48291] (0.014) ; προστίθημι [90166] (0.012) ; τρέω [104698] (0.010) ; κοσμιότης [59316] (0.010) ; τοσοῦτος [104421] (0.009) ; 
0.13914022127037495   T=1,K=9:  θεός [48291] (0.021) ; βασιλεύς [19546] (0.017) ; χράομαι [114548] (0.016) ; πόλεμος [84434] (0.016) ; μέγας [65552] (0.015) ; ἅπας [11583] (0.013) ; ἄξιος [11058] (0.013) ; φημί [110639] (0.012) ; αἰτία [2764] (0.012) ; εἶπον [31161] (0.010) ; 
0.10882754623099203   T=2,K=9:  μέγας [65552] (0.019) ; θεός [48291] (0.016) ; πόλεμος [84434] (0.016) ; βασιλεύς [19546] (0.014) ; ἄξιος [11058] (0.013) ; φημί [110639] (0.012) ; χράομαι [114548] (0.012) ; προστίθημι [90166] (0.010) ; ἅπας [11583] (0.010) ; ἔχω [45996] (0.010) ; 
0.10393381882700832   T=3,K=9:  μέγας [65552] (0.034) ; ἄξιος [11058] (0.018) ; ἔχω [45996] (0.017) ; χράομαι [114548] (0.015) ; βασιλεύς [19546] (0.013) ; θεός [48291] (0.012) ; πόλεμος [84434] (0.012) ; εἶπον [31161] (0.012) ; φημί [110639] (0.011) ; πολύς [85306] (0.009) ; 
0.07105724121096448   T=4,K=9:  θεός [48291] (0.025) ; ἔχω [45996] (0.021) ; εἶπον [31161] (0.020) ; μέγας [65552] (0.020) ; φημί [110639] (0.018) ; πόλεμος [84434] (0.013) ; ἄξιος [11058] (0.012) ; πολύς [85306] (0.011) ; μάλιστα [nlsj71743] (0.009) ; βασιλεύς [19546] (0.009) ; 
0.1249836772426123   T=5,K=9:  ἔχω [45996] (0.019) ; θεός [48291] (0.018) ; μέγας [65552] (0.018) ; εἶπον [31161] (0.016) ; φημί [110639] (0.012) ; πόλις [84494] (0.011) ; πολύς [85306] (0.010) ; μάλιστα [nlsj71743] (0.010) ; καλός [nlsj61372] (0.009) ; βασιλεύς [19546] (0.009) ; 
0.17346113829080262   T=6,K=9:  θεός [48291] (0.021) ; μέγας [65552] (0.020) ; ἔχω [45996] (0.017) ; εἶπον [31161] (0.016) ; φημί [110639] (0.015) ; πολύς [85306] (0.014) ; καλός [nlsj61372] (0.014) ; δίδωμι [26447] (0.011) ; οἶδα [72202] (0.011) ; πόλις [84494] (0.010) ; 
0.2333073546487773   T=7,K=9:  μέγας [65552] (0.021) ; οἶδα [72202] (0.021) ; καλός [nlsj61372] (0.019) ; πολύς [85306] (0.014) ; εἶπον [31161] (0.013) ; ἔχω [45996] (0.013) ; φημί [110639] (0.013) ; γίγνομαι [22209] (0.013) ; θεός [48291] (0.012) ; πόλεμος [84434] (0.012) ; 
0.06888405624413953   T=8,K=9:  πολύς [85306] (0.023) ; μέγας [65552] (0.021) ; καλός [nlsj61372] (0.017) ; εἶπον [31161] (0.015) ; οἶδα [72202] (0.013) ; γίγνομαι [22209] (0.012) ; θεός [48291] (0.012) ; ἄξιος [11058] (0.012) ; πόλεμος [84434] (0.010) ; ἔχω [45996] (0.010) ; 
0.07949269833837265   T=9,K=9:  πολύς [85306] (0.036) ; μέγας [65552] (0.018) ; οἶδα [72202] (0.016) ; φημί [110639] (0.014) ; εἶπον [31161] (0.011) ; ἔχω [45996] (0.011) ; περισώζω [82337] (0.010) ; προστίθημι [90166] (0.010) ; ἄξιος [11058] (0.010) ; πάλιν [76910] (0.010) ; 
0.07054381778415993   T=10,K=9:  πολύς [85306] (0.021) ; μέγας [65552] (0.018) ; πάλιν [76910] (0.017) ; οἶδα [72202] (0.014) ; καλός [nlsj61372] (0.014) ; εἶπον [31161] (0.014) ; ἔχω [45996] (0.012) ; ἐπαινέω [37885] (0.011) ; περισώζω [82337] (0.011) ; φημί [110639] (0.011) ; 
0.13944051820739106   T=11,K=9:  πολύς [85306] (0.024) ; καλός [nlsj61372] (0.023) ; μέγας [65552] (0.019) ; πάλιν [76910] (0.016) ; φημί [110639] (0.016) ; ἔχω [45996] (0.016) ; θεός [48291] (0.015) ; εἷς [31236] (0.014) ; εἶπον [31161] (0.011) ; ἐπαινέω [37885] (0.011) ; 
0.07528948558228972   T=12,K=9:  πολύς [85306] (0.037) ; ἔχω [45996] (0.024) ; καλός [nlsj61372] (0.023) ; πάλιν [76910] (0.019) ; θεός [48291] (0.018) ; εἷς [31236] (0.017) ; δίδωμι [26447] (0.015) ; εἶπον [31161] (0.015) ; μέγας [65552] (0.013) ; ἄξιος [11058] (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=9:  μέγας [65552] (0.019) ; πολύς [85306] (0.017) ; θεός [48291] (0.015) ; ἔχω [45996] (0.014) ; εἶπον [31161] (0.013) ; φημί [110639] (0.012) ; καλός [nlsj61372] (0.012) ; ἄξιος [11058] (0.011) ; πόλεμος [84434] (0.010) ; οἶδα [72202] (0.010) ; 

0.03443943328463929   T=0,K=10:  πράσσω [86219] (0.027) ; μικρός [67762] (0.018) ; λέγω [62204] (0.014) ; Μητρόδωρος [nlsj7816] (0.014) ; γίγνομαι [22209] (0.013) ; ἀγαθός [260] (0.013) ; ἴσος [51148] (0.012) ; καθά [51647] (0.011) ; πατρίς [80043] (0.010) ; Ἀθήνη [1989] (0.010) ; 
0.06223321403690127   T=1,K=10:  ἀγαθός [260] (0.022) ; ἴσος [51148] (0.015) ; λέγω [62204] (0.015) ; γίγνομαι [22209] (0.014) ; σκυθρωπός [95273] (0.012) ; πράσσω [86219] (0.011) ; Λίβυς [63067] (0.011) ; τεύχω [103681] (0.010) ; καθά [51647] (0.010) ; πατρίς [80043] (0.009) ; 
0.0519405365493542   T=2,K=10:  πράσσω [86219] (0.018) ; ἀγαθός [260] (0.017) ; ψυχή [115887] (0.016) ; σκυθρωπός [95273] (0.014) ; γίγνομαι [22209] (0.013) ; λέγω [62204] (0.013) ; καθά [51647] (0.011) ; τεύχω [103681] (0.011) ; Λίβυς [63067] (0.011) ; ἴσος [51148] (0.010) ; 
0.0437715768731011   T=3,K=10:  πράσσω [86219] (0.016) ; ψυχή [115887] (0.015) ; λέγω [62204] (0.014) ; σκυθρωπός [95273] (0.014) ; καθά [51647] (0.013) ; ἀγαθός [260] (0.013) ; ἔχω [45996] (0.013) ; γίγνομαι [22209] (0.011) ; ποιέω [84234] (0.010) ; δίδωμι [26447] (0.010) ; 
