date	genre	author	work	tlg author	tlg work	sentence location	sentence id	sentence ids	sentence original	target id	sense id	disambiguation
-4	-335	Philosophy	Aristotle	Politics	0086	035	1340b	3095	85306 110639 95661 15281 115887 45996 15281	διὸ πολλοί φασι τῶν σοφῶν οἱ μὲν ἁρμονίαν εἶναι τὴν ψυχήν οἱ δ’ ἔχειν ἁρμονίαν	15281	harmonia-4.3α	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1341b	3128	47973 112162 66574 30814 68890 103714 65965 nlsj87789 84234 102000 57460 nlsj99242 15281 92783 76570 85982 114684 15281 92783 24842 38547 76570 25597 85982 27272 103922 nlsj32160 43206	ὁ γὰρ θεατὴς φορτικὸς ὢν μεταβάλλειν εἴωθε τὴν μουσικήν ὥστε καὶ τοὺς τεχνίτας τοὺς πρὸς αὐτὸν μελετῶντας αὐτούς τε ποιούς τινας ποιεῖ καὶ τὰ σώματα διὰ τὰς κινήσεισ’ σκεπτέον δή τι περί τε τὰς ἁρμονίας καὶ τοὺς ῥυθμούς καὶ πρὸς παιδείαν πότερον πάσαις χρηστέον ταῖς ἁρμονίαις καὶ πᾶσι τοῖς ῥυθμοῖς ἢ διαιρετέον ἔπειτα τοῖς πρὸς παιδείαν διαπονοῦσι πότερον τὸν αὐτὸν διορισμὸν θήσομεν ἢ δεῖ τινα ἕτερον	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1341b	3130	24841 12449 65975 24847 111486 46767 86157 35611 103922 15281 112720 72254 66342 103922 110639 31236 116469 68890 114548 24292 83669 113388 76570 51711 62204 51711 71308 12227 76910 84250 42358 93478 105344 24668 8513 101044 7155 110243 114684 15281 nlsj107632 114684 76570 46767 3508 43206 113701 86157 35611	ἐπεὶ δὲ τὴν διαίρεσιν ἀποδεχόμεθα τῶν μελῶν ὡς διαιροῦσί τινες τῶν ἐν φιλοσοφίᾳ τὰ μὲν ἠθικὰ τὰ δὲ πρακτικὰ τὰ δ’ ἐνθουσιαστικὰ τιθέντες καὶ τῶν ἁρμονιῶν τὴν φύσιν τὴν πρὸς ἕκαστα τούτων οἰκείαν ἄλλην πρὸς ἄλλο μέρος τιθέασι φαμὲν δ’ οὐ μιᾶς ἕνεκεν ὠφελείας τῇ μουσικῇ χρῆσθαι δεῖν ἀλλὰ καὶ πλειόνων χάριν ’καὶ γὰρ παιδείας ἕνεκεν καὶ καθάρσεως τί δὲ λέγομεν τὴν κάθαρσιν νῦν μὲν ἁπλῶς πάλιν δ’ ἐν τοῖς περὶ ποιητικῆς ἐροῦμεν σαφέστερον τρίτον δὲ πρὸς διαγωγὴν πρὸς ἄνεσίν τε καὶ πρὸς τὴν τῆς συντονίας ἀνάπαυσιν’ φανερὸν ὅτι χρηστέον μὲν πάσαις ταῖς ἁρμονίαις οὐ τὸν αὐτὸν δὲ τρόπον πάσαις χρηστέον ἀλλὰ πρὸς μὲν τὴν παιδείαν ταῖς ἠθικωτάταις πρὸς δὲ ἀκρόασιν ἑτέρων χειρουργούντων καὶ ταῖς πρακτικαῖς καὶ ταῖς ἐνθουσιαστικαῖς	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342a	3135	15281 66187 48556 47980 68891 nlsj73945 1107	διὸ ταῖς μὲν τοιαύταις ἁρμονίαις καὶ τοῖς τοιούτοις μέλεσιν θετέον τοὺς τὴν θεατρικὴν μουσικὴν μεταχειριζομένους ἀγωνιστάς	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342a	3137	116416 115887 78834 112720 37405 15281 79263 65975 101046 79111 84234 nlsj59172 112720 72254 nlsj24463 37650 1098 47973 114548 21920 68890	εἰσὶ δὲ ὥσπερ αὐτῶν αἱ ψυχαὶ παρεστραμμέναι τῆς κατὰ φύσιν ἕξεως οὕτω καὶ τῶν ἁρμονιῶν παρεκβάσεις εἰσὶ καὶ τῶν μελῶν τὰ σύντονα καὶ παρακεχρωσμένα ποιεῖ δὲ τὴν ἡδονὴν ἑκάστοις τὸ κατὰ φύσιν οἰκεῖον διόπερ ἀποδοτέον ἐξουσίαν τοῖς ἀγωνιζομένοις πρὸς τὸν θεατὴν τὸν τοιοῦτον τοιούτῳ τινὶ χρῆσθαι τῷ γένει τῆς μουσικῆς	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342a	3138	76570 116416 42648 46767 65975 114684 15281	πρὸς δὲ παιδείαν ὥσπερ εἴρηται τοῖς ἠθικοῖς τῶν μελῶν χρηστέον καὶ ταῖς ἁρμονίαις ταῖς τοιαύταις	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3142	45996 28569 nlsj57554 15281 17453 74752	ἔχει γὰρ τὴν αὐτὴν δύναμιν ἡ φρυγιστὶ τῶν ἁρμονιῶν ἥνπερ αὐλὸς ἐν τοῖς ὀργάνοις	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3144	19172 57466 nlsj71743 74752 17453 15281 nlsj57554 66187 61791 86276	πᾶσα γὰρ βακχεία καὶ πᾶσα ἡ τοιαύτη κίνησις μάλιστα τῶν ὀργάνων ἐστὶν ἐν τοῖς αὐλοῖς τῶν δ’ ἁρμονιῶν ἐν τοῖς φρυγιστὶ μέλεσι λαμβάνει ταῦτα τὸ πρέπον	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3146	85306 77895 62204 100416 nlsj5454 30551 29809 84234 69447 72627 112720 32657 nlsj57554 88498 15281 76910	καὶ τούτου πολλὰ παραδείγματα λέγουσιν οἱ περὶ τὴν σύνεσιν ταύτην ἄλλα τε καὶ ὅτι Φιλόξενος ἐγχειρήσας ἐν τῇ δωριστὶ ποιῆσαι τοὺς Μύσους οὐχ οἷός τ’ ἦν ἀλλ’ ὑπὸ τῆς φύσεως αὐτῆς ἐξέπεσεν εἰς τὴν φρυγιστὶ τὴν προσήκουσαν ἁρμονίαν πάλιν	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3148	66494 107349 37885 114615 27764 110639 29809 45996 112720 15281 110243 29805 65975 86276 76586 64866 70364	ἔτι δὲ ἐπεὶ τὸ μέσον μὲν τῶν ὑπερβολῶν ἐπαινοῦμεν καὶ χρῆναι διώκειν φαμέν ἡ δὲ δωριστὶ ταύτην ἔχει τὴν φύσιν πρὸς τὰς ἄλλας ἁρμονίας φανερὸν ὅτι τὰ Δώρια μέλη πρέπει παιδεύεσθαι μᾶλλον τοῖς νεωτέροις	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3151	75078 46858 72627 11711 114753 92105 1587 101046 15281 9014 112720 108103 nlsj106503	ἔστι δὲ καὶ ταῦτα ὡρισμένα ταῖς ἡλικίαις οἷον τοῖς ἀπειρηκόσι διὰ χρόνον οὐ ῥᾴδιον ᾄδειν τὰς συντόνους ἁρμονίας ἀλλὰ τὰς ἀνειμένας ἡ φύσις ὑποβάλλει τοῖς τηλικούτοις	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3152	nlsj61372 41360 101976 68890 9014 15281 12517 76588 65679 61791 65615 28569 19179 65615 84234 64866 11711	διὸ καλῶς ἐπιτιμῶσι καὶ τοῦτο Σωκράτει τῶν περὶ τὴν μουσικήν τινες ὅτι τὰς ἀνειμένας ἁρμονίας ἀποδοκιμάσειεν εἰς τὴν παιδίαν ὡς μεθυστικὰς λαμβάνων αὐτάς οὐ κατὰ τὴν τῆς μέθης δύναμιν βακχευτικὸν γὰρ ἥ γε μέθη ποιεῖ μᾶλλον ἀλλ’ ἀπειρηκυίας	15281	harmonia-4.3	1
-4	-335	Philosophy	Aristotle	Politics	0086	035	1342b	3153	46858 86305 nlsj32160 15281 14568 65975 15281 86276 76703 46858 28566 59339 45996 4845 76570 72627 64051 110114 79983 nlsj71743 15281	ὥστε καὶ πρὸς τὴν ἐσομένην ἡλικίαν τὴν τῶν πρεσβυτέρων δεῖ καὶ τῶν τοιούτων ἁρμονιῶν ἅπτεσθαι καὶ τῶν μελῶν τῶν τοιούτων ἔτι δ’ εἴ τίς ἐστι τοιαύτη τῶν ἁρμονιῶν ἣ πρέπει τῇ τῶν παίδων ἡλικίᾳ διὰ τὸ δύνασθαι κόσμον τ’ ἔχειν ἅμα καὶ παιδείαν οἷον ἡ λυδιστὶ φαίνεται πεπονθέναι μάλιστα τῶν ἁρμονιῶν	15281	harmonia-4.3	1
-4	-335	Technical	Aristotle	Rhetoric	0086	038	3	1975	65565 15281 92783	ταῦτα δ’ ἐστὶ μέγεθος ἁρμονία ῥυθμός	15281	harmonia-4.5	2
-4	-335	Technical	Aristotle	Rhetoric	0086	038	3	2170	92783 47599 93711 62347 15281 nlsj32160 49694 62383 85306 nlsj71743 67260 49682 110662 62204 nlsj32160 93713 22209 37410	τῶν δὲ ῥυθμῶν ὁ μὲν ἡρῷος σεμνῆς ἀλλ’ οὐ λεκτικῆς ἁρμονίας δεόμενος ὁ δ’ ἴαμβος αὐτή ἐστιν ἡ λέξις ἡ τῶν πολλῶν ’διὸ μάλιστα πάντων τῶν μέτρων ἰαμβεῖα φθέγγονται λέγοντεσ’ δεῖ δὲ σεμνότητα γενέσθαι καὶ ἐκστῆσαι	15281	harmonia-4.5	2
-3	-270	Poetry	Theocritus	Idylls	0005	001	10	673	43309 49817 15281 67225	ὡς εὖ τὰν ἰδέαν τᾶς ἁρμονίας ἐμέτρησεν	15281	harmonia-4.3β	2
-2	-200	Technical	Demetrius	De Elocutione	0613	001	5.300	946	62259 15281 112368 74777 76678 39125 64866	ἡ δὲ περὶ τὴν λειότητα καὶ ἁρμονίαν φροντὶς οὐκ ὀργιζομένου ἀλλὰ παίζοντός ἐστι καὶ ἐπιδεικνυμένου μᾶλλον	15281	harmonia-4.3β	2
-2	-150	Religion	Septuaginta	Ezechiel	0527	053	23	388	112833 15281 6817 8665 83774 8909 46804 42381 26447 115413 113560 96662 56277 56991	καὶ φωνὴν ἁρμονίας ἀνεκρούοντο καὶ πρὸς ἄνδρας ἐκ πλήθους ἀνθρώπων ἥκοντας ἐκ τῆς ἐρήμου καὶ ἐδίδοσαν ψέλια ἐπὶ τὰς χεῖρας αὐτῶν καὶ στέφανον καυχήσεως ἐπὶ τὰς κεφαλὰς αὐτῶν	15281	harmonia-4.3β	2
-2	-150	Religion	Septuaginta	Ezechiel	0527	053	37	613	22209 90678 nlsj60710 93585 88467 75595 31607 15281	καὶ ἐγένετο ἐν τῷ ἐμὲ προφητεῦσαι καὶ ἰδοὺ σεισμός καὶ προσήγαγε τὰ ὀστᾶ ἑκάτερον πρὸς τὴν ἁρμονίαν αὐτοῦ	15281	harmonia-1	1
-1	-35	Narrative	Diodorus Siculus	Bibliotheca Historica, Books I-V	0060	001	1.16.1	164	16664 102381 110734 15281 112720 90504 22209 78924 76789 44931 106974 45000 102000 86276 83489 40154	περί τε τῆς τῶν ἄστρων τάξεως καὶ περὶ τῆς τῶν φθόγγων ἁρμονίας καὶ φύσεως τοῦτον πρῶτον γενέσθαι παρατηρητήν καὶ παλαίστρας εὑρετὴν ὑπάρξαι καὶ τῆς εὐρυθμίας καὶ τῆς περὶ τὸ σῶμα πρεπούσης πλάσεως ἐπιμεληθῆναι	15281	harmonia-4.3	1
-1	-35	Narrative	Diodorus Siculus	Bibliotheca Historica, Books I-V	0060	001	2.8.2	1316	100393 63212 104379 94004 25106 15281 83834 68383 36241	τοὺς δὲ συνερειδομένους λίθους τόρμοις σιδηροῖς διελάμβανε καὶ τὰς τούτων ἁρμονίας ἐπλήρου μόλιβδον ἐντήκουσα	15281	harmonia-1	1
-1	-35	Narrative	Diodorus Siculus	Bibliotheca Historica, Books I-V	0060	001	3.58.3	2749	100416 102847 61791 67853 110734 84905 101249 67009 17453 73277 15281 102115 93812 110639 102993 11719 22209 18515	καὶ τῆς μὲν συνέσεως τεκμήριον λαμβάνουσι τὸ μιμήσασθαι τοὺς φθόγγους τῆς πολυκαλάμου σύριγγος καὶ μετενεγκεῖν ἐπὶ τοὺς αὐλοὺς τὴν ὅλην ἁρμονίαν τῆς δὲ σωφροσύνης σημεῖον εἶναί φασι τὸ μέχρι τῆς τελευτῆς ἀπείρατον γενέσθαι τῶν ἀφροδισίων	15281	harmonia-4.3	1
-1	-35	Narrative	Diodorus Siculus	Bibliotheca Historica, Books I-V	0060	001	3.59.3	2758	24292 22209 103701 97908 112833 89366 15281 66187 37212 57340 17412	δεῖν γὰρ γίνεσθαι τέχνης σύγκρισιν οὐ φωνῆς καθ’ ἣν προσήκει τὴν ἁρμονίαν καὶ τὸ μέλος ἐξετάζεσθαι τῆς κιθάρας καὶ τῶν αὐλῶν	15281	harmonia-4.3	1
-1	-35	Narrative	Diodorus Siculus	Bibliotheca Historica, Books I-V	0060	001	3.59.5	2764	102736 nlsj73716 19477 86219 110598 57340 32829 114404 44964 15281 18128	ταχὺ δὲ μεταμεληθέντα καὶ βαρέως ἐπὶ τοῖς ὑπ’ αὐτοῦ πραχθεῖσιν ἐνέγκαντα τῆς κιθάρας ἐκρῆξαι τὰς χορδὰς καὶ τὴν εὑρημένην ἁρμονίαν ἀφανίσαι	15281	harmonia-4.3	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	2	23	90504 31565 104655 103248 75552 66295 83937 78005 62204 84234 61245 38547 15281 52571 98735 81774 98584 102936 63772	πλὴν ἥ γε τῶν πρώτων εἴτε τριῶν ἢ τεττάρων εἴθ’ ὅσων δή ποτε ὄντων μερῶν πλοκὴ καὶ παράθεσις τὰ λεγόμενα ποιεῖ κῶλα ἔπειθ’ ἡ τούτων ἁρμονία τὰς καλουμένας συμπληροῖ περιόδους αὗται δὲ τὸν σύμπαντα τελειοῦσι λόγον	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	2	24	100583 42214 74126 72254 48038 61245 12485 88498 15281 81774 25106 43309 63772	ἔστι δὴ τῆς συνθέσεως ἔργα τά τε ὀνόματα οἰκείως θεῖναι παρ’ ἄλληλα καὶ τοῖς κώλοις ἀποδοῦναι τὴν προσήκουσαν ἁρμονίαν καὶ ταῖς περιόδοις διαλαβεῖν εὖ τὸν λόγον	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	3	30	31607 52571 15281 105829 nlsj61372 72627 84234 67260 63772 8431 105829 92532 88687 25401 114651	ὧν ἑκατέρα καλῆς μὲν ἁρμονίας τυχοῦσα καλὸν οἵα τ’ ἐστὶ ποιεῖν καὶ τὸ μέτρον καὶ τὸν λόγον ἀνεπιστάτως δὲ καὶ ὡς ἔτυχεν ῥιπτουμένη προσαπόλλυσι καὶ τὸ ἐν τῇ διανοίᾳ χρήσιμον	15281	harmonia-4.4	2
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	3	31	85306 84248 97547 111490 92384 62204 77699 nlsj61372 86276 108536 12829 40156 15281 12485 30921 5455 114706 13028 85665	πολλοὶ γοῦν καὶ ποιηταὶ καὶ συγγραφεῖς φιλόσοφοί τε καὶ ῥήτορες λέξεις πάνυ καλὰς καὶ πρεπούσας τοῖς ὑποκειμένοις ἐκλέξαντες ἐπιμελῶς ἁρμονίαν δὲ αὐταῖς ἀποδόντες εἰκαίαν τινὰ καὶ ἄμουσον οὐδὲν χρηστὸν ἀπέλαυσαν ἐκείνου τοῦ πόνου	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	3	34	116416 76089 25401 114706 59339 12485 52571 74133 36165 nlsj94816 62383 44964 51701 59339 15281 89366 81393	ὥσπερ γὰρ οὐδὲν ὄφελος διανοίας ἐστὶ χρηστῆς εἰ μή τις αὐτῇ κόσμον ἀποδώσει καλῆς ὀνομασίας οὕτω κἀνταῦθα οὐδέν ἐστι προὔργου λέξιν εὑρεῖν καθαρὰν καὶ καλλιρήμονα εἰ μὴ καὶ κόσμον αὐτῇ τις ἁρμονίας τὸν προσήκοντα περιθήσει	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	3	88	6339 nlsj68228 61056 89344 74126 33160 70911 93711 72627 93711 82190 20621 nlsj177 66984 15281	ἀνάγκη δὲ δή που ὅταν τοῖς κυριωτάτοις τε καὶ προσεχεστάτοις ὀνόμασιν ἐκφέρηται τὰ νοήματα μηδὲν σεμνότερ’ εἶναι ἢ οἷά ἐστιν ἐκεῖνα ὅτι δὲ οὐδὲν ἐν αὐτοῖς ἐστι σεμνὸν οὐδὲ περιττόν ὁ βουλόμενος εἴσεται μεταθεὶς οὐδὲν ὅ τι μὴ τὴν ἁρμονίαν	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	4	91	85306 64866 2665 75552 45996 92927 100587 28569 84238 63772 61791 43309 45996 27847 62204 15281 66984 4462 110114 84234 67260 63772	ἵνα δὲ πολὺ μᾶλλον αἴσθηταί τις ὅσην ἔχει ῥώμην ἡ συνθετικὴ δύναμις ἔν τε ποιήμασι καὶ λόγοις λήψομαί τινας εὖ ἔχειν δοκούσας λέξεις ὧν τὰς ἁρμονίας μεταθεὶς ἀλλοῖα φαίνεσθαι ποιήσω καὶ τὰ μέτρα καὶ τοὺς λόγους	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	4	115	92316 66392 66838 nlsj10323 80141 37075 8238 nlsj4991 52571 85696 66984 62383 15281 22209 106800 83490 51261 75005 64866 34729	ὃς ῥέων ἀπὸ μεσημβρίας μεταξὺ Σύρων τε καὶ Παφλαγόνων ἐξίησι πρὸς βορέαν ἄνεμον εἰς τὸν Εὔξεινον καλούμενον πόντον μετατίθημι τῆς λέξεως ταύτης τὴν ἁρμονίαν καὶ γενήσεταί μοι οὐκέτι ὑπαγωγικὸν τὸ πλάσμα οὐδ’ ἱστορικόν ἀλλ’ ὀρθὸν μᾶλλον καὶ ἐναγώνιον	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	4	142	5112 25129 103701 3473 15281 113711 100965 33160 63772 74126 28002 11072	τούτου γὰρ οὔτ’ ἄμεινον οὐδεὶς τὰς διαλεκτικὰς τέχνας ἠκρίβωσεν οὔτε ἁρμονίᾳ χείρονι συνταχθέντας ἐξήνεγκε λόγους τῶν γοῦν ὀνόματος καὶ δόξης ἀξιωθέντων	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	6	189	43206 22210 15274 66173 92010 101853 59794 84234 110114 15281	ἕτερον δὲ γνῶναι τῶν ἁρμόττεσθαι μελλόντων πρὸς ἄλληλα πῶς ἂν ἕκαστον σχηματισθὲν κρείττονα ποιήσειε φαίνεσθαι τὴν ἁρμονίαν	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	9	233	66935 24289 61245 35708 nlsj106862 89418 61791 6330 71023 nlsj106862 18100 17007 84234 25401 84234 84248 97547 15281 46712 nlsj61372 22209 77699 73064 24292 72610 63772	ἀλλὰ μὴν ὅτι γε καὶ μετασκευὰς δέχεται τῶν κώλων ἔνια τοτὲ μὲν προσθήκας λαμβάνοντα οὐκ ἀναγκαίας ὡς πρὸς τὸν νοῦν τοτὲ δὲ ἀφαιρέσεις ἀτελῆ ποιούσας τὴν διάνοιαν ἃς οὐκ ἄλλου τινὸς ἕνεκα ποιοῦσι ποιηταί τε καὶ συγγραφεῖς ἢ τῆς ἁρμονίας ἵν’ ἡδεῖα καὶ καλὴ γένηται πάνυ ὀλίγου δεῖν οἴομαι λόγου	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	9	234	73742 62383 nlsj4677 42830 89418 83695 6339 15281	τίς γὰρ οὐκ ἂν ὁμολογήσαι τήνδε μὲν τὴν λέξιν ἣν ὁ Δημοσθένης εἴρηκε προσθήκῃ πλεονάζειν οὐκ ἀναγκαίᾳ τῆς ἁρμονίας ἕνεκα	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	9	241	72627 31236 61245 81634 nlsj107632 nlsj76838 24421 52571 104655 24847 62383 6330 46712 84234 15281 84534 103922 89407 22209 61245 nlsj107632	ὃ γὰρ οἷόν τε ἦν ἑνὶ κώλῳ περιληφθῆναι τόνδε τὸν τρόπον ἐπὶ σεαυτὸν καὶ τοὺς νόμους καὶ τὴν δημοκρατίαν καλεῖς τοῦτο εἰς τρία διῄρηται τῆς αὐτῆς λέξεως οὐ τοῦ ἀναγκαίου ἕνεκα τοῦ δὲ ἡδίω ποιῆσαι τὴν ἁρμονίαν πολλάκις τεθείσης τῆς μὲν δὴ προσθέσεως ἣ γίνεται τοῖς κώλοις οὗτος ὁ τρόπος	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	9	243	6328 62204 64151 66173 27335 3508 18107 113379 84234 15281	ὅταν τῶν ἀναγκαίων τι λέγεσθαι λυπεῖν μέλλῃ καὶ διοχλεῖν τὴν ἀκρόασιν ἀφαιρεθὲν δὲ χαριεστέραν ποιῇ τὴν ἁρμονίαν	15281	harmonia-4.4	2
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	11	273	4845 62205 51792 24293 nlsj68228 65088 43206 52035 41335 113356 15281 108215	καὶ ἅμα εἴ τι λεχθῆναι περί τινος αὐτῶν καθήκει καὶ δεήσει που μαρτυριῶν ἕτερος αὐτοῖς ἔσται καιρὸς ἐπιτηδειότερος ὅταν τοὺς χαρακτῆρας τῶν ἁρμονιῶν ὑπογράφω	15281	harmonia-4.4	2
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	12	333	102991 59735 72254 12485 108536 86276 15281	τελευταῖον δὲ ὃ δὴ καὶ πάντων κράτιστον οἰκείαν ἀποδιδόναι τοῖς ὑποκειμένοις καὶ πρέπουσαν ἁρμονίαν	15281	harmonia-4.4	2
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	13	339	nlsj61372 15281 92010 22209 42648 84363 48580 4548 nlsj4709 110639 46712	καλὴ δ’ ἁρμονία πῶς γένοιτ’ ἂν εἴ τις ἔροιτό με καὶ ἐκ ποίων θεωρημάτων οὐκ ἄλλως πως νὴ Δία φαίην ἂν οὐδ’ ἐξ ἄλλων τινῶν ἢ ἐξ ὧν περ ἡ ἡδεῖα	15281	harmonia-4.4	2
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	13	343	11583 110639 41345 24292 nlsj61372 15281 62383 46712	ἐξ ἁπάντων δή φημι τούτων ἐπιτηδεύεσθαι δεῖν τὸ καλὸν ἐν ἁρμονίᾳ λέξεως ἐξ ὧν περ καὶ τὸ ἡδύ	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	16	447	22739 98742 98162 22209 28569 84295 98162 100583 74126 112720 77627 74126 15281 85096 63772	ὅτι παρὰ μὲν τὰς τῶν γραμμάτων συμπλοκὰς ἡ τῶν συλλαβῶν γίνεται δύναμις ποικίλη παρὰ δὲ τὴν τῶν συλλαβῶν σύνθεσιν ἡ τῶν ὀνομάτων φύσις παντοδαπή παρὰ δὲ τὰς τῶν ὀνομάτων ἁρμονίας πολύμορφος ὁ λόγος	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	16	451	85529 11583 84248 73492 116293 76335 44511 52774 nlsj59172 37858 39125 20621 112834 59735 114553 47348 64791 54952 18610 98162 97877 47685 78926 28906 86187 84234 15281 22739 92316 4715 3261 45996 nlsj177 47734 82513 82982 15597 50246 114816 18519	ὁ δὴ πολυφωνότατος ἁπάντων ποιητῶν Ὅμηρος ὅταν μὲν ὥραν ὄψεως εὐμόρφου καὶ κάλλος ἡδονῆς ἐπαγωγὸν ἐπιδείξασθαι βούληται τῶν τε φωνηέντων τοῖς κρατίστοις χρήσεται καὶ τῶν ἡμιφώνων τοῖς μαλακωτάτοις καὶ οὐ καταπυκνώσει τοῖς ἀφώνοις τὰς συλλαβὰς οὐδὲ συγκόψει τοὺς ἤχους παρατιθεὶς ἀλλήλοις τὰ δυσέκφορα πραεῖαν δέ τινα ποιήσει τὴν ἁρμονίαν τῶν γραμμάτων καὶ ῥέουσαν ἀλύπως διὰ τῆς ἀκοῆς ὡς ἔχει ταυτί ἣ δ’ ἴεν ἐκ θαλάμοιο περίφρων Πηνελόπεια Ἀρτέμιδι ἰκέλη ἠὲ χρυσῇ Ἀφροδίτῃ	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	18	567	61265 nlsj61372 15281 62383 91839 86108 49687 114414 105580	τί οὖν ἐκώλυε καλὴν ἁρμονίαν εἶναι λέξεως ἐν ᾗ μήτε πυρρίχιός ἐστι ποὺς μήτε ἰαμβικὸς μήτε ἀμφίβραχυς μήτε τῶν χορείων ἢ τροχαίων μηδείς	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	19	618	105344 48580 84234 nlsj61372 15281 66594	ἦν δέ μοι τρίτον θεώρημα τῶν ποιούντων καλὴν ἁρμονίαν ἡ μεταβολή	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	20	672	38547 24522 74126 15281 24529 44435 nlsj33345 77699 2672 112834 22739 97925 47348 18610 99485	ἔπειτα πᾶσαι διαβεβήκασιν αἱ τῶν ὀνομάτων ἁρμονίαι διαβάσεις εὐμεγέθεις καὶ διεστήκασι πάνυ αἰσθητῶς ἢ τῶν φωνηέντων γραμμάτων συγκρουομένων ἢ τῶν ἡμιφώνων τε καὶ ἀφώνων συναπτομένων	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	20	692	112834 112834 47348 47348 18610 104635 112794 nlsj33345 15281 78141	οὔτε γὰρ φωνήεντι φωνῆεν οὔτε ἡμιφώνῳ ἡμίφωνον ἢ ἄφωνον ἃ δὴ τραχύνειν πέφυκεν καὶ διἱστάναι τὰς ἁρμονίας οὐδέν ἐστι παρακείμενον	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	20	693	22209 25905 2672 25772 62383 nlsj104568 97729 nlsj107632 31236 11583 22209 15281 3464	οὐ δὴ γίνεται διάστασις αἰσθητὴ μὴ διηρτημένων τῶν λέξεων ἀλλὰ συνολισθαίνουσιν ἀλλήλαις καὶ συγκαταφέρονται καὶ τρόπον τινὰ μία ἐξ ἁπασῶν γίνεται διὰ τὴν τῶν ἁρμονιῶν ἀκρίβειαν	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	22	715	17540 15281 104166 113356	τῆς μὲν οὖν αὐστηρᾶς ἁρμονίας τοιόσδε ὁ χαρακτήρ	15281	harmonia-4.4	1
-1	-10	Technical	Dionysius of Halicarnassus	De Compositione Verborum	0081	012	22	724	15281 49875	ἔτι τῆς τοιαύτης ἐστὶν ἁρμονίας καὶ ταῦτα ἴδια	15281	harmonia-4.4	2
