1751 documents , 1 concepts , 4413 context features (70958) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.010435741478344555   T=0,K=0:  20215 (0.001) ;  (0.001) ; 16051 (0.001) ; 12035 (0.001) ; 37776 (0.001) ; 2224 (0.001) ; 97133 (0.001) ; 73353 (0.001) ; nlsj84135 (0.001) ; 27371 (0.001) ; 
0.10309934218877523   T=7,K=7:  45996 (0.028) ; 84494 (0.017) ; 8909 (0.016) ; 90504 (0.015) ; 8665 (0.015) ; 22209 (0.012) ; 48291 (0.011) ; 84234 (0.011) ;  (0.010) ; 86219 (0.009) ; 
0.11834283755526305   T=8,K=7:  48291 (0.036) ; 45996 (0.031) ; 84234 (0.024) ; 85306 (0.024) ; 22209 (0.023) ; 8665 (0.021) ; 84494 (0.015) ;  (0.013) ; 86219 (0.013) ; 90504 (0.012) ; 
0.10812300080367539   T=9,K=7:   (0.032) ; 48291 (0.029) ; 22209 (0.026) ; 85306 (0.023) ; 90504 (0.023) ; 47735 (0.015) ; 23069 (0.012) ; nlsj71743 (0.012) ; 84234 (0.010) ; 65552 (0.009) ; 
0.13292199627364723   T=10,K=7:  85306 (0.020) ; 19972 (0.016) ; 48291 (0.013) ; 47735 (0.012) ;  (0.012) ; 90504 (0.009) ; 23069 (0.007) ; 69292 (0.006) ; 22209 (0.006) ; 84234 (0.005) ; 
0.10888674949058846   T=11,K=7:  85306 (0.015) ; 47735 (0.010) ; 22209 (0.008) ; 108660 (0.007) ; 19972 (0.007) ; 72610 (0.007) ; 48291 (0.007) ; 90504 (0.006) ; 23069 (0.006) ;  (0.005) ; 
0.18792294799639345   T=12,K=7:  85306 (0.012) ; 22209 (0.011) ; 47735 (0.010) ; 19972 (0.010) ; 90504 (0.008) ; 108660 (0.007) ; 23069 (0.007) ; 42214 (0.006) ; 79526 (0.005) ; 70958 (0.005) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=7:  85306 (0.012) ; 84494 (0.010) ; 45996 (0.010) ; 90504 (0.010) ; 8665 (0.009) ; 48291 (0.008) ; 22209 (0.008) ;  (0.007) ; 31161 (0.006) ; 8909 (0.006) ; 

0.062470198315425524   T=0,K=8:  109730 (0.002) ; 84234 (0.001) ; 72928 (0.001) ; 112720 (0.001) ; 66173 (0.001) ; 19972 (0.001) ; 51366 (0.001) ; 85306 (0.001) ; 56496 (0.001) ; 73517 (0.001) ; 
0.05727016222881212   T=1,K=8:  85306 (0.003) ; 84234 (0.002) ; 19972 (0.002) ; 109730 (0.002) ; 8665 (0.002) ; 66173 (0.001) ; 112720 (0.001) ; 48429 (0.001) ; 90504 (0.001) ; 47007 (0.001) ; 
0.06022136046702262   T=2,K=8:  85306 (0.007) ; 84234 (0.004) ; 8665 (0.004) ; 86371 (0.004) ; 47007 (0.003) ; 90504 (0.003) ; 45996 (0.002) ; 68641 (0.002) ; 66173 (0.002) ; 19972 (0.002) ; 
0.10350978181698627   T=3,K=8:  85306 (0.010) ; 84234 (0.008) ; 8665 (0.007) ; 47007 (0.006) ; 86371 (0.005) ; 19546 (0.004) ; 84494 (0.004) ; 84434 (0.004) ; 45996 (0.004) ; 68641 (0.004) ; 
0.09136113178619006   T=4,K=8:  84494 (0.018) ; 84434 (0.014) ;  (0.010) ; nlsj56179 (0.008) ; 28569 (0.008) ; 58790 (0.007) ; 85306 (0.006) ; 8665 (0.005) ; 47007 (0.005) ; 65552 (0.005) ; 
0.11502439362833987   T=5,K=8:  84494 (0.019) ;  (0.014) ; 84434 (0.012) ; 28569 (0.009) ; 8665 (0.008) ; 47007 (0.007) ; 85306 (0.006) ; 45996 (0.005) ; nlsj56179 (0.005) ; 58790 (0.005) ; 
0.2535079914726576   T=6,K=8:   (0.022) ; 84494 (0.015) ; 22209 (0.013) ; 84434 (0.013) ; 47007 (0.012) ; 45996 (0.012) ; 85306 (0.008) ; 8665 (0.007) ; 28569 (0.006) ; nlsj71743 (0.006) ; 
0.1139034362019677   T=7,K=8:   (0.047) ; 22209 (0.025) ; 45996 (0.025) ; 84494 (0.020) ; 85306 (0.015) ; 84434 (0.010) ; 104429 (0.010) ; 75552 (0.008) ; nlsj71743 (0.007) ; 47007 (0.007) ; 
0.10406637174695672   T=8,K=8:  22209 (0.028) ;  (0.026) ; 104429 (0.025) ; 33819 (0.016) ; 85306 (0.015) ; 84494 (0.015) ; 45996 (0.014) ; 75552 (0.011) ; 116416 (0.010) ; 65552 (0.010) ; 
0.08375752459561162   T=9,K=8:  22209 (0.043) ;  (0.028) ; 65552 (0.017) ; 84234 (0.015) ; 45996 (0.015) ; 85306 (0.013) ; 63772 (0.011) ; 33819 (0.010) ; 84494 (0.010) ; 61791 (0.009) ; 
0.09647820385063523   T=10,K=8:  65552 (0.023) ;  (0.019) ; 22209 (0.013) ; 61791 (0.010) ; 45996 (0.009) ; 85306 (0.008) ; 63772 (0.007) ; 37885 (0.007) ; 48291 (0.007) ; 84234 (0.005) ; 
0.07382774268661248   T=11,K=8:  65552 (0.028) ; 85306 (0.009) ; 45996 (0.009) ;  (0.009) ; 22209 (0.008) ; 37885 (0.008) ; 63772 (0.005) ; 48291 (0.005) ; 61791 (0.005) ; 84234 (0.003) ; 
0.049716765938019186   T=12,K=8:  65552 (0.023) ;  (0.012) ; 37885 (0.012) ; 45996 (0.011) ; 22209 (0.007) ; 48291 (0.006) ; 85306 (0.006) ; 61791 (0.005) ; 63772 (0.004) ; 67762 (0.004) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=8:   (0.015) ; 22209 (0.011) ; 65552 (0.010) ; 84494 (0.009) ; 45996 (0.008) ; 85306 (0.008) ; 84434 (0.006) ; 84234 (0.005) ; 47007 (0.004) ; 104429 (0.004) ; 

0.1324304952218503   T=0,K=9:  15893 (0.002) ; 11583 (0.001) ; 42648 (0.001) ; 64054 (0.001) ; 114553 (0.001) ; 46613 (0.001) ; nlsj79970 (0.001) ; 19346 (0.001) ; 84234 (0.001) ; 110598 (0.001) ; 
0.1157201666695795   T=1,K=9:  84234 (0.002) ; 11583 (0.002) ; 114553 (0.002) ; 110598 (0.002) ; 98173 (0.002) ; 26943 (0.002) ; 11072 (0.002) ; 10923 (0.002) ; nlsj79970 (0.002) ; 64054 (0.001) ; 
0.18206278511955612   T=2,K=9:  19346 (0.005) ; 22209 (0.004) ; 84234 (0.004) ; 62204 (0.004) ; 11072 (0.004) ; 33819 (0.004) ; 98173 (0.004) ; nlsj39949 (0.003) ; 10923 (0.003) ; 260 (0.002) ; 
0.16255242813530937   T=3,K=9:  22209 (0.014) ; 20621 (0.007) ; 71308 (0.007) ; 6325 (0.005) ; 62204 (0.005) ; 26447 (0.005) ; 37885 (0.005) ; 19546 (0.005) ; 65552 (0.004) ; 84422 (0.004) ; 
0.1183661877993165   T=4,K=9:  22209 (0.052) ; 20621 (0.019) ; 65552 (0.019) ; 71308 (0.016) ; 26447 (0.011) ; 86112 (0.007) ; 90504 (0.006) ; 102000 (0.005) ; 67762 (0.005) ; 62204 (0.005) ; 
0.09231377427918443   T=5,K=9:  22209 (0.031) ; 65552 (0.016) ; 84494 (0.011) ; 20621 (0.009) ; 71308 (0.008) ; 84234 (0.008) ; 90504 (0.006) ; 11583 (0.006) ; nlsj76838 (0.006) ; 102000 (0.006) ; 
0.03280550696511147   T=6,K=9:  65552 (0.026) ; 22209 (0.021) ; 84494 (0.015) ; 45996 (0.010) ; nlsj76838 (0.010) ; 63772 (0.009) ; 48291 (0.009) ; 20621 (0.008) ; 84234 (0.007) ; 85306 (0.007) ; 
0.07024088105549454   T=7,K=9:  48291 (0.027) ; 65552 (0.020) ;  (0.019) ; 22209 (0.019) ; 84494 (0.015) ; nlsj76838 (0.014) ; 41335 (0.014) ; 45996 (0.013) ; 84234 (0.011) ; 63772 (0.010) ; 
0.10094568480902795   T=8,K=9:   (0.051) ; 52332 (0.023) ; 22209 (0.021) ; 45996 (0.020) ; 65552 (0.018) ; 85306 (0.014) ; 4845 (0.014) ; 84234 (0.013) ; 19546 (0.010) ; 86219 (0.010) ; 
0.10708203361067538   T=9,K=9:  22209 (0.038) ;  (0.028) ; 45996 (0.025) ; 86219 (0.019) ; 84234 (0.016) ; 52332 (0.016) ; 85306 (0.013) ; 116416 (0.013) ; 65552 (0.011) ; 43309 (0.010) ; 
0.0869902950617161   T=10,K=9:  45996 (0.031) ; 86219 (0.025) ; 260 (0.022) ; 84234 (0.017) ; 85306 (0.015) ;  (0.012) ; 22209 (0.012) ; 52332 (0.010) ; 19972 (0.009) ; 31565 (0.008) ; 
0.12483852866468204   T=11,K=9:  86219 (0.022) ; 260 (0.015) ; 52332 (0.014) ; 45996 (0.013) ; 84234 (0.013) ; 19972 (0.011) ; 85306 (0.010) ; 22209 (0.007) ;  (0.007) ; 83774 (0.007) ; 
0.11775194727259683   T=12,K=9:  86219 (0.032) ; 84234 (0.018) ; 45996 (0.014) ; 22209 (0.013) ; 260 (0.012) ; 52332 (0.011) ; nlsj56179 (0.008) ; 62204 (0.008) ; 23726 (0.007) ; 85306 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=9:  22209 (0.018) ;  (0.011) ; 45996 (0.010) ; 65552 (0.010) ; 86219 (0.009) ; 84234 (0.009) ; 260 (0.007) ; 52332 (0.007) ; 85306 (0.006) ; 48291 (0.004) ; 

===============  per time  ===============
Time=0  
0.010435741478344555   T=0,K=0:  20215 (0.001) ;  (0.001) ; 16051 (0.001) ; 12035 (0.001) ; 37776 (0.001) ; 2224 (0.001) ; 97133 (0.001) ; 73353 (0.001) ; nlsj84135 (0.001) ; 27371 (0.001) ; 
0.023235438178390622   T=0,K=1:  8909 (0.001) ; 112720 (0.001) ; 25744 (0.001) ; 113556 (0.001) ; 110114 (0.001) ; 84234 (0.001) ; 28569 (0.001) ; 38743 (0.001) ; 81866 (0.001) ; 24349 (0.001) ; 
0.12508231653127524   T=0,K=2:  82444 (0.002) ; nlsj41805 (0.002) ; 23726 (0.001) ; 11004 (0.001) ; 6905 (0.001) ; 115586 (0.001) ; 2219 (0.001) ; 4493 (0.001) ; 72980 (0.001) ; 85306 (0.001) ; 
0.013463687991807454   T=0,K=3:  72099 (0.001) ; 51358 (0.001) ; 4462 (0.001) ; 83696 (0.001) ; nlsj78075 (0.001) ; 64586 (0.001) ; 21335 (0.001) ; 106850 (0.001) ; 94324 (0.001) ; 22952 (0.001) ; 
0.3808459065138469   T=0,K=4:   (0.002) ; 84248 (0.001) ; 95661 (0.001) ; 79320 (0.001) ; 64945 (0.001) ; 40340 (0.001) ; 64221 (0.001) ; 72920 (0.001) ; 50349 (0.001) ; 72308 (0.001) ; 
0.011542150728769322   T=0,K=5:  70839 (0.001) ; 84234 (0.001) ; 92010 (0.001) ; 23675 (0.001) ; 94425 (0.001) ; 106566 (0.001) ; 53207 (0.001) ; 73505 (0.001) ; 42224 (0.001) ; 8741 (0.001) ; 
0.20451855491198465   T=0,K=6:  55910 (0.002) ; 26046 (0.002) ; 77764 (0.002) ; 11835 (0.001) ; 29883 (0.001) ; 106696 (0.001) ; 1372 (0.001) ; 84234 (0.001) ; 26447 (0.001) ; 112356 (0.001) ; 
0.03597551012830548   T=0,K=7:  60316 (0.002) ; 52332 (0.002) ; 12973 (0.002) ; 83665 (0.002) ; 4845 (0.001) ; nlsj9608 (0.001) ; 96541 (0.001) ; 82550 (0.001) ; 104015 (0.001) ; 43975 (0.001) ; 
0.062470198315425524   T=0,K=8:  109730 (0.002) ; 84234 (0.001) ; 72928 (0.001) ; 112720 (0.001) ; 66173 (0.001) ; 19972 (0.001) ; 51366 (0.001) ; 85306 (0.001) ; 56496 (0.001) ; 73517 (0.001) ; 
0.1324304952218503   T=0,K=9:  15893 (0.002) ; 11583 (0.001) ; 42648 (0.001) ; 64054 (0.001) ; 114553 (0.001) ; 46613 (0.001) ; nlsj79970 (0.001) ; 19346 (0.001) ; 84234 (0.001) ; 110598 (0.001) ; 

Time=1  
0.055637210483800215   T=1,K=0:  2583 (0.002) ; 75555 (0.002) ;  (0.002) ; 8665 (0.002) ; 16051 (0.001) ; 51849 (0.001) ; 22502 (0.001) ; 12035 (0.001) ; 24074 (0.001) ; 84234 (0.001) ; 
0.04824859141701652   T=1,K=1:  112720 (0.003) ; 110114 (0.002) ; 43618 (0.002) ; 22502 (0.002) ; 70958 (0.002) ; 113556 (0.002) ; 84234 (0.001) ; 28569 (0.001) ; 38743 (0.001) ; 8909 (0.001) ; 
0.1947567043863712   T=1,K=2:  85306 (0.004) ; 23726 (0.002) ; 2219 (0.002) ; 11004 (0.002) ; 66173 (0.002) ; 90504 (0.002) ; 33819 (0.002) ; 55910 (0.002) ; 82444 (0.001) ; nlsj2815 (0.001) ; 
0.046472712961873296   T=1,K=3:  62126 (0.002) ; 51358 (0.002) ; 35322 (0.001) ; 4462 (0.001) ; 89340 (0.001) ; 48291 (0.001) ; 83696 (0.001) ; 89306 (0.001) ; 11583 (0.001) ; 12252 (0.001) ; 
0.22126881420980815   T=1,K=4:   (0.003) ; 95661 (0.002) ; 22825 (0.002) ; 22210 (0.002) ; 84248 (0.001) ; 11058 (0.001) ; 79320 (0.001) ; 62204 (0.001) ; 101069 (0.001) ; 68641 (0.001) ; 
0.06125424559169525   T=1,K=5:  84234 (0.002) ; 70839 (0.002) ; 8909 (0.002) ; 83718 (0.002) ; 48291 (0.002) ; 51368 (0.002) ; 42224 (0.002) ; 54217 (0.001) ; 33819 (0.001) ; 41345 (0.001) ; 
0.16779585202548838   T=1,K=6:  52332 (0.002) ; 29883 (0.002) ; 106696 (0.002) ; 45996 (0.002) ;  (0.002) ; 84234 (0.002) ; nlsj4709 (0.002) ; 260 (0.002) ; nlsj71743 (0.001) ; 55910 (0.001) ; 
0.031575540025555404   T=1,K=7:  4845 (0.003) ; 52332 (0.003) ; 45996 (0.002) ; 8665 (0.002) ; 60316 (0.002) ; 85665 (0.002) ; 52571 (0.002) ; nlsj76838 (0.002) ; 12035 (0.002) ;  (0.001) ; 
0.05727016222881212   T=1,K=8:  85306 (0.003) ; 84234 (0.002) ; 19972 (0.002) ; 109730 (0.002) ; 8665 (0.002) ; 66173 (0.001) ; 112720 (0.001) ; 48429 (0.001) ; 90504 (0.001) ; 47007 (0.001) ; 
0.1157201666695795   T=1,K=9:  84234 (0.002) ; 11583 (0.002) ; 114553 (0.002) ; 110598 (0.002) ; 98173 (0.002) ; 26943 (0.002) ; 11072 (0.002) ; 10923 (0.002) ; nlsj79970 (0.002) ; 64054 (0.001) ; 

Time=2  
0.0643929059692413   T=2,K=0:  84234 (0.003) ; 16051 (0.003) ;  (0.002) ; 8665 (0.002) ; 2583 (0.002) ; 8575 (0.002) ; 84201 (0.002) ; 75555 (0.002) ; nlsj84135 (0.002) ; 9139 (0.001) ; 
0.08556649951030247   T=2,K=1:  70958 (0.005) ; 110114 (0.004) ; 48051 (0.004) ; 22502 (0.003) ; 112720 (0.003) ; 84234 (0.003) ; 84494 (0.002) ; 43618 (0.002) ; 48052 (0.002) ; 83866 (0.002) ; 
0.14728448742272296   T=2,K=2:  85306 (0.008) ; 90504 (0.007) ; 23726 (0.006) ; 63845 (0.004) ; 96089 (0.004) ; 22209 (0.003) ; 104429 (0.003) ; 66173 (0.002) ; 55910 (0.002) ; 72980 (0.002) ; 
0.031476420967061144   T=2,K=3:  80357 (0.003) ; 84234 (0.002) ; 63772 (0.002) ; 33603 (0.002) ; 4462 (0.002) ; 48291 (0.002) ; 5578 (0.002) ; 51358 (0.002) ; 11583 (0.002) ; 75552 (0.002) ; 
0.15395638595714242   T=2,K=4:   (0.007) ; 68641 (0.004) ; 95661 (0.004) ; 22210 (0.003) ; 62204 (0.003) ; 49752 (0.002) ; 22825 (0.002) ; 63772 (0.002) ; 76703 (0.002) ; 19546 (0.002) ; 
0.0773226125436108   T=2,K=5:  84234 (0.009) ; 22209 (0.003) ; 70839 (0.003) ; 8909 (0.002) ; 41345 (0.002) ; 33819 (0.002) ; 46500 (0.002) ; 84494 (0.002) ; 12641 (0.002) ; 68641 (0.002) ; 
0.1496540560984489   T=2,K=6:  84234 (0.007) ; 45996 (0.006) ; nlsj71743 (0.005) ; 106696 (0.005) ;  (0.004) ; 46613 (0.004) ; 8909 (0.003) ; 26447 (0.003) ; 84511 (0.003) ; 52332 (0.003) ; 
0.04806248594489146   T=2,K=7:  85665 (0.007) ; 8665 (0.006) ; 52571 (0.006) ; 52332 (0.006) ; 15133 (0.005) ; 12035 (0.005) ; nlsj76838 (0.004) ; 45996 (0.004) ; 31161 (0.004) ; 84494 (0.003) ; 
0.06022136046702262   T=2,K=8:  85306 (0.007) ; 84234 (0.004) ; 8665 (0.004) ; 86371 (0.004) ; 47007 (0.003) ; 90504 (0.003) ; 45996 (0.002) ; 68641 (0.002) ; 66173 (0.002) ; 19972 (0.002) ; 
0.18206278511955612   T=2,K=9:  19346 (0.005) ; 22209 (0.004) ; 84234 (0.004) ; 62204 (0.004) ; 11072 (0.004) ; 33819 (0.004) ; 98173 (0.004) ; nlsj39949 (0.003) ; 10923 (0.003) ; 260 (0.002) ; 

Time=3  
0.06269371081407003   T=3,K=0:  84234 (0.010) ; 22209 (0.007) ; 84434 (0.003) ; 46606 (0.003) ;  (0.003) ; 16051 (0.003) ; 9139 (0.003) ; 8665 (0.003) ; 22502 (0.002) ; 42827 (0.002) ; 
0.06499815701500618   T=3,K=1:  48051 (0.010) ; 84494 (0.009) ; 19546 (0.006) ; 22502 (0.006) ; 22209 (0.005) ; 86112 (0.005) ; 48052 (0.005) ; 84234 (0.005) ; 8665 (0.005) ; 98358 (0.005) ; 
0.09552924884301832   T=3,K=2:  85306 (0.018) ; 90504 (0.010) ; 23726 (0.007) ; nlsj105619 (0.007) ; 55910 (0.007) ; 62204 (0.005) ; 114548 (0.005) ; 22209 (0.005) ; 96089 (0.005) ; 65552 (0.005) ; 
0.04531676479958633   T=3,K=3:  84234 (0.007) ; 63772 (0.006) ; 84494 (0.006) ; 85306 (0.005) ; 114753 (0.005) ; 33603 (0.005) ; 22209 (0.005) ; 65552 (0.004) ; 46613 (0.004) ; 64866 (0.004) ; 
0.13442667041998727   T=3,K=4:   (0.010) ; 62204 (0.010) ; 68641 (0.009) ; 76703 (0.005) ; 86219 (0.004) ; nlsj61372 (0.004) ; 19546 (0.004) ; nlsj32160 (0.004) ; 63772 (0.004) ; 48291 (0.004) ; 
0.07546853016029607   T=3,K=5:  84234 (0.020) ;  (0.013) ; 22209 (0.011) ; 86112 (0.009) ; 68641 (0.006) ; 84494 (0.006) ; 79223 (0.006) ; nlsj56179 (0.005) ; nlsj76838 (0.005) ; 8665 (0.005) ; 
0.13279666265347992   T=3,K=6:  84234 (0.031) ; nlsj71743 (0.016) ; 45996 (0.009) ; 106696 (0.008) ; 86112 (0.008) ; 8909 (0.007) ;  (0.007) ; 23726 (0.005) ; 1564 (0.005) ; 110639 (0.004) ; 
0.12270804534226029   T=3,K=7:  8665 (0.012) ; 31161 (0.012) ; 84494 (0.011) ; 85665 (0.010) ; 85306 (0.008) ; 45996 (0.006) ; 114753 (0.006) ; 84434 (0.006) ; 52332 (0.005) ; nlsj76838 (0.005) ; 
0.10350978181698627   T=3,K=8:  85306 (0.010) ; 84234 (0.008) ; 8665 (0.007) ; 47007 (0.006) ; 86371 (0.005) ; 19546 (0.004) ; 84494 (0.004) ; 84434 (0.004) ; 45996 (0.004) ; 68641 (0.004) ; 
0.16255242813530937   T=3,K=9:  22209 (0.014) ; 20621 (0.007) ; 71308 (0.007) ; 6325 (0.005) ; 62204 (0.005) ; 26447 (0.005) ; 37885 (0.005) ; 19546 (0.005) ; 65552 (0.004) ; 84422 (0.004) ; 

Time=4  
0.10111113534978657   T=4,K=0:  22209 (0.035) ; 84234 (0.019) ; 84434 (0.012) ; 8665 (0.005) ; 46606 (0.004) ;  (0.004) ; 22502 (0.003) ; 16051 (0.003) ; 42827 (0.003) ; 58429 (0.002) ; 
0.11631929422030154   T=4,K=1:  84494 (0.031) ; 22209 (0.029) ; 98358 (0.023) ; 86112 (0.020) ; 19546 (0.019) ; 98894 (0.015) ; 6174 (0.014) ; 4076 (0.011) ; 8665 (0.010) ; 62204 (0.009) ; 
0.07739986076691187   T=4,K=2:  85306 (0.036) ; nlsj105619 (0.021) ; 65552 (0.019) ; 84234 (0.012) ;  (0.011) ; 90504 (0.006) ; nlsj61372 (0.005) ; 112559 (0.005) ; 22209 (0.005) ; 59794 (0.004) ; 
0.10307985656255332   T=4,K=3:  84234 (0.026) ; 22209 (0.025) ; 63772 (0.023) ; 84494 (0.022) ; 46613 (0.015) ; 85306 (0.015) ; 114753 (0.014) ; 65552 (0.013) ; 46804 (0.012) ; 49875 (0.012) ; 
0.09204304024223246   T=4,K=4:  nlsj61372 (0.019) ; 84234 (0.016) ; 86219 (0.015) ; 62204 (0.015) ; 65552 (0.012) ; 22209 (0.010) ; 72627 (0.009) ; 48291 (0.009) ; nlsj32160 (0.008) ; 68641 (0.007) ; 
0.12009258577681703   T=4,K=5:  84234 (0.049) ;  (0.027) ; 86112 (0.026) ; 22209 (0.025) ; 84494 (0.017) ; nlsj56179 (0.016) ; 19546 (0.013) ; 8665 (0.012) ; 79223 (0.012) ; nlsj76838 (0.011) ; 
0.1011825360703997   T=4,K=6:  84234 (0.052) ; 83665 (0.020) ; 45996 (0.019) ;  (0.016) ; 1564 (0.015) ; 110639 (0.012) ; 48291 (0.010) ; 86112 (0.009) ; 23726 (0.009) ; 8665 (0.008) ; 
0.07904437142549098   T=4,K=7:  31161 (0.040) ; 84494 (0.031) ; 85306 (0.028) ; 8665 (0.021) ; 90504 (0.016) ; 45996 (0.013) ; 84434 (0.010) ; 15893 (0.009) ; 8909 (0.008) ; 86219 (0.008) ; 
0.09136113178619006   T=4,K=8:  84494 (0.018) ; 84434 (0.014) ;  (0.010) ; nlsj56179 (0.008) ; 28569 (0.008) ; 58790 (0.007) ; 85306 (0.006) ; 8665 (0.005) ; 47007 (0.005) ; 65552 (0.005) ; 
0.1183661877993165   T=4,K=9:  22209 (0.052) ; 20621 (0.019) ; 65552 (0.019) ; 71308 (0.016) ; 26447 (0.011) ; 86112 (0.007) ; 90504 (0.006) ; 102000 (0.005) ; 67762 (0.005) ; 62204 (0.005) ; 

Time=5  
0.03254346424173322   T=5,K=0:  22209 (0.030) ; 84234 (0.016) ; 8909 (0.009) ;  (0.008) ; 8665 (0.006) ; 46606 (0.006) ; 84434 (0.004) ; 1083 (0.003) ; 69863 (0.003) ; 11583 (0.003) ; 
0.1108421214252152   T=5,K=1:  22209 (0.021) ; 84494 (0.019) ; 98358 (0.017) ; 62204 (0.013) ; 6174 (0.006) ; 19546 (0.006) ; 98894 (0.006) ; 61791 (0.006) ; 86112 (0.006) ; nlsj71743 (0.006) ; 
0.0787104491903829   T=5,K=2:  85306 (0.015) ;  (0.014) ; 84234 (0.012) ; 65552 (0.011) ; 22209 (0.009) ; nlsj61372 (0.007) ; 59794 (0.007) ; 66173 (0.006) ; 45996 (0.006) ; 11583 (0.005) ; 
0.16368604645548923   T=5,K=3:  85306 (0.015) ; 63772 (0.015) ; 33819 (0.014) ; 22209 (0.011) ; 65552 (0.011) ; 84434 (0.011) ; 84494 (0.011) ; 84234 (0.010) ; 46804 (0.010) ; 114753 (0.009) ; 
0.0962280488578011   T=5,K=4:  65552 (0.022) ; 22209 (0.015) ; 84234 (0.012) ; 48291 (0.010) ; nlsj32160 (0.006) ; 62204 (0.006) ; 19546 (0.005) ; 86219 (0.005) ; nlsj61372 (0.005) ; 63772 (0.004) ; 
0.1311793239119218   T=5,K=5:  84494 (0.021) ; nlsj76838 (0.015) ;  (0.014) ; 106974 (0.014) ; 19546 (0.013) ; 22209 (0.012) ; 260 (0.012) ; nlsj56179 (0.010) ; 84234 (0.010) ; 86112 (0.010) ; 
0.0842355009941366   T=5,K=6:  45996 (0.022) ; 110639 (0.020) ; 84234 (0.018) ;  (0.017) ; 86112 (0.014) ; 48291 (0.010) ; 1564 (0.009) ; 23726 (0.007) ; 84494 (0.006) ; 8665 (0.006) ; 
0.09523687701579578   T=5,K=7:  84494 (0.022) ; 90504 (0.020) ; 8665 (0.016) ; 45996 (0.015) ; 8909 (0.010) ; 31161 (0.009) ; 85306 (0.009) ; 63772 (0.007) ; 48051 (0.007) ; 68641 (0.006) ; 
0.11502439362833987   T=5,K=8:  84494 (0.019) ;  (0.014) ; 84434 (0.012) ; 28569 (0.009) ; 8665 (0.008) ; 47007 (0.007) ; 85306 (0.006) ; 45996 (0.005) ; nlsj56179 (0.005) ; 58790 (0.005) ; 
0.09231377427918443   T=5,K=9:  22209 (0.031) ; 65552 (0.016) ; 84494 (0.011) ; 20621 (0.009) ; 71308 (0.008) ; 84234 (0.008) ; 90504 (0.006) ; 11583 (0.006) ; nlsj76838 (0.006) ; 102000 (0.006) ; 

Time=6  
0.02412363493213326   T=6,K=0:  22209 (0.018) ;  (0.017) ; 84234 (0.017) ; 8909 (0.015) ; 45996 (0.009) ; 85306 (0.009) ; 8665 (0.009) ; 28569 (0.005) ; 84494 (0.005) ; 65552 (0.004) ; 
0.053575312552631205   T=6,K=1:  22209 (0.018) ; 84494 (0.016) ; 19546 (0.014) ; 49875 (0.009) ; 22502 (0.008) ; 98358 (0.008) ;  (0.008) ; 62204 (0.008) ; 84234 (0.007) ; nlsj71743 (0.006) ; 
0.06900271788642456   T=6,K=2:  22209 (0.029) ;  (0.028) ; nlsj61372 (0.020) ; 84234 (0.015) ; 33819 (0.013) ; 45996 (0.012) ; 85306 (0.012) ; 8909 (0.011) ; 66173 (0.011) ; 46646 (0.010) ; 
0.09166864632405144   T=6,K=3:  85306 (0.024) ; 65552 (0.019) ; 48291 (0.013) ; 22209 (0.012) ; 45996 (0.011) ; 33819 (0.010) ; 84494 (0.010) ; 46804 (0.009) ; 8665 (0.009) ;  (0.008) ; 
0.02744499501319935   T=6,K=4:  48291 (0.019) ; 22209 (0.016) ; 65552 (0.015) ; 84234 (0.013) ;  (0.008) ; 63772 (0.008) ; 84494 (0.006) ; 85306 (0.006) ; 68641 (0.006) ; 19546 (0.006) ; 
0.10244148526408213   T=6,K=5:  84494 (0.039) ;  (0.024) ; 19546 (0.017) ; 106974 (0.015) ; 22209 (0.012) ; 45996 (0.009) ; 260 (0.009) ; 48291 (0.008) ; 116416 (0.007) ; 84434 (0.007) ; 
0.13265996880115277   T=6,K=6:   (0.030) ; 45996 (0.025) ; 110639 (0.023) ; 84234 (0.022) ; 48291 (0.017) ; 86112 (0.014) ; 84494 (0.013) ; 28569 (0.010) ; 6330 (0.006) ; 20621 (0.006) ; 
0.21276974078855618   T=6,K=7:  90504 (0.018) ; 45996 (0.018) ; 84494 (0.017) ; 8909 (0.012) ; 8665 (0.011) ; 63772 (0.010) ; 260 (0.008) ; 22209 (0.008) ; 86219 (0.007) ; 85306 (0.007) ; 
0.2535079914726576   T=6,K=8:   (0.022) ; 84494 (0.015) ; 22209 (0.013) ; 84434 (0.013) ; 47007 (0.012) ; 45996 (0.012) ; 85306 (0.008) ; 8665 (0.007) ; 28569 (0.006) ; nlsj71743 (0.006) ; 
0.03280550696511147   T=6,K=9:  65552 (0.026) ; 22209 (0.021) ; 84494 (0.015) ; 45996 (0.010) ; nlsj76838 (0.010) ; 63772 (0.009) ; 48291 (0.009) ; 20621 (0.008) ; 84234 (0.007) ; 85306 (0.007) ; 

Time=7  
