3255 documents , 1 concepts , 5825 context features (28569) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
0.20570187853371222   T=0,K=0:  11583 (0.021) ; 52571 (0.016) ; 75552 (0.014) ; 74126 (0.013) ; 65552 (0.013) ; 45996 (0.012) ; 31236 (0.012) ; 63772 (0.010) ; nlsj71743 (0.009) ; 84513 (0.008) ; 
0.0374535025038951   T=2,K=8:   (0.016) ; 84234 (0.015) ; 45996 (0.013) ; 104355 (0.012) ; 6871 (0.012) ; 28566 (0.012) ; 22210 (0.011) ; 65552 (0.011) ; 84494 (0.009) ; 4845 (0.008) ; 
0.07379747356961479   T=3,K=8:   (0.021) ; 45996 (0.015) ; 84234 (0.014) ; 47735 (0.014) ; 104355 (0.013) ; 84494 (0.011) ; 69901 (0.010) ; 28566 (0.009) ; 22210 (0.009) ; 6871 (0.009) ; 
0.08329946809143378   T=4,K=8:   (0.019) ; 45996 (0.015) ; 84234 (0.014) ; 69901 (0.014) ; 104355 (0.011) ; 6871 (0.010) ; 84494 (0.010) ; 85306 (0.010) ; 4845 (0.010) ; 66342 (0.008) ; 
0.20139427622886422   T=5,K=8:  45996 (0.018) ; 84422 (0.013) ; 84234 (0.012) ; 104355 (0.012) ;  (0.012) ; 69901 (0.012) ; 84494 (0.010) ; 90504 (0.010) ; 6871 (0.009) ; 66342 (0.009) ; 
0.08371472116852076   T=6,K=8:  45996 (0.015) ;  (0.014) ; 84494 (0.013) ; 85306 (0.013) ; 84422 (0.011) ; 69901 (0.010) ; 104355 (0.009) ; 86429 (0.009) ; 6871 (0.008) ; 90504 (0.008) ; 
0.3141301755704704   T=7,K=8:  84494 (0.016) ; 45996 (0.016) ; 6871 (0.011) ; 85306 (0.011) ; 84422 (0.011) ; 65552 (0.011) ;  (0.010) ; 22209 (0.009) ; 86429 (0.009) ; 65295 (0.008) ; 
0.10690863700735717   T=8,K=8:  85306 (0.017) ; 84422 (0.013) ; 45996 (0.012) ;  (0.012) ; 22209 (0.011) ; 84494 (0.010) ; 104355 (0.009) ; 65552 (0.009) ; 11583 (0.008) ; 65295 (0.007) ; 
0.0444685128393745   T=9,K=8:  85306 (0.023) ; 84422 (0.014) ;  (0.013) ; 45996 (0.011) ; 84494 (0.010) ; 104355 (0.010) ; 22209 (0.008) ; 84434 (0.008) ; 43206 (0.007) ; 24522 (0.007) ; 
0.017983771787664662   T=10,K=8:  84422 (0.026) ; 85306 (0.019) ; 45996 (0.014) ; 104355 (0.011) ; 84494 (0.010) ;  (0.010) ; 43206 (0.009) ; 22209 (0.007) ; 53651 (0.007) ; 47735 (0.007) ; 
0.042849535014480404   T=11,K=8:  85306 (0.028) ; 84422 (0.026) ;  (0.019) ; 43206 (0.012) ; 53651 (0.011) ; 65295 (0.010) ; 45996 (0.009) ; 86429 (0.009) ; 104355 (0.008) ; 84494 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=8:   (0.016) ; 85306 (0.013) ; 45996 (0.013) ; 84422 (0.012) ; 84494 (0.011) ; 104355 (0.010) ; 22210 (0.009) ; 84234 (0.009) ; 6871 (0.009) ; 69901 (0.007) ; 

0.0001068740256486893   T=0,K=9:  106566 (0.060) ; 28569 (0.030) ; 38245 (0.020) ; 32725 (0.016) ; 112563 (0.014) ; 19546 (0.014) ; 103221 (0.012) ; 61885 (0.012) ; 84234 (0.011) ; 47007 (0.011) ; 
0.00024809238668246464   T=1,K=9:  106566 (0.047) ; 28569 (0.023) ; 32725 (0.020) ; 45996 (0.017) ; 19546 (0.014) ; 112563 (0.013) ; 38245 (0.012) ; 30968 (0.012) ; 103221 (0.012) ; 85306 (0.011) ; 
0.0006540770818159861   T=2,K=9:  106566 (0.051) ; 45996 (0.021) ; 19546 (0.020) ; 28569 (0.019) ; 38245 (0.015) ; 85306 (0.014) ; 32725 (0.014) ; 30968 (0.009) ; 60476 (0.008) ; 103221 (0.008) ; 
0.005846462224518232   T=3,K=9:  106566 (0.034) ; 19546 (0.027) ; 45996 (0.018) ; 28569 (0.016) ; 32725 (0.012) ; 85306 (0.012) ;  (0.010) ; 38245 (0.010) ; 60476 (0.010) ; 112563 (0.009) ; 
0.04368035261978375   T=4,K=9:  45996 (0.024) ; 106566 (0.023) ; 28569 (0.019) ; 19546 (0.018) ; 16052 (0.017) ; 32725 (0.015) ; 112563 (0.013) ; 38245 (0.012) ;  (0.011) ; 113999 (0.010) ; 
0.19156624157285104   T=5,K=9:  106566 (0.039) ; 28569 (0.034) ; 113999 (0.025) ; 112563 (0.019) ; 45996 (0.018) ; 38245 (0.014) ; 16052 (0.012) ;  (0.012) ; 32725 (0.010) ; 19546 (0.010) ; 
0.3614113783455522   T=6,K=9:  106566 (0.031) ; 113999 (0.016) ; 28569 (0.012) ; 19546 (0.010) ;  (0.009) ; 45996 (0.009) ; 48291 (0.009) ; 38245 (0.009) ; 61056 (0.008) ; 84234 (0.008) ; 
0.11693975822403554   T=7,K=9:  106566 (0.012) ; 19546 (0.011) ; 48291 (0.011) ; 45996 (0.011) ; 84234 (0.010) ;  (0.008) ; 28569 (0.008) ; 85306 (0.007) ; 83774 (0.007) ; 65552 (0.007) ; 
0.060097749489615486   T=8,K=9:  48291 (0.015) ; 45996 (0.013) ; 85306 (0.010) ; 19546 (0.010) ; 106566 (0.010) ; 84234 (0.010) ; 65552 (0.009) ; 61056 (0.008) ;  (0.007) ; 115193 (0.006) ; 
0.07680819832693102   T=9,K=9:  45996 (0.013) ; 84234 (0.012) ; 19546 (0.012) ; 48291 (0.011) ; 85306 (0.010) ; 65552 (0.008) ; 83774 (0.007) ; 15047 (0.006) ; 84534 (0.006) ; 106566 (0.006) ; 
0.035570927518628365   T=10,K=9:  45996 (0.015) ; 19546 (0.014) ; 84234 (0.009) ; 85306 (0.009) ; 48291 (0.008) ; 28592 (0.007) ; 65552 (0.007) ; 11041 (0.006) ; 61056 (0.006) ; 113560 (0.006) ; 
0.040739946482458475   T=11,K=9:  28592 (0.015) ; 48291 (0.012) ; 19546 (0.012) ; 65552 (0.012) ; 85306 (0.010) ; 83774 (0.009) ; 45996 (0.009) ; 84234 (0.008) ; 84494 (0.008) ; nlsj60710 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=9:  106566 (0.027) ; 45996 (0.015) ; 19546 (0.014) ; 28569 (0.014) ; 85306 (0.009) ; 32725 (0.009) ; 38245 (0.009) ; 84234 (0.009) ; 113999 (0.008) ; 112563 (0.008) ; 

===============  per time  ===============
Time=0  
0.20570187853371222   T=0,K=0:  11583 (0.021) ; 52571 (0.016) ; 75552 (0.014) ; 74126 (0.013) ; 65552 (0.013) ; 45996 (0.012) ; 31236 (0.012) ; 63772 (0.010) ; nlsj71743 (0.009) ; 84513 (0.008) ; 
0.01228371287138886   T=0,K=1:  79223 (0.023) ; 72254 (0.015) ; 4845 (0.014) ; 51849 (0.013) ; 49752 (0.013) ; 83987 (0.013) ; 70958 (0.011) ; 48910 (0.010) ; 45996 (0.009) ; 61072 (0.009) ; 
0.09005966137651657   T=0,K=2:  85306 (0.042) ;  (0.020) ; 22209 (0.019) ; 1083 (0.019) ; 45996 (0.018) ; 1377 (0.015) ; 20621 (0.012) ; 84494 (0.012) ; 15893 (0.011) ; 83987 (0.010) ; 
0.0074608894085646995   T=0,K=3:  28566 (0.049) ; 62204 (0.048) ; 67352 (0.039) ; 68641 (0.037) ; 66494 (0.022) ;  (0.019) ; 45996 (0.016) ; 84234 (0.015) ; 73277 (0.013) ; 98417 (0.013) ; 
0.024337289391111683   T=0,K=4:  84494 (0.049) ; 13096 (0.021) ; 22209 (0.014) ; 7944 (0.013) ; 6339 (0.012) ; 28569 (0.012) ; nlsj6956 (0.010) ; 98358 (0.010) ; 78297 (0.010) ;  (0.009) ; 
0.0043415676416417555   T=0,K=5:  43206 (0.030) ; 45996 (0.018) ; 15893 (0.017) ; 105964 (0.013) ; 105829 (0.011) ; 104355 (0.011) ; 83665 (0.010) ; 84494 (0.010) ; 65552 (0.009) ; 63772 (0.008) ; 
0.5665069002789845   T=0,K=6:  114624 (0.027) ; 65552 (0.018) ; 22209 (0.016) ; 45996 (0.016) ; 11583 (0.015) ; 79223 (0.011) ; 18610 (0.010) ; 19546 (0.010) ; nlsj6956 (0.009) ; 46612 (0.008) ; 
0.0002958023991785528   T=0,K=7:  97132 (0.013) ; 85306 (0.013) ; 45996 (0.012) ; 52035 (0.011) ; 90504 (0.009) ; 95898 (0.008) ; 1984 (0.008) ; 36505 (0.008) ; nlsj57678 (0.008) ; 47904 (0.007) ; 
0.08890542407325248   T=0,K=8:  22210 (0.036) ;  (0.024) ; 28566 (0.021) ; 6871 (0.011) ; 104355 (0.010) ; 80282 (0.009) ; 83665 (0.009) ; 84494 (0.009) ; 66342 (0.009) ; 47735 (0.008) ; 
0.0001068740256486893   T=0,K=9:  106566 (0.060) ; 28569 (0.030) ; 38245 (0.020) ; 32725 (0.016) ; 112563 (0.014) ; 19546 (0.014) ; 103221 (0.012) ; 61885 (0.012) ; 84234 (0.011) ; 47007 (0.011) ; 

Time=1  
0.6574870846788453   T=1,K=0:  11583 (0.022) ; 45996 (0.020) ; 75552 (0.016) ; 31236 (0.013) ; 63772 (0.012) ; 52571 (0.010) ; 1083 (0.009) ; 84494 (0.009) ; 65552 (0.009) ; nlsj71743 (0.008) ; 
0.0031753776375071747   T=1,K=1:  72254 (0.020) ; 79223 (0.019) ; 45996 (0.016) ; 83987 (0.013) ;  (0.012) ; 81154 (0.011) ; 4845 (0.009) ; 87859 (0.009) ; 6174 (0.009) ; 48910 (0.009) ; 
0.04766095149242727   T=1,K=2:  84494 (0.022) ; 85306 (0.022) ;  (0.020) ; 1377 (0.018) ; 45996 (0.018) ; 1083 (0.017) ; 65552 (0.013) ; 75552 (0.012) ; 86112 (0.011) ; 15893 (0.011) ; 
0.005044850330450363   T=1,K=3:  62204 (0.054) ; 68641 (0.049) ;  (0.037) ; 67352 (0.032) ; 66494 (0.031) ; 84234 (0.028) ; 28566 (0.021) ; 98417 (0.015) ; 15345 (0.014) ; 85306 (0.012) ; 
0.033461364481233775   T=1,K=4:  84494 (0.039) ; 13096 (0.020) ; 78297 (0.014) ; 6339 (0.014) ; 22209 (0.014) ; 28569 (0.013) ; nlsj6956 (0.012) ;  (0.011) ; 65552 (0.008) ; 45996 (0.008) ; 
0.023084947569240632   T=1,K=5:  43206 (0.029) ; 45996 (0.020) ; 15893 (0.015) ; 62204 (0.013) ; 63772 (0.011) ; 110639 (0.010) ; 65552 (0.010) ; 84494 (0.010) ; 83665 (0.010) ; 77596 (0.009) ; 
0.1742422729593558   T=1,K=6:  114624 (0.029) ; 65552 (0.021) ; 45996 (0.017) ; 22209 (0.014) ; 79223 (0.013) ; 19546 (0.011) ; 11583 (0.010) ; 18610 (0.009) ; nlsj107632 (0.008) ; 106833 (0.007) ; 
0.0010257474763974994   T=1,K=7:  45996 (0.013) ; 90504 (0.012) ; 85306 (0.011) ; 47904 (0.011) ; nlsj57678 (0.010) ; 52035 (0.009) ; 95898 (0.008) ; 97132 (0.008) ; 43206 (0.008) ; 36505 (0.007) ; 
0.05456931098785991   T=1,K=8:   (0.026) ; 22210 (0.024) ; 80282 (0.012) ; 28566 (0.012) ; 66342 (0.011) ; 84494 (0.011) ; 6871 (0.010) ; 84234 (0.010) ; 104355 (0.009) ; 45996 (0.009) ; 
0.00024809238668246464   T=1,K=9:  106566 (0.047) ; 28569 (0.023) ; 32725 (0.020) ; 45996 (0.017) ; 19546 (0.014) ; 112563 (0.013) ; 38245 (0.012) ; 30968 (0.012) ; 103221 (0.012) ; 85306 (0.011) ; 

Time=2  
0.45883555284128374   T=2,K=0:  45996 (0.022) ; 11583 (0.017) ; 75552 (0.016) ; nlsj71743 (0.011) ; 1083 (0.010) ; 31236 (0.009) ; 63772 (0.009) ; 115212 (0.009) ; 65552 (0.009) ; nlsj76838 (0.008) ; 
0.010443668331895155   T=2,K=1:  72254 (0.023) ; 6174 (0.018) ; 45996 (0.018) ; 79223 (0.015) ; 87859 (0.013) ; 4845 (0.012) ; 70958 (0.011) ;  (0.011) ; 90504 (0.010) ; 102000 (0.009) ; 
0.2065725405371005   T=2,K=2:  45996 (0.039) ;  (0.023) ; 1377 (0.021) ; 84494 (0.018) ; 85306 (0.017) ; 75552 (0.016) ; 22209 (0.013) ; 65552 (0.012) ; 15893 (0.010) ; 73277 (0.009) ; 
0.008165259831493913   T=2,K=3:  68641 (0.045) ; 67352 (0.040) ; 66494 (0.038) ; 62204 (0.027) ;  (0.025) ; 28566 (0.025) ; 84234 (0.024) ; 65552 (0.018) ; 45996 (0.016) ; 73277 (0.015) ; 
0.062107310545231185   T=2,K=4:  84494 (0.038) ;  (0.018) ; 22209 (0.013) ; 6339 (0.013) ; 45996 (0.012) ; 78297 (0.011) ; 13096 (0.011) ; 65552 (0.010) ; nlsj6956 (0.010) ; 28569 (0.010) ; 
0.10075014756591447   T=2,K=5:  43206 (0.023) ; 45996 (0.021) ; 83665 (0.011) ; 15893 (0.010) ; 65552 (0.010) ; 51358 (0.009) ; 62204 (0.009) ; 84494 (0.008) ; 35417 (0.008) ; 105964 (0.007) ; 
0.11099460491590508   T=2,K=6:  114624 (0.020) ; 45996 (0.018) ; 65552 (0.017) ; 79223 (0.016) ; 22209 (0.012) ;  (0.009) ; 106833 (0.008) ; 84494 (0.008) ; 19546 (0.008) ; 57457 (0.008) ; 
0.0040233358454648096   T=2,K=7:  45996 (0.017) ; 84494 (0.013) ; 52035 (0.013) ; 85306 (0.010) ; 115193 (0.010) ; 64866 (0.010) ; 84234 (0.010) ; 47904 (0.009) ; 36505 (0.009) ; nlsj57678 (0.007) ; 
0.0374535025038951   T=2,K=8:   (0.016) ; 84234 (0.015) ; 45996 (0.013) ; 104355 (0.012) ; 6871 (0.012) ; 28566 (0.012) ; 22210 (0.011) ; 65552 (0.011) ; 84494 (0.009) ; 4845 (0.008) ; 
0.0006540770818159861   T=2,K=9:  106566 (0.051) ; 45996 (0.021) ; 19546 (0.020) ; 28569 (0.019) ; 38245 (0.015) ; 85306 (0.014) ; 32725 (0.014) ; 30968 (0.009) ; 60476 (0.008) ; 103221 (0.008) ; 

Time=3  
0.220030989975325   T=3,K=0:  45996 (0.020) ; 75552 (0.015) ; 63772 (0.014) ; 31236 (0.012) ;  (0.010) ; 11583 (0.010) ; 65552 (0.009) ; 86219 (0.009) ; nlsj76838 (0.009) ; 84234 (0.008) ; 
0.050353136973518446   T=3,K=1:  72254 (0.015) ; 6174 (0.013) ; 70958 (0.012) ; 87859 (0.011) ; 45996 (0.011) ; 66342 (0.011) ; 4845 (0.008) ;  (0.008) ; 85306 (0.007) ; 22209 (0.007) ; 
0.18302320502069014   T=3,K=2:  45996 (0.046) ;  (0.018) ; 84494 (0.018) ; 22209 (0.015) ; 75552 (0.014) ; 86112 (0.013) ; 1377 (0.013) ; 85306 (0.013) ; 84234 (0.012) ; 65552 (0.010) ; 
0.03857237188518178   T=3,K=3:  68641 (0.039) ; 67352 (0.036) ; 66494 (0.035) ;  (0.033) ; 84234 (0.024) ; 62204 (0.022) ; 73277 (0.020) ; 98417 (0.019) ; 28566 (0.016) ; 15345 (0.014) ; 
0.11510984805441916   T=3,K=4:  84494 (0.027) ; 6339 (0.016) ; nlsj6956 (0.015) ; 45996 (0.015) ; 65552 (0.014) ; 22209 (0.013) ;  (0.010) ; 85306 (0.009) ; 78297 (0.008) ; 84434 (0.008) ; 
0.12117734014072681   T=3,K=5:  45996 (0.036) ; 85306 (0.013) ; 43206 (0.012) ; 65552 (0.011) ; 28569 (0.010) ; 91547 (0.009) ; 84234 (0.008) ; 84494 (0.008) ; 83665 (0.008) ; 63772 (0.008) ; 
0.16261747365164347   T=3,K=6:   (0.016) ; 45996 (0.015) ; 84494 (0.011) ; 114624 (0.010) ; 65552 (0.010) ; 22209 (0.009) ; 19546 (0.008) ; 79223 (0.008) ; 84434 (0.007) ; nlsj33192 (0.006) ; 
0.029471698504362185   T=3,K=7:  84234 (0.014) ; 45996 (0.013) ; 85306 (0.013) ; 52035 (0.012) ; 84494 (0.009) ; 64866 (0.008) ; 54399 (0.008) ; 115193 (0.008) ; nlsj9582 (0.008) ; 77837 (0.006) ; 
0.07379747356961479   T=3,K=8:   (0.021) ; 45996 (0.015) ; 84234 (0.014) ; 47735 (0.014) ; 104355 (0.013) ; 84494 (0.011) ; 69901 (0.010) ; 28566 (0.009) ; 22210 (0.009) ; 6871 (0.009) ; 
0.005846462224518232   T=3,K=9:  106566 (0.034) ; 19546 (0.027) ; 45996 (0.018) ; 28569 (0.016) ; 32725 (0.012) ; 85306 (0.012) ;  (0.010) ; 38245 (0.010) ; 60476 (0.010) ; 112563 (0.009) ; 

Time=4  
0.12156653179614951   T=4,K=0:  45996 (0.024) ; 63772 (0.015) ; 75552 (0.012) ; 115193 (0.010) ; 31236 (0.010) ; 74126 (0.009) ; 114651 (0.008) ; 11583 (0.008) ;  (0.008) ; 86219 (0.008) ; 
0.03661743171545234   T=4,K=1:  72254 (0.016) ; 70958 (0.014) ; 4845 (0.011) ; 100693 (0.011) ; 85306 (0.009) ; 87859 (0.009) ; 79223 (0.008) ; 6174 (0.008) ; 75552 (0.008) ;  (0.007) ; 
0.2170105945874029   T=4,K=2:  84494 (0.025) ; 45996 (0.023) ;  (0.019) ; 22209 (0.013) ; 84234 (0.012) ; 75552 (0.012) ; 85306 (0.011) ; 1377 (0.011) ; 28569 (0.009) ; 116416 (0.009) ; 
0.06509592236807463   T=4,K=3:  68641 (0.029) ; 62204 (0.026) ; 84234 (0.025) ; 73277 (0.023) ; 98417 (0.022) ; 66494 (0.021) ;  (0.020) ; 45996 (0.017) ; 31236 (0.017) ; 67352 (0.016) ; 
0.09930450759761482   T=4,K=4:  22209 (0.017) ; 84494 (0.016) ; 45996 (0.015) ; 65552 (0.015) ; nlsj6956 (0.014) ; 85306 (0.010) ;  (0.010) ; 6339 (0.009) ; 114624 (0.008) ; 98358 (0.008) ; 
0.17874082636493593   T=4,K=5:  45996 (0.025) ; 65552 (0.014) ; 85306 (0.012) ; 84494 (0.011) ; 43206 (0.011) ; 91547 (0.009) ; 8909 (0.008) ; 62204 (0.008) ; 15893 (0.008) ; 116416 (0.007) ; 
0.12472268642923899   T=4,K=6:   (0.016) ; 45996 (0.015) ; 22209 (0.013) ; 65552 (0.011) ; 84494 (0.010) ; 79223 (0.008) ; 19546 (0.008) ; 61791 (0.008) ; 114624 (0.007) ; nlsj33192 (0.007) ; 
0.029961678429913513   T=4,K=7:  84234 (0.021) ; 45996 (0.013) ; 84494 (0.010) ; 64866 (0.008) ; 52035 (0.007) ; nlsj9582 (0.007) ; 71023 (0.007) ; 54399 (0.006) ; 22209 (0.006) ; 36505 (0.006) ; 
0.08329946809143378   T=4,K=8:   (0.019) ; 45996 (0.015) ; 84234 (0.014) ; 69901 (0.014) ; 104355 (0.011) ; 6871 (0.010) ; 84494 (0.010) ; 85306 (0.010) ; 4845 (0.010) ; 66342 (0.008) ; 
0.04368035261978375   T=4,K=9:  45996 (0.024) ; 106566 (0.023) ; 28569 (0.019) ; 19546 (0.018) ; 16052 (0.017) ; 32725 (0.015) ; 112563 (0.013) ; 38245 (0.012) ;  (0.011) ; 113999 (0.010) ; 

Time=5  
0.08495301123685868   T=5,K=0:  45996 (0.018) ; 75552 (0.014) ; 11583 (0.011) ;  (0.011) ; 84234 (0.010) ; 63772 (0.010) ; 97121 (0.008) ; 115193 (0.007) ; 114651 (0.007) ; 31236 (0.007) ; 
0.030995087370025463   T=5,K=1:  75552 (0.012) ; 72254 (0.010) ; 46646 (0.009) ; 70958 (0.008) ; 84234 (0.008) ;  (0.008) ; 4845 (0.008) ; 87148 (0.007) ; 85306 (0.007) ; 75152 (0.007) ; 
0.05760692195294431   T=5,K=2:  45996 (0.026) ; 84494 (0.021) ; 85306 (0.015) ;  (0.013) ; 22209 (0.011) ; 75552 (0.010) ; 84234 (0.009) ; 15893 (0.009) ; 65552 (0.009) ; 73277 (0.009) ; 
0.12504500939601004   T=5,K=3:  66494 (0.042) ; 98417 (0.038) ; 68641 (0.036) ; 67352 (0.035) ; 84234 (0.018) ; 92378 (0.018) ; 73277 (0.016) ; 15345 (0.016) ; 62204 (0.015) ; 97767 (0.014) ; 
0.045664842033274165   T=5,K=4:  84494 (0.017) ; 22209 (0.016) ; 65552 (0.015) ;  (0.012) ; 45996 (0.010) ; 98358 (0.010) ; 85306 (0.008) ; 97121 (0.008) ; nlsj6956 (0.007) ; 114624 (0.007) ; 
0.017500709998617296   T=5,K=5:  45996 (0.021) ; 85306 (0.020) ; 15893 (0.014) ; 65552 (0.014) ; 35417 (0.010) ; 84234 (0.008) ; 91547 (0.007) ; 8909 (0.007) ; 112720 (0.007) ; 43206 (0.007) ; 
0.1127502898353582   T=5,K=6:  45996 (0.015) ;  (0.014) ; 84494 (0.013) ; 22209 (0.012) ; 65552 (0.011) ; 31236 (0.009) ; 75552 (0.008) ; 85306 (0.008) ; 79223 (0.007) ; 84434 (0.007) ; 
0.13252361037519658   T=5,K=7:  84234 (0.022) ; 84494 (0.011) ; 45996 (0.010) ; 52035 (0.008) ; 95898 (0.007) ; 85306 (0.007) ; 104355 (0.007) ; 36505 (0.007) ; 47007 (0.007) ; 115193 (0.007) ; 
0.20139427622886422   T=5,K=8:  45996 (0.018) ; 84422 (0.013) ; 84234 (0.012) ; 104355 (0.012) ;  (0.012) ; 69901 (0.012) ; 84494 (0.010) ; 90504 (0.010) ; 6871 (0.009) ; 66342 (0.009) ; 
0.19156624157285104   T=5,K=9:  106566 (0.039) ; 28569 (0.034) ; 113999 (0.025) ; 112563 (0.019) ; 45996 (0.018) ; 38245 (0.014) ; 16052 (0.012) ;  (0.012) ; 32725 (0.010) ; 19546 (0.010) ; 

Time=6  
0.06853725575573358   T=6,K=0:  75552 (0.016) ; 11583 (0.016) ; 45996 (0.012) ;  (0.011) ; 63772 (0.009) ; 61056 (0.009) ; 97121 (0.008) ; nlsj71743 (0.008) ; 84234 (0.008) ; 115193 (0.008) ; 
0.024543510562652488   T=6,K=1:  72254 (0.013) ;  (0.011) ; 75552 (0.011) ; 84234 (0.009) ; 46646 (0.009) ; 22209 (0.009) ; 66342 (0.008) ; 87148 (0.007) ; 70958 (0.007) ; 72627 (0.007) ; 
0.019789167250775154   T=6,K=2:  45996 (0.025) ; 84494 (0.014) ; 85306 (0.013) ; 15893 (0.012) ; 84234 (0.010) ; 65552 (0.010) ;  (0.010) ; 22209 (0.009) ; 73277 (0.008) ; 8909 (0.008) ; 
0.06588370176764437   T=6,K=3:  67352 (0.026) ; 68641 (0.023) ; 66494 (0.022) ; 98417 (0.020) ;  (0.012) ; 62204 (0.012) ; 45996 (0.012) ; 84234 (0.010) ; 31236 (0.010) ; 15345 (0.010) ; 
0.06788707504815232   T=6,K=4:   (0.016) ; 22209 (0.011) ; 65552 (0.011) ; 85306 (0.010) ; 84494 (0.010) ; 97121 (0.009) ; 45996 (0.008) ; 28569 (0.008) ; 114624 (0.007) ; 99045 (0.007) ; 
0.07936382425513731   T=6,K=5:  45996 (0.020) ; 85306 (0.018) ; 84234 (0.012) ; 65552 (0.012) ; 22209 (0.010) ;  (0.009) ; 68641 (0.008) ; 91547 (0.008) ; 63772 (0.008) ; 15893 (0.008) ; 
0.11338175291186461   T=6,K=6:   (0.016) ; 22209 (0.012) ; 45996 (0.012) ; 84434 (0.010) ; 65552 (0.009) ; 50702 (0.009) ; 79223 (0.009) ; 84494 (0.008) ; 85306 (0.008) ; 61791 (0.008) ; 
0.11548761293396717   T=6,K=7:  84494 (0.016) ; 84234 (0.016) ; 85306 (0.011) ; 45996 (0.009) ; 36505 (0.007) ; 48291 (0.006) ; 95898 (0.006) ; 64866 (0.006) ; 22209 (0.006) ; 50702 (0.006) ; 
0.08371472116852076   T=6,K=8:  45996 (0.015) ;  (0.014) ; 84494 (0.013) ; 85306 (0.013) ; 84422 (0.011) ; 69901 (0.010) ; 104355 (0.009) ; 86429 (0.009) ; 6871 (0.008) ; 90504 (0.008) ; 
0.3614113783455522   T=6,K=9:  106566 (0.031) ; 113999 (0.016) ; 28569 (0.012) ; 19546 (0.010) ;  (0.009) ; 45996 (0.009) ; 48291 (0.009) ; 38245 (0.009) ; 61056 (0.008) ; 84234 (0.008) ; 

Time=7  
0.04934625768338418   T=7,K=0:  45996 (0.017) ; 11583 (0.015) ;  (0.014) ; 97121 (0.012) ; 115193 (0.010) ; 75552 (0.010) ; 28002 (0.009) ; 84494 (0.009) ; 85306 (0.009) ; 63772 (0.008) ; 
0.04149302377635848   T=7,K=1:  75552 (0.012) ;  (0.011) ; 72254 (0.011) ; 22209 (0.009) ; 46646 (0.009) ; 68754 (0.008) ; 73277 (0.007) ; 260 (0.007) ; 31945 (0.007) ; 110639 (0.007) ; 
0.07685437732997831   T=7,K=2:  45996 (0.016) ; 85306 (0.015) ; 84494 (0.012) ;  (0.011) ; 65552 (0.011) ; 84234 (0.008) ; 11583 (0.008) ; 22209 (0.008) ; 1083 (0.008) ; 116416 (0.007) ; 
0.019061767052692788   T=7,K=3:  45996 (0.018) ; 98417 (0.014) ;  (0.013) ; 62204 (0.013) ; 15893 (0.013) ; 67352 (0.013) ; 68641 (0.011) ; 28566 (0.010) ; 51148 (0.009) ; 22209 (0.008) ; 
0.1598598786597132   T=7,K=4:   (0.016) ; 84494 (0.013) ; 65552 (0.010) ; 22209 (0.009) ; 85306 (0.009) ; nlsj7025 (0.008) ; 11583 (0.008) ; 84234 (0.008) ; 84434 (0.007) ; 28569 (0.007) ; 
0.018401379621241783   T=7,K=5:  85306 (0.023) ; 45996 (0.018) ; 63772 (0.013) ; 84234 (0.013) ; 65552 (0.013) ; 22209 (0.012) ; 90504 (0.010) ; 43206 (0.008) ; 68641 (0.007) ; 8665 (0.007) ; 
0.08736398359951174   T=7,K=6:  65552 (0.018) ; 45996 (0.016) ; 85306 (0.014) ;  (0.012) ; 84494 (0.009) ; 50702 (0.008) ; 84434 (0.008) ; 79223 (0.007) ; 90504 (0.007) ; 28569 (0.006) ; 
0.11654939848261345   T=7,K=7:  84494 (0.020) ; 45996 (0.012) ; 84234 (0.011) ; 85306 (0.009) ; 50702 (0.008) ; 95898 (0.007) ; 80306 (0.006) ; 63063 (0.006) ; 13039 (0.006) ; 47007 (0.006) ; 
0.3141301755704704   T=7,K=8:  84494 (0.016) ; 45996 (0.016) ; 6871 (0.011) ; 85306 (0.011) ; 84422 (0.011) ; 65552 (0.011) ;  (0.010) ; 22209 (0.009) ; 86429 (0.009) ; 65295 (0.008) ; 
0.11693975822403554   T=7,K=9:  106566 (0.012) ; 19546 (0.011) ; 48291 (0.011) ; 45996 (0.011) ; 84234 (0.010) ;  (0.008) ; 28569 (0.008) ; 85306 (0.007) ; 83774 (0.007) ; 65552 (0.007) ; 

Time=8  
0.14244888614939297   T=8,K=0:  45996 (0.016) ; 28002 (0.014) ; 85306 (0.011) ; 97121 (0.011) ;  (0.011) ; 11583 (0.009) ; 75552 (0.008) ; 74126 (0.008) ; nlsj71743 (0.007) ; 38732 (0.007) ; 
0.03352945751113891   T=8,K=1:   (0.022) ; 72254 (0.014) ; 46646 (0.009) ; 22209 (0.009) ; 73277 (0.009) ; 31945 (0.008) ; 68754 (0.008) ; 75552 (0.008) ; 84234 (0.007) ; 73064 (0.007) ; 
